prefix,rate
1868,6.94
1382,2.79
809,1.99
1579,1.93
1534,3.49
748,4.36
417,8.33
1357,1.29
783,7.38
763,5.36
2098,2.95
1731,4.98
1595,3.07
1236,6.0
1953,4.4
1620,1.73
2589,1.25
663,5.51
1391,9.03
1736,3.51
798,7.36
2260,6.62
101,9.32
741,8.23
2367,5.71
1689,6.6
954,8.99
1859,4.06
2532,3.34
1761,0.21
1253,8.28
1176,8.03
1807,1.13
2877,5.81
1795,4.69
1833,1.28
1539,9.81
2394,2.23
935,0.77
302,5.99
222,7.41
500,0.42
866,6.62
393,5.37
2427,1.12
297,1.81
2030,5.72
2899,3.03
2291,9.39
708,8.21
1247,9.84
286,2.67
2611,9.7
1894,4.37
759,3.54
2911,0.6
2055,0.62
2550,6.95
1469,4.63
2086,2.34
1634,6.18
246,2.6
1834,5.82
1943,3.66
588,8.25
2059,8.22
1763,4.83
2698,3.57
2485,3.69
740,8.08
1902,3.35
2620,2.17
2069,0.94
2298,4.72
1538,4.87
1734,8.42
362,2.29
1887,3.87
2291,8.1
2493,8.25
723,3.91
1116,4.65
980,3.1
2149,9.33
1427,1.27
2401,9.34
552,6.87
1283,5.36
2156,0.42
1782,4.81
2963,4.14
2355,1.7
1254,6.6
503,9.71
2299,5.67
2201,7.18
1796,0.78
727,4.23
686,1.25
1748,6.17
1543,9.39
1545,6.65
203,0.86
353,3.61
2657,5.55
1596,4.09
198,8.35
2300,8.17
1984,6.16
2019,3.8
977,2.63
437,1.15
2969,3.61
1056,4.19
1804,6.79
260,6.62
1703,0.79
2948,4.01
497,1.9
1400,1.65
915,8.29
1627,0.51
2019,4.25
1515,1.77
1258,8.81
1318,5.61
500,2.39
739,5.07
2835,7.34
559,9.59
1054,2.28
569,8.87
1145,9.35
2897,9.17
1793,6.39
2185,6.34
2377,4.09
662,7.55
2585,5.36
1899,6.81
2174,4.34
325,7.34
897,8.26
2431,1.55
1059,8.35
1604,5.45
552,8.46
915,4.37
758,3.85
646,9.16
1315,2.59
116,8.46
1343,4.89
2305,5.19
2624,3.15
1169,5.77
2665,3.32
2246,0.49
1868,2.79
1160,0.16
2427,9.79
2644,9.66
401,4.01
280,7.31
706,3.52
799,6.74
1092,8.07
1239,9.47
290,4.06
2400,7.85
1080,2.73
2106,9.9
1284,0.36
227,6.07
2165,6.63
1916,6.91
1858,1.29
2713,9.39
669,1.89
1446,6.27
1995,2.3
2833,3.14
725,5.51
1786,4.23
254,1.69
2637,1.79
1509,4.24
884,7.6
345,8.99
1600,0.93
1805,3.99
2906,1.09
637,0.26
1990,6.65
1941,6.06
1020,1.71
2555,2.41
624,0.33
2975,8.37
1629,9.75
135,1.44
784,2.39
119,8.7
2468,9.27
2659,4.25
499,0.6
2801,0.49
1071,5.78
2006,3.99
2618,0.38
1266,5.87
1215,0.21
933,7.89
1923,3.13
2874,0.5
2082,5.92
953,4.04
150,9.74
674,5.49
1248,2.82
2297,7.12
2461,2.79
2717,9.05
2452,3.81
1815,5.54
781,0.6
937,4.32
1177,8.34
2591,8.08
2760,2.32
2411,2.34
1695,8.19
104,9.31
1226,1.04
1319,4.56
873,3.44
976,8.72
1091,0.93
146,2.19
2970,7.55
2803,0.61
368,4.98
469,4.48
735,3.41
1229,4.01
1793,5.35
1782,1.7
756,5.76
219,8.07
930,7.63
1910,1.62
1181,1.58
2074,2.75
1469,3.67
840,4.14
216,6.83
1953,0.66
2938,0.44
1250,3.98
2031,7.0
1112,2.02
1764,6.45
1181,2.67
733,8.87
612,8.97
2949,3.04
1219,2.38
1241,4.17
659,2.48
587,6.76
996,8.28
1312,6.76
803,8.26
1570,4.03
680,1.65
2937,7.41
2394,3.67
253,6.75
1779,2.78
1096,0.9
2844,9.93
1343,1.65
1192,9.89
1108,9.78
2241,7.96
1873,6.63
1057,5.82
552,8.67
1327,2.97
2365,4.73
2621,6.23
2579,4.17
2488,4.33
650,3.37
1735,5.69
1412,8.52
1857,2.1
456,9.35
2170,6.92
1885,8.25
2669,5.61
1881,7.82
2949,0.26
2909,8.2
2589,0.5
1731,8.91
2916,9.92
1115,3.01
1448,2.18
615,7.68
2939,2.6
435,8.67
1882,1.12
2405,1.35
596,9.79
995,6.77
2307,8.48
951,3.31
1787,6.8
2031,5.98
2837,6.07
2527,6.86
1668,5.8
1056,4.35
2838,2.83
1736,7.71
1391,2.34
1540,6.95
1291,2.41
1166,6.29
384,7.5
2544,2.27
111,0.69
1730,1.4
2646,6.1
853,8.51
2182,0.55
2874,7.37
2996,3.48
189,4.84
875,9.3
2752,3.39
1725,4.71
517,0.24
214,0.91
716,2.66
925,0.38
1749,6.35
1616,4.32
512,5.53
828,1.83
2908,3.03
775,6.67
1992,9.66
2604,0.6
2339,8.91
2886,5.81
1222,5.68
1671,5.05
1077,0.79
1108,0.99
2243,6.05
1787,3.48
2810,9.18
136,4.13
1648,1.52
2426,7.18
2364,3.0
972,5.3
1921,7.01
1396,9.01
2209,7.94
695,6.8
2003,6.83
828,9.46
1465,3.03
496,0.11
798,2.79
2324,2.26
1735,6.65
495,6.37
2592,5.98
175,0.26
364,7.31
2602,3.3
1919,6.68
817,5.61
2882,3.49
950,1.43
1490,1.03
243,8.33
984,9.19
495,6.53
1592,1.12
1267,4.08
2716,7.32
1162,7.82
2256,1.27
1165,0.1
1309,7.15
2545,3.63
733,2.62
1256,0.23
1338,5.45
832,8.53
334,9.58
2805,5.7
850,5.19
2735,0.94
1053,5.53
2639,3.86
1642,6.11
1297,3.95
1776,2.48
1291,1.04
2317,3.22
1516,1.06
2942,1.85
2781,9.87
1317,4.5
1640,5.37
2176,8.75
1545,9.96
2486,5.87
1619,8.14
1488,3.34
1956,3.13
1465,4.09
599,6.76
1780,6.85
610,3.22
316,1.42
1424,6.36
1255,1.37
1927,5.83
1910,6.96
2592,7.04
1305,7.56
2314,8.74
190,5.05
813,7.33
1981,6.23
138,1.95
272,0.35
752,2.92
853,4.49
1343,6.21
1181,8.51
1783,2.04
2623,1.34
555,9.64
928,1.17
994,4.84
1484,5.9
2058,5.46
2534,0.95
2096,0.66
2495,1.14
289,5.9
604,5.49
1314,2.41
1631,6.41
923,8.22
1028,0.51
1033,5.03
1240,6.92
233,2.6
2205,3.15
784,6.18
2819,8.99
2320,8.12
1952,5.87
914,7.33
1272,3.71
179,6.45
302,4.72
2911,1.98
1352,7.05
1799,5.61
1350,3.65
1782,9.12
1655,0.31
2194,3.23
1356,0.66
1649,7.69
1266,7.05
1496,3.38
2803,6.79
570,4.02
1135,7.59
1453,4.6
2883,4.18
2931,9.35
1067,2.58
457,1.29
767,5.89
472,9.7
1131,3.84
1245,0.71
1471,3.46
2823,5.11
189,1.7
2845,6.62
639,9.98
2879,4.57
968,3.61
140,4.07
839,1.24
2046,8.84
2649,4.21
1324,3.93
1028,6.63
2136,4.48
2608,6.52
2879,0.71
2899,8.16
1024,9.41
1681,6.52
489,9.55
1717,1.6
355,4.83
808,6.06
1938,5.86
2044,4.07
2597,3.45
109,1.36
2971,3.98
897,1.71
976,7.37
1128,2.17
1115,0.68
1924,5.57
473,5.99
2293,8.73
323,5.81
1362,3.52
2324,8.05
1902,5.45
952,0.88
162,5.7
1340,9.09
2974,4.02
2942,3.03
788,1.52
1584,1.6
1733,4.38
2252,6.0
610,0.9
484,9.4
504,7.58
2970,5.91
617,8.3
575,0.89
2100,4.82
2856,6.34
1768,8.3
1993,7.86
2918,2.84
1560,9.41
2824,1.33
813,8.76
182,9.71
1268,1.85
2604,7.25
2001,0.5
2148,4.11
150,5.21
784,5.85
816,9.37
1569,6.76
548,4.86
980,8.12
587,9.51
1923,0.32
2181,9.83
2242,0.95
1674,8.16
2301,2.88
349,1.41
773,4.45
537,6.48
2265,3.87
870,0.64
367,6.03
2084,9.03
1177,3.89
335,2.24
488,4.48
862,0.58
1948,8.22
2548,8.28
723,5.92
2914,3.6
1352,8.02
677,5.59
2222,8.28
534,6.35
2250,7.87
863,6.03
2885,4.2
2953,9.58
1429,5.46
2245,6.09
2945,2.28
1458,6.29
2582,5.76
546,1.93
2117,0.69
1431,6.08
348,7.66
265,5.28
1458,2.35
1119,6.7
641,0.89
858,4.47
2228,1.72
2280,1.93
896,2.1
237,3.93
2331,0.61
1453,4.04
2932,5.17
1975,4.88
168,3.89
2693,8.41
2200,1.54
1573,5.11
304,0.71
2273,0.8
142,5.78
2006,5.7
2258,8.79
860,5.62
2995,9.6
2242,0.58
2094,1.07
2035,0.54
999,1.93
459,5.46
1819,6.49
380,0.55
1987,9.47
766,8.44
192,3.04
771,0.86
2069,1.78
160,1.36
2781,1.32
1128,5.23
1589,2.53
703,3.65
781,9.9
2681,6.87
1528,9.49
2985,1.51
2792,3.88
2380,5.59
623,0.86
2493,0.14
2693,6.74
2068,6.45
1201,4.17
1853,4.95
1936,4.21
2941,0.34
2396,3.42
2194,1.85
1244,1.07
2361,9.57
2386,6.03
1179,7.31
2497,3.22
206,3.99
2978,2.45
147,1.06
436,1.87
1149,8.0
2951,6.81
1380,5.51
2155,4.8
724,9.23
1990,0.82
1376,2.88
1815,3.56
2866,7.85
402,9.93
738,2.48
155,8.76
825,8.32
625,2.32
573,4.05
127,4.16
2225,9.78
464,1.89
2813,8.01
625,3.41
2846,7.34
1435,4.26
982,5.83
1130,8.34
1126,8.06
1746,8.68
1018,0.69
2897,6.95
2510,1.49
1874,4.22
1631,5.53
2953,4.09
2886,5.24
2006,9.97
1315,1.44
1754,6.79
584,4.02
2175,1.42
813,1.67
1162,9.5
2076,8.81
1396,9.08
1354,9.92
2233,2.16
225,3.62
2959,6.73
636,4.89
2292,4.24
2172,3.64
1703,5.98
166,5.8
332,1.7
2256,4.77
1269,5.58
2258,5.75
2375,2.18
210,7.45
1593,0.35
2181,3.61
722,7.82
2895,5.68
2742,2.69
2572,6.98
2760,5.72
1641,7.98
2839,7.38
1405,6.14
1861,4.93
2075,1.42
2462,2.69
976,4.25
2089,6.03
1412,5.19
1560,2.95
2809,0.16
2424,5.01
1833,2.93
1705,7.37
1626,0.34
2771,5.89
2663,9.42
2990,1.83
2497,4.77
1730,1.01
2970,6.29
1260,5.55
858,4.13
342,5.26
2690,8.98
1163,2.04
328,0.32
2695,8.63
1019,5.81
1346,8.92
105,6.01
567,8.12
1855,4.35
174,7.52
103,9.14
1970,5.76
745,1.89
217,2.76
1729,2.07
2651,2.54
2121,3.13
1046,5.6
2721,5.92
1564,4.32
293,6.19
946,0.91
2862,0.97
1515,1.8
1558,5.23
2320,2.22
1768,2.9
2473,4.06
1533,8.14
1241,0.24
2983,6.53
1910,6.72
823,8.01
324,9.33
631,0.3
212,1.62
2287,8.87
658,4.64
2148,5.69
2237,6.66
753,6.82
419,9.32
1673,9.97
1928,7.23
2017,2.94
238,8.81
2992,0.59
2126,2.39
2406,8.98
1001,2.64
789,2.28
2139,1.47
109,8.61
360,5.05
2042,6.78
1773,2.47
2319,7.6
2160,7.62
1291,3.19
1719,4.17
420,2.18
1442,9.77
1736,6.49
2476,9.35
2932,3.1
2924,7.84
2094,7.68
2043,6.95
2138,9.66
1218,4.0
1704,1.39
2465,6.75
335,7.32
2069,5.79
433,2.15
2008,5.09
475,3.19
1260,4.33
2735,6.49
1670,7.48
2660,2.4
1419,4.11
1955,2.76
1472,2.07
972,7.86
1352,9.1
2417,3.77
1951,7.54
2945,8.98
1414,8.48
824,1.91
2152,9.57
2998,3.83
177,3.46
2721,0.72
231,4.91
700,1.18
1872,2.56
1165,3.24
2236,8.11
2549,8.77
2443,3.09
1963,8.6
1418,8.59
715,7.67
2947,1.55
2569,6.93
1988,9.46
1146,6.86
674,3.38
2290,5.06
1092,6.49
2812,5.15
2292,1.29
1348,3.19
602,8.04
2097,8.63
920,1.46
2251,9.53
2070,3.36
297,6.66
1769,7.54
2726,8.14
2538,9.46
1302,3.2
2701,8.6
1571,1.4
1746,7.08
1792,7.45
1412,6.81
2135,2.6
577,8.74
1354,1.77
1022,0.63
519,7.2
2304,4.81
2697,8.51
1220,3.9
1050,1.77
2436,8.38
1377,5.53
2343,1.97
2745,7.23
1957,5.16
616,6.08
1758,4.66
1965,8.3
1241,8.31
2953,7.12
2032,1.14
914,8.4
2375,6.74
2000,7.0
2363,3.69
2162,8.8
2194,7.28
2471,1.21
2991,4.14
229,8.88
194,0.57
2774,9.62
2902,6.82
2055,6.35
893,2.78
1934,2.56
2216,9.43
1783,3.05
110,7.78
1965,3.99
2697,1.48
811,0.21
2170,5.49
914,9.76
445,3.75
2449,3.64
462,3.51
2543,5.25
2365,4.46
2288,8.81
1084,5.1
1739,5.13
927,1.47
2830,9.83
455,2.57
1447,0.83
1963,6.67
226,5.99
703,4.21
2028,4.28
1113,7.87
150,2.04
2926,8.22
1530,6.52
1892,4.25
2961,4.63
1736,2.64
1745,7.55
2567,5.18
1305,3.28
2972,6.0
1954,9.96
666,4.41
2518,9.21
1035,3.52
2034,0.64
2808,2.12
1432,4.25
301,2.27
2460,0.1
216,9.16
1036,8.45
674,7.45
2391,1.76
636,1.29
1725,0.77
2222,7.27
485,9.3
574,4.36
517,1.28
2494,5.17
2787,3.55
1038,3.81
1054,6.25
975,7.22
862,1.19
1302,0.45
1305,9.94
763,2.4
124,0.63
2090,1.98
1303,0.49
809,3.98
1979,8.04
1284,3.48
2324,4.5
384,6.79
162,5.14
1102,8.63
761,8.67
2813,0.2
2303,7.8
1592,4.66
1066,9.89
948,4.88
1207,9.87
788,7.57
247,2.56
441,5.43
2623,9.92
1186,8.59
1824,1.06
1483,7.09
2708,3.52
426,0.17
1892,4.09
1859,2.42
1089,8.21
2362,3.44
2582,8.29
1051,0.11
822,3.15
2179,2.49
2817,2.41
2432,0.78
528,1.95
1600,5.6
385,2.98
2165,4.23
868,3.83
2737,8.77
1494,9.06
293,4.98
2649,3.37
1087,1.16
1236,9.54
2261,0.7
1801,3.05
1046,3.05
930,3.27
2020,1.73
154,7.85
899,1.31
877,6.39
1581,1.33
2001,0.8
2309,9.1
2234,1.98
154,8.23
1923,5.49
1301,0.87
932,9.56
412,2.54
2906,8.61
1958,1.77
2107,8.55
2106,0.23
2590,5.17
1890,7.72
427,9.35
2908,9.1
2726,8.21
1387,8.89
2243,2.07
1211,2.91
1411,2.96
2961,3.83
2638,3.99
551,5.49
1623,1.68
264,6.94
281,1.76
2616,3.17
1009,5.08
2882,7.98
922,7.42
1043,6.49
2101,1.64
2154,5.52
429,0.97
874,3.84
2298,4.19
246,0.49
1014,2.81
1671,9.56
1408,9.54
2847,3.59
181,0.53
613,1.87
2020,3.98
2962,9.48
2856,1.5
2039,7.66
845,1.18
1509,9.81
806,3.88
570,7.77
495,3.49
1655,6.31
2408,2.0
904,1.55
1033,9.39
1379,9.18
1857,8.89
1004,6.29
1176,8.1
1990,0.78
1623,3.41
1487,3.21
1403,6.39
692,3.62
2861,1.57
2779,6.01
2206,8.16
227,3.88
835,1.41
2868,2.05
2673,2.45
620,3.07
2699,6.46
336,6.05
1404,6.99
1881,3.69
1401,8.26
2641,2.12
2151,4.74
2813,8.03
541,1.88
2176,1.19
2757,8.85
904,3.5
174,6.87
2985,0.35
2275,6.93
2189,3.23
1479,0.65
140,6.14
2181,2.48
1800,3.93
1501,0.9
687,1.56
1722,3.05
441,0.99
2174,9.12
745,0.16
830,4.89
267,1.32
709,3.15
2415,9.27
1872,1.7
2140,9.66
2968,2.14
554,7.44
1808,5.51
801,8.86
2781,5.58
1699,5.39
229,2.04
1945,1.75
1486,9.17
2966,3.35
792,3.78
1494,7.62
893,3.45
128,9.53
248,7.41
1419,6.01
2158,8.82
2823,0.59
1236,2.64
286,4.7
2954,2.35
2891,7.46
1350,9.2
1433,4.3
197,3.49
154,9.62
2770,4.5
2811,4.94
857,3.58
505,9.1
2216,5.73
1412,7.65
1885,8.14
850,3.48
1862,4.39
464,8.5
2126,3.7
581,7.96
2348,9.42
253,6.27
1624,7.44
2220,8.07
2860,8.47
2443,4.01
1140,0.61
1764,4.08
1340,6.77
160,4.56
1038,7.51
1739,3.63
2189,6.38
124,1.95
1162,7.52
230,5.5
1352,2.12
207,2.99
271,7.51
1558,4.88
201,2.24
2671,9.68
2422,7.18
1736,9.58
2964,4.33
1140,4.8
429,8.99
1620,5.3
111,7.1
1441,2.6
315,4.52
438,1.32
1899,2.14
2808,0.11
1850,0.49
1608,9.78
2521,2.5
809,6.67
1323,8.41
2613,5.55
1212,1.62
1391,7.31
588,6.04
1661,7.34
146,7.72
877,9.76
1139,5.78
810,3.48
500,6.52
1917,0.78
349,8.98
490,1.28
434,3.35
728,8.18
236,6.01
2835,4.0
1621,4.79
926,8.56
826,3.47
1600,8.71
2741,0.97
1089,7.79
2519,8.49
1034,1.9
501,4.36
1566,1.74
714,7.1
1396,5.4
1282,6.39
2767,2.05
2335,2.2
1221,0.51
230,3.29
2952,5.64
1294,8.59
282,6.7
463,4.41
138,9.54
2644,7.22
1472,9.31
1020,5.32
2869,2.66
115,0.62
592,7.29
1549,1.3
1231,3.1
410,5.37
838,5.69
645,6.05
2561,1.75
350,3.86
858,6.21
1904,9.7
1397,7.3
1731,9.23
2014,7.65
913,5.96
128,2.0
1057,6.7
2132,6.27
576,6.06
417,4.95
344,5.33
847,3.41
796,5.24
371,2.06
1871,8.07
1362,1.94
2524,0.94
365,4.42
1020,6.62
439,4.43
488,2.84
2724,5.63
2150,3.54
1265,9.34
475,9.23
2133,5.07
2471,3.35
245,7.4
2081,0.46
392,4.8
531,3.43
804,9.21
2098,0.22
2732,5.57
498,7.43
2964,4.9
1063,0.95
2334,9.73
2141,5.23
1928,6.18
2208,2.44
1038,4.89
809,4.35
906,0.84
1563,1.15
1425,8.39
110,2.47
1185,2.03
1968,5.1
2373,7.71
2711,0.71
871,5.81
1694,1.28
1707,0.46
1433,0.62
984,8.36
1489,1.27
325,0.55
924,4.44
2365,8.46
1036,2.7
2900,4.27
2653,0.5
2406,4.55
2011,5.82
1896,5.75
153,3.39
826,3.22
2836,1.16
1644,3.73
1143,1.08
2013,7.69
1876,9.67
1696,9.7
2014,8.66
2566,6.05
2837,7.04
949,2.92
2209,6.34
2363,4.61
102,4.87
259,7.6
880,2.89
992,3.25
2130,9.25
2476,0.66
679,4.91
2033,9.14
1480,6.14
1390,5.51
1740,2.57
1051,3.5
2782,8.54
1087,5.64
1318,5.2
1020,1.09
2885,0.26
1455,9.64
269,3.83
620,6.07
1586,0.89
139,6.86
1660,9.33
1518,5.8
1054,1.35
1083,5.86
1074,7.69
137,4.12
2475,8.81
1374,6.52
1299,9.0
1725,6.27
1013,1.4
553,3.17
136,2.1
1811,9.1
895,7.63
1072,6.8
692,3.08
1237,1.92
1424,7.59
2371,4.79
417,2.34
2496,6.2
2262,0.5
2845,3.33
1446,4.74
1691,1.56
1989,9.85
2187,2.17
2096,1.39
1872,2.11
1412,7.71
1385,4.31
315,5.7
2483,0.31
2239,0.44
2500,4.51
2718,8.18
2963,8.86
1804,0.96
2928,5.43
462,9.14
2704,3.94
1816,8.31
1293,1.42
455,9.36
290,7.54
2569,9.42
799,6.8
2154,3.7
2280,9.39
656,2.83
925,3.39
2908,7.04
1154,7.68
2682,9.3
525,2.13
2819,8.0
2510,7.41
1674,0.73
2229,3.93
2503,2.9
688,3.11
2112,9.83
1647,6.46
394,7.2
2085,9.77
1347,3.83
1648,8.04
1790,4.4
1236,8.71
1356,1.89
2164,9.48
459,2.27
799,3.33
547,7.59
2512,4.0
774,6.12
1107,4.5
1449,7.45
2614,2.36
2561,0.68
685,3.07
1356,4.8
1347,1.76
1093,3.61
1535,4.06
671,0.67
2482,5.87
1345,8.85
2184,1.6
1088,6.02
377,6.68
1319,4.25
1987,7.04
583,4.17
1365,5.1
830,0.17
2339,6.95
1140,6.65
2671,0.48
1017,3.75
2548,9.79
985,4.27
2852,5.07
121,9.11
573,7.2
2357,5.86
2453,8.0
803,8.66
786,4.62
384,4.8
815,3.92
862,9.67
1350,7.0
1047,0.92
2528,8.64
2607,4.86
1130,0.78
128,5.54
1006,4.23
2226,8.79
2606,2.12
669,8.28
2106,5.62
1553,0.64
837,9.72
615,5.17
2100,2.98
2544,4.75
138,8.59
986,3.12
2944,2.01
2304,1.38
1198,3.05
1923,7.82
1810,4.77
1073,2.35
1662,1.75
2996,3.39
2895,9.41
1088,3.5
120,9.88
2450,4.9
968,1.87
183,8.92
1782,4.66
2076,7.13
1510,9.84
1630,0.6
669,1.06
1033,7.23
2080,2.89
1955,1.92
892,0.49
891,0.32
1909,7.77
1394,1.43
2639,4.73
2355,6.1
1707,4.34
1183,0.37
2577,7.86
1084,0.2
1780,7.64
619,8.94
690,4.39
1150,5.4
1809,4.82
2135,3.95
2346,8.89
2534,8.95
448,3.42
1059,6.19
2063,9.28
792,9.62
1659,5.14
477,4.58
626,2.86
2881,9.59
2353,1.51
2602,5.84
1359,2.9
1975,2.86
1863,4.11
620,9.99
1801,0.64
1116,5.83
2873,0.92
1113,1.63
2648,4.45
216,5.15
2533,2.66
1467,3.23
683,0.96
494,3.1
1187,9.67
2868,9.45
171,3.42
373,5.75
2113,9.1
1443,0.16
437,8.13
1489,9.49
706,1.0
265,1.7
1667,9.61
2158,5.42
1424,0.24
828,2.65
2948,4.55
2143,6.96
201,7.36
1515,9.95
878,2.95
313,5.43
1211,5.38
1676,4.12
2548,1.77
2735,9.78
1795,8.55
691,5.03
1433,6.07
1209,2.35
2239,5.48
2820,6.98
813,5.2
1035,9.9
2051,6.15
341,3.77
2143,7.74
101,1.79
2372,3.91
2948,3.53
1868,4.37
2049,7.84
2736,4.89
2263,7.96
1017,5.81
2341,3.49
189,8.12
1809,2.46
2269,2.32
242,5.09
205,2.68
986,0.19
527,6.52
1428,5.16
1995,4.51
2094,9.67
416,5.75
2086,8.65
734,1.48
2025,5.74
2156,8.69
2921,5.87
2370,7.21
1539,3.78
652,1.02
815,4.63
1387,4.01
1813,8.68
1983,2.52
1207,9.67
1441,9.59
210,2.55
350,3.55
2530,8.97
2154,9.67
558,4.49
1207,3.28
307,5.31
999,6.91
121,2.81
509,7.39
994,0.61
614,0.59
908,3.92
973,3.6
113,3.22
1070,4.96
2234,3.28
1660,2.0
1424,3.16
1366,9.75
2269,4.17
849,4.5
784,5.81
2027,9.84
2456,2.49
794,6.84
2435,7.19
406,6.11
2089,0.98
761,6.8
648,0.73
411,6.0
1182,7.42
1837,2.19
854,8.43
134,0.4
544,8.45
2240,4.66
2082,2.25
1330,1.42
452,9.54
1002,0.82
1455,2.07
1848,3.54
258,6.24
2077,5.49
1056,1.34
2171,2.97
503,2.46
2952,2.21
615,4.17
2879,7.07
1487,2.25
2679,3.73
1055,3.97
2299,9.77
1812,9.55
707,8.02
2567,2.49
1373,0.77
1635,3.24
2725,2.74
2482,5.11
1541,7.8
1897,8.6
394,8.46
854,3.66
1494,6.9
285,3.2
1369,0.7
736,7.05
1391,0.2
629,4.15
2168,3.36
893,6.96
2247,7.69
2899,3.11
577,8.14
1722,3.01
1039,4.52
625,7.3
2481,6.96
101,9.87
474,2.33
2440,6.66
2984,6.14
652,9.16
2465,1.65
1625,7.54
1951,5.73
480,2.82
1746,4.8
113,3.4
603,5.84
2378,8.9
2108,5.74
229,6.35
937,5.24
2140,0.61
127,2.41
2213,4.97
1352,3.17
360,1.9
2146,5.09
1572,3.3
1547,2.66
559,4.69
400,1.42
2434,9.28
729,8.69
369,7.11
2739,1.15
2093,7.78
1728,8.1
1901,7.7
2991,1.23
961,6.47
1380,8.36
2280,5.82
1899,6.5
1806,4.64
2660,5.33
2460,0.44
675,6.43
2103,0.91
1407,4.41
2056,3.0
2834,5.5
2120,1.42
2312,6.95
2452,7.97
1755,1.72
1679,1.13
1947,1.54
2303,8.78
1490,5.33
1842,4.73
2025,1.16
719,6.53
1374,8.69
1056,8.3
2039,6.3
2481,0.85
1068,1.21
2658,0.59
1416,2.65
1143,1.44
381,2.67
2944,3.91
2266,9.44
1158,6.14
297,8.37
2632,7.13
1182,1.21
2984,7.39
1284,2.82
1108,6.43
2838,3.48
1329,9.98
1135,2.71
589,2.86
375,9.31
2840,0.34
2389,7.0
1339,7.28
1374,8.38
225,9.75
316,9.76
1308,0.75
1346,8.24
2642,6.5
2574,6.51
1018,1.37
1417,6.54
2298,9.83
2531,9.13
1761,4.45
407,0.5
1459,3.69
2069,8.28
2893,7.04
991,4.65
474,0.65
2133,4.33
1464,4.74
228,9.29
1114,6.45
1899,3.19
2816,5.3
1481,0.75
616,9.73
1618,3.66
185,4.83
1298,3.62
2458,6.86
1242,6.66
2574,7.18
2093,2.75
2261,3.23
402,1.34
2891,6.59
687,0.49
1086,6.02
1963,8.71
444,8.92
913,4.55
2087,4.65
2948,0.86
1410,6.74
2099,8.23
1777,2.52
1427,4.27
1192,8.4
2508,8.78
1109,2.51
803,5.55
674,2.01
1708,1.11
1212,9.12
787,8.22
2928,7.62
2732,0.58
2736,8.45
588,4.44
1447,3.49
593,5.51
1767,1.0
1737,7.59
118,5.87
2544,1.95
1100,1.96
950,1.92
1488,0.66
1454,5.92
1467,8.42
921,0.27
554,0.59
1724,5.77
2872,8.21
810,3.33
2290,3.56
1016,6.0
2975,2.81
2752,0.36
1596,7.38
1540,6.29
404,5.85
835,7.44
2438,6.78
2063,2.14
2249,3.59
2109,1.35
2989,1.39
1061,6.79
1126,8.6
2232,9.63
2475,6.32
2963,1.92
1573,1.15
2601,8.15
2047,5.83
2776,6.22
