prefix,rate
461,3.62
1204,4.67
2534,7.27
2478,4.96
1592,9.46
2194,7.18
2003,7.22
878,4.89
1838,8.36
1646,2.27
2803,6.82
1796,8.3
2707,1.53
1639,0.11
2894,2.74
148,2.85
2906,0.69
2131,3.08
2810,5.48
2711,3.98
2297,9.51
1205,6.86
168,9.35
407,7.6
2048,4.48
1979,1.73
2225,9.65
1646,6.79
1151,1.78
2081,7.16
2895,7.32
935,5.74
1114,3.57
455,6.76
910,7.69
563,8.32
165,7.26
110,5.93
1359,5.43
2807,0.16
1610,2.27
2570,8.41
1470,3.73
1086,6.6
1531,1.24
2533,7.29
2965,6.15
609,8.95
1237,9.58
2078,2.87
1531,3.2
2543,7.62
321,3.17
1820,5.06
1610,9.96
375,1.26
2438,0.89
1670,2.75
2722,7.14
467,0.78
359,9.76
1721,9.38
2134,1.92
1670,2.19
2223,0.84
1152,5.79
2468,3.19
2037,0.85
2199,4.54
835,6.63
2980,5.14
2960,1.15
2802,4.62
610,3.99
524,7.32
1296,0.88
2087,7.08
1277,7.09
2864,1.57
1059,2.93
921,5.41
1150,0.29
2860,3.01
421,4.55
783,9.39
1267,7.66
1345,6.43
1918,5.15
1767,1.27
144,0.97
2517,0.63
1945,4.5
1046,0.18
1975,5.29
2113,6.37
1955,5.43
2229,4.93
1633,4.97
633,9.89
2537,4.55
157,9.65
1469,9.71
2701,3.77
180,5.18
920,2.34
1685,1.45
1430,1.06
326,7.38
518,3.77
2638,2.64
2714,8.15
142,6.25
287,8.92
1616,1.4
536,4.67
1199,2.22
2111,4.34
946,0.97
451,8.89
1791,9.08
642,4.75
2175,2.7
2089,3.6
660,8.55
2411,4.26
1034,5.76
809,7.17
1914,1.55
1315,1.04
2258,6.93
2717,2.44
2513,4.89
2203,8.35
1896,9.1
1188,2.96
2602,6.49
2743,3.17
2020,0.12
844,9.33
1969,6.74
2140,9.49
2130,9.01
356,0.69
2264,0.42
1334,3.19
2591,5.67
2848,6.83
2716,8.93
2931,3.66
1145,9.76
964,8.83
398,6.25
2091,4.02
1542,9.12
551,2.14
109,5.43
705,6.65
776,0.6
722,1.9
950,5.1
2222,5.99
1078,4.32
1893,8.55
868,6.23
1384,5.36
2369,5.97
1330,5.58
1770,0.47
1024,5.72
1368,7.31
1862,0.81
2129,9.88
1708,7.58
942,7.16
2422,0.99
825,6.01
644,9.21
2433,3.54
2547,1.07
977,2.72
2626,8.81
141,3.17
2715,7.16
1440,6.07
791,9.16
484,4.75
1647,1.48
2826,8.73
1132,2.57
428,9.02
487,4.53
415,8.74
2793,7.54
159,7.47
2316,1.33
2163,1.25
359,2.08
264,2.56
695,7.5
1703,5.77
2396,5.24
1536,1.84
2616,8.1
1597,7.6
1559,9.63
1191,9.71
1822,1.26
2711,1.08
516,7.6
2257,6.3
172,4.41
2278,4.92
1189,2.44
1233,2.64
1952,2.49
2790,9.68
891,7.01
367,7.73
2069,6.04
1994,6.57
437,6.28
101,4.19
680,8.65
2666,4.79
992,1.66
432,7.27
772,1.89
346,3.39
2341,1.61
1146,4.64
2851,0.88
1730,9.11
388,3.27
448,5.77
2677,7.17
932,4.58
2652,0.67
2803,9.4
205,8.56
2656,4.56
2735,3.32
592,4.5
1677,4.01
372,4.85
2557,6.64
1710,6.68
1976,3.5
2859,4.01
1034,8.57
260,5.38
1857,4.0
643,6.35
2847,4.64
1437,6.93
736,1.33
2375,4.71
250,6.67
190,5.13
1827,7.19
211,2.74
1955,7.22
1744,8.69
1173,3.22
1325,6.0
1751,8.19
186,1.24
2709,1.91
2906,3.26
370,6.49
2725,6.34
1719,4.08
1255,7.63
2188,1.56
1208,3.17
409,0.29
2027,2.48
486,8.44
1877,9.71
1518,0.6
1474,3.8
2981,5.11
2602,8.73
2819,1.64
692,7.78
384,9.56
2299,3.55
2159,8.15
1619,5.8
1450,1.09
308,1.24
1320,4.87
1064,1.09
2397,5.87
2964,9.93
1935,3.89
1429,5.55
1348,8.43
2130,6.31
1499,7.25
1549,3.65
498,9.91
2642,9.18
837,5.87
1876,2.78
2693,2.85
1046,1.26
2961,7.37
1697,2.57
2583,7.15
1063,1.77
2412,1.73
664,8.9
663,3.97
1890,8.57
2811,5.16
2567,3.59
1199,9.88
447,1.16
961,3.98
1131,1.83
1944,9.17
2048,2.19
1164,8.57
1515,0.3
1031,2.55
1167,1.82
1032,2.93
2590,8.09
2020,2.16
1942,6.1
2454,7.53
2846,1.79
741,0.9
2388,2.08
505,3.66
578,8.71
148,9.59
2346,2.57
1457,0.71
2399,1.96
1007,1.58
2301,8.05
236,7.74
1207,3.22
1064,3.24
1220,1.54
1006,1.61
2643,5.73
1536,8.5
1488,2.88
740,7.0
221,7.6
545,3.52
879,2.11
2400,4.55
1925,7.11
2689,8.47
2184,9.69
923,4.52
2308,5.85
1234,6.19
2372,8.79
2852,0.44
1070,4.46
2671,4.85
1539,2.35
1752,9.43
331,8.27
2845,4.22
1105,6.49
1566,6.68
674,0.79
2480,2.45
2989,6.45
250,1.65
283,2.63
829,3.45
401,9.61
227,4.83
2146,0.69
1811,3.49
2137,6.74
2734,4.97
1968,6.11
2458,4.37
1374,5.66
1049,6.4
1848,6.61
2856,4.83
1817,1.0
350,0.95
2429,5.36
2331,2.87
2029,9.96
500,5.06
890,7.85
2054,7.38
1735,3.59
1657,8.33
2936,3.82
204,7.57
2051,9.6
752,6.89
2683,6.82
911,5.79
2429,7.56
1166,3.34
2293,2.85
1008,8.71
659,5.16
2528,3.97
658,9.2
2112,6.76
2321,2.68
1172,6.67
1497,4.78
1709,7.35
1160,9.49
2863,2.63
1500,2.62
2744,0.67
739,0.63
251,1.32
2505,8.71
2149,0.97
1802,2.17
1041,0.59
1853,8.11
2070,6.36
2239,6.6
2102,4.31
1630,9.65
1035,9.33
172,6.98
1351,3.33
2556,1.77
2615,9.81
2131,9.89
2513,0.54
2539,7.52
2267,5.73
985,0.95
1945,7.91
2761,1.5
1354,9.86
1397,8.12
2727,5.45
2985,6.24
2312,8.65
518,3.81
408,0.53
1016,0.43
1908,1.35
2824,4.4
1501,9.76
322,0.65
1280,7.72
850,7.33
2731,1.65
1119,8.34
1454,0.88
2769,9.9
1060,6.55
1430,8.93
1212,3.2
2655,6.57
543,7.67
2665,4.07
938,2.9
932,4.92
2605,3.89
175,5.25
1506,5.93
955,9.93
2792,4.05
1787,6.08
2586,6.76
2049,4.08
2488,2.52
925,1.67
2780,4.0
1343,5.58
1165,0.31
2019,6.93
1016,8.14
512,9.83
218,5.27
1709,6.79
2434,0.7
1709,6.43
320,3.96
1182,5.17
2112,7.05
1742,5.83
1045,3.32
1500,0.19
1948,5.6
2223,3.47
2206,1.66
1160,4.93
2891,3.83
1747,4.83
1569,9.69
722,2.45
1363,1.98
1766,7.98
313,6.76
1874,4.45
2845,9.87
1596,2.06
959,3.21
740,3.72
1150,5.2
477,7.14
277,7.97
251,1.65
265,1.94
1606,8.94
2241,1.92
2332,3.08
1454,4.31
247,1.34
1278,3.41
1019,8.1
1212,8.34
181,2.79
1143,8.4
2654,0.51
271,9.26
1309,2.39
2341,8.47
684,2.46
361,0.24
2262,3.17
129,3.88
2479,7.23
1491,0.1
1170,0.55
2630,7.58
2120,7.68
1036,3.96
1541,2.74
1192,5.58
2077,1.81
655,5.99
1474,1.74
2697,3.4
2749,9.18
1238,7.55
1095,7.94
2410,8.21
496,3.68
1837,7.13
2032,1.75
2284,5.44
2411,3.9
769,9.04
1643,5.81
2625,6.74
1670,7.73
952,8.51
710,1.78
2502,1.92
819,2.2
2364,3.99
972,6.34
1790,6.13
1173,5.04
898,1.06
1263,4.18
641,2.07
2793,9.17
437,6.22
2252,1.41
1860,1.27
363,3.27
249,1.3
2969,8.28
2183,3.69
1903,0.1
2291,9.68
1441,5.24
843,5.04
2507,5.0
1149,2.16
2119,0.32
2822,9.49
2455,5.69
1501,0.43
488,5.43
1134,0.9
2708,8.9
200,6.88
2347,0.18
1101,7.91
2447,5.91
2699,7.39
369,7.25
881,2.15
1719,3.78
1565,2.37
2840,0.72
490,9.83
2912,9.23
1895,7.35
2801,8.04
1037,4.19
1138,9.44
202,9.27
564,4.93
2887,2.53
636,4.31
725,2.59
506,4.96
1107,1.09
1089,7.28
1351,0.62
2384,6.06
1603,8.23
2920,9.07
508,6.35
2305,3.69
2687,6.45
1671,1.34
1893,9.84
2040,1.41
1243,2.79
929,5.28
877,1.67
915,5.56
188,3.4
1828,4.05
1071,3.0
1337,6.24
988,7.76
1384,6.35
2614,9.4
566,7.25
1610,1.35
1047,5.01
2270,2.19
232,2.7
1703,7.58
367,5.77
1718,6.82
2568,7.93
896,0.63
606,8.42
2244,5.95
2691,4.89
2283,8.42
2888,2.77
2649,1.2
2384,7.69
792,9.0
379,1.95
251,3.7
900,7.34
1851,0.97
2699,9.34
353,2.16
816,5.78
245,1.98
1564,4.68
1133,1.74
788,2.48
1652,3.45
174,5.0
2113,8.07
2667,9.21
305,2.42
2011,5.93
557,4.73
1014,1.23
934,9.23
1885,1.37
859,0.5
2444,7.6
1268,1.92
1052,1.13
333,5.6
363,2.98
139,3.13
172,0.81
2740,6.79
2038,5.43
2402,7.59
2246,7.4
2746,9.6
2283,9.87
2071,8.41
790,6.78
2559,8.55
1877,9.6
1701,6.89
2934,2.42
1179,2.71
1842,8.61
1122,1.64
751,6.33
1668,8.27
2271,5.42
2294,0.27
550,4.59
2776,3.31
485,6.99
2884,7.82
1333,4.24
983,1.13
290,2.97
1807,0.94
1501,0.12
1504,4.26
1056,3.62
380,2.66
1994,6.7
1535,9.58
1442,3.93
782,2.06
1796,9.47
1848,2.28
1621,3.85
1602,0.72
1845,8.55
1493,0.12
2161,9.88
1493,9.63
1935,1.88
324,5.47
2033,7.7
1029,2.29
542,0.72
343,2.39
2605,9.24
2196,0.5
1062,2.86
2613,3.12
529,1.71
2365,6.5
2585,1.29
1285,0.4
192,7.93
1683,4.53
1612,8.81
2516,7.81
2968,1.59
610,1.58
474,7.6
2909,9.66
408,7.08
1365,2.69
2173,8.98
702,3.8
2099,4.67
866,7.05
2621,8.52
2877,7.61
727,4.87
2465,1.74
510,8.27
1096,8.13
2133,9.86
2651,6.91
657,9.79
1794,6.41
2741,9.63
1762,7.33
2538,5.59
1556,5.42
786,8.11
771,2.83
2322,0.72
1619,5.24
397,4.36
1504,4.79
1108,6.83
2515,3.82
1132,6.69
1510,5.33
1054,6.64
311,1.94
191,9.26
2101,5.86
1533,0.21
1618,6.1
2747,4.62
2799,2.61
1287,4.43
1617,6.76
2020,2.0
1956,0.28
801,2.18
2569,2.4
351,2.29
247,8.93
2652,8.35
725,2.41
429,8.68
2182,3.78
2256,9.2
2399,8.08
1689,6.19
1701,1.25
2929,7.15
1536,0.32
2709,1.57
542,9.51
1051,2.94
1517,4.49
2229,6.29
2928,6.08
1765,5.09
551,3.64
2426,4.4
534,4.39
1311,1.96
2277,5.15
2156,3.56
520,1.52
803,7.13
2101,2.73
2863,1.27
2471,1.58
1478,9.61
883,2.57
2308,4.95
1125,4.24
2380,5.02
2472,1.9
1991,4.02
1523,8.09
1023,9.66
387,1.85
685,1.86
702,0.13
1738,3.34
2601,5.49
1050,9.32
1337,7.92
884,2.05
450,8.8
1161,9.93
1192,5.55
2208,2.09
1762,5.62
1681,7.8
2767,5.25
1789,7.61
2817,8.45
2767,9.41
848,2.23
2460,1.98
618,3.3
550,1.08
1832,5.67
2924,0.68
2472,3.99
2662,7.31
2293,3.59
2905,9.44
821,7.48
1045,2.67
1473,2.5
747,9.44
2892,4.34
314,9.51
826,7.07
1411,4.39
130,8.79
2901,1.55
1250,1.15
489,4.38
332,5.43
620,7.34
1517,1.29
1189,5.25
2670,8.33
163,9.53
2790,8.33
493,4.23
2324,9.48
1828,2.49
1012,2.53
2257,3.14
2044,3.5
2479,2.87
1627,8.12
1195,2.37
1793,6.74
1113,7.83
2159,6.98
2649,1.84
764,0.95
2448,1.62
2189,5.81
1602,4.54
2664,2.99
533,7.62
1611,3.39
1328,8.99
986,0.84
1282,3.93
1869,3.16
616,0.3
2679,6.81
974,7.31
1401,1.19
2905,5.76
685,7.22
523,2.21
794,7.99
2853,4.84
1966,4.98
1321,2.12
1677,0.55
1318,2.61
381,3.7
1598,8.37
2868,6.76
689,6.53
1562,1.23
905,9.18
2697,4.38
1577,6.2
1053,9.76
1642,5.5
1587,9.37
644,8.45
498,0.5
2634,8.62
1656,9.53
2092,3.74
266,4.41
1662,2.9
1679,0.66
1875,4.51
1487,9.79
1627,8.02
1527,5.25
2173,3.08
2724,2.55
1333,3.78
2394,9.47
1283,2.64
1529,8.41
216,4.84
2369,0.35
2396,9.83
1696,9.54
1507,4.9
960,1.83
976,6.04
2562,6.34
2748,1.21
2742,9.7
799,6.85
2670,1.37
913,9.28
2411,1.52
1113,1.14
806,0.53
2939,7.83
2399,9.82
1805,9.23
2599,4.41
2028,2.45
1102,2.23
115,1.67
2552,2.8
1952,0.27
584,2.92
321,9.56
654,6.89
1949,2.26
451,6.02
324,1.44
1753,3.59
2670,8.84
1080,7.29
484,4.75
2428,4.14
2124,4.65
1539,0.86
2851,2.67
2828,6.01
478,7.03
873,9.91
1351,3.67
509,8.25
1255,8.44
988,5.74
1562,8.1
2025,3.22
2543,8.55
2965,5.61
1683,5.05
817,6.97
978,3.42
2838,3.09
740,5.62
2502,8.52
522,5.17
2785,4.19
412,1.6
2167,5.24
1553,2.53
820,5.43
2263,6.5
2142,0.26
1798,9.65
1074,5.6
563,7.37
178,4.95
2937,1.26
1444,3.74
399,1.88
1615,2.09
782,7.88
582,5.78
2717,1.5
1426,4.87
920,7.39
614,8.67
2282,1.88
1585,0.26
1593,1.17
1748,5.02
550,9.18
264,7.59
2818,0.51
1357,8.62
250,4.65
812,7.78
462,7.01
1952,9.15
2907,5.57
419,6.11
1529,8.65
2993,1.52
1667,6.33
546,3.75
941,7.79
687,0.41
2291,0.83
1812,7.81
2819,1.02
1445,5.27
1766,1.25
464,3.9
2995,6.34
1121,0.89
1790,7.77
204,5.9
332,3.86
1602,6.72
916,6.24
2309,2.41
1578,3.6
1925,5.32
1152,2.48
2263,8.29
2193,0.12
239,3.23
2367,7.34
1865,1.84
292,1.15
870,4.61
201,0.6
1297,3.1
2324,9.32
1272,2.01
1896,6.35
1339,9.03
1810,3.3
1604,9.98
2269,1.51
2109,4.77
1816,6.03
873,1.3
2431,2.25
1802,5.46
2341,0.34
884,5.73
302,8.01
1530,8.5
2209,1.86
995,4.54
2757,7.61
756,6.75
1349,1.95
1102,3.94
596,4.72
1836,9.05
1839,0.1
239,5.28
2109,9.96
2885,9.17
2724,1.24
176,2.98
2584,0.82
2777,9.3
1393,7.5
2607,4.66
1335,6.4
1790,1.24
1447,2.23
2530,7.16
1680,1.96
2301,7.83
1834,3.26
2961,3.39
1319,1.91
462,3.08
2667,5.07
515,7.68
1076,7.25
417,4.52
226,7.04
527,7.71
2077,5.63
1517,9.41
282,9.73
1135,5.9
903,9.84
350,8.51
393,8.53
2094,6.52
1350,8.32
649,1.14
2296,6.73
1435,6.56
1830,6.39
698,4.95
430,0.89
696,5.12
776,0.75
2552,5.81
2299,1.9
2353,1.5
880,6.59
2178,4.53
1268,1.81
2873,6.22
1852,9.24
2719,5.79
2600,5.19
2931,6.67
2465,1.48
1105,9.53
195,2.11
542,8.23
1172,6.94
1322,1.77
2063,8.85
2811,1.11
2876,5.89
1209,7.5
786,7.33
1793,9.04
2922,0.26
659,9.81
188,2.17
1440,4.51
2092,0.45
1003,4.15
629,3.74
476,5.24
2103,1.26
1663,8.65
2123,2.54
1811,6.8
2536,7.27
795,6.44
1406,5.9
2355,8.38
1911,5.7
810,3.94
2522,3.25
413,7.22
1870,7.0
1467,5.53
2142,5.36
1941,3.26
2262,9.41
2554,0.88
1253,2.84
918,4.21
1901,6.37
2275,1.95
2793,7.07
169,8.86
2493,2.72
1964,9.78
154,7.02
1429,5.56
549,5.6
1641,9.36
1683,7.02
1554,0.26
2270,4.21
221,2.88
493,5.47
2162,4.18
1915,9.74
2743,4.69
2374,5.54
2020,3.37
2795,0.34
979,5.15
1970,0.69
1459,1.81
820,4.34
2129,9.72
1674,2.85
694,4.43
173,5.07
1068,0.42
2767,5.18
2697,5.1
1351,1.08
719,4.4
781,0.93
1037,5.72
1748,8.44
2714,7.8
2187,1.25
1663,7.71
2939,5.19
522,7.53
856,8.81
172,4.36
853,1.9
2004,7.5
1776,1.18
1367,5.33
204,5.16
252,4.23
1303,2.12
928,1.53
1781,0.84
173,6.83
1969,2.26
585,7.3
1986,0.7
2133,1.34
1012,6.8
1724,7.33
1611,6.01
2500,8.64
2464,6.43
1472,2.85
2944,7.14
1540,8.2
2712,6.19
2318,3.19
1275,5.61
1370,0.87
2795,1.77
2920,7.39
1222,2.49
2504,4.81
2467,6.23
2918,4.79
1406,9.76
2831,8.81
597,1.76
1800,9.14
498,4.25
723,6.72
2234,6.28
2565,5.14
1732,5.57
561,5.64
560,5.56
981,6.64
2372,4.66
2176,8.62
2627,0.38
1819,4.31
650,0.2
1672,7.29
2574,8.58
2655,3.92
2287,7.78
2319,7.71
2046,3.3
1249,1.56
405,8.41
2723,0.55
779,9.87
463,9.45
578,2.78
2144,0.73
605,8.68
2630,5.14
2716,8.52
1403,8.69
2374,2.06
2921,4.23
2084,7.98
2206,3.32
2192,5.86
244,4.2
1453,7.66
590,9.22
1895,1.01
1275,3.9
1985,9.15
2994,0.58
256,0.46
1166,4.76
2568,8.34
2923,3.55
2151,8.82
146,0.27
1786,9.84
2244,4.69
288,7.63
1126,4.81
694,6.17
1165,7.17
1616,5.44
1159,6.07
221,0.12
2662,2.78
2007,7.72
644,2.56
1051,3.11
2555,8.22
218,5.0
867,9.61
2176,4.71
1481,3.93
2483,5.77
2827,8.64
1772,1.28
470,7.25
670,9.68
1732,7.48
2227,1.42
941,5.53
1810,2.4
1492,1.13
2089,6.59
1552,0.89
1874,1.61
1642,6.05
1250,8.41
1148,6.67
1701,6.37
476,5.92
1488,8.91
2286,3.04
1422,8.05
2764,7.08
422,2.63
2759,7.12
1531,4.33
255,7.13
978,8.52
2511,8.3
1426,4.75
2965,2.01
205,0.23
2256,7.74
1218,8.93
2754,6.08
394,0.45
641,7.01
1456,9.45
938,1.87
940,7.47
1263,5.13
1125,1.59
1209,9.03
2864,7.67
293,0.6
1644,9.3
1029,0.86
2238,1.8
2835,0.86
2372,1.02
487,4.73
632,2.68
1414,0.66
2059,4.39
758,7.93
460,2.25
1701,0.43
2002,6.54
1116,2.28
1683,2.61
124,5.77
538,3.2
1336,3.77
2512,6.13
1126,8.43
1582,0.3
2251,5.0
1265,10.0
2336,8.56
2722,9.62
1749,6.65
2098,1.08
639,7.39
1877,6.46
1557,8.58
715,4.48
144,1.05
2133,9.78
1067,4.49
2656,6.0
1684,9.16
382,1.37
2984,8.96
1396,6.15
1083,2.62
1803,2.69
387,2.33
1473,9.97
983,5.68
411,8.26
2985,4.8
2004,9.97
461,1.47
1847,8.07
2296,6.66
398,8.3
897,8.43
2081,1.1
1531,5.56
352,1.74
385,4.87
2524,7.04
383,5.98
708,0.11
2956,0.7
2034,1.94
2723,1.69
513,8.44
674,2.72
2188,7.27
1510,5.07
2066,8.71
1438,9.37
1503,0.83
1518,5.65
1891,6.07
2153,5.47
1760,6.35
1013,7.54
374,1.21
178,0.93
524,6.08
309,3.03
510,6.24
2627,7.73
716,9.59
1937,8.38
541,3.02
2513,4.98
1487,0.36
2756,8.0
114,9.2
2374,1.17
1289,6.34
2521,6.44
514,3.62
1175,1.98
2117,5.23
2262,3.16
2766,9.0
1123,4.57
1727,9.86
1674,3.37
1396,2.1
609,8.55
2987,6.68
199,0.85
1648,4.12
755,4.89
116,4.71
2699,5.79
627,1.3
1290,2.31
1229,6.49
2466,6.89
797,8.19
2853,6.17
935,2.48
2496,2.27
2130,3.85
1459,4.14
1623,4.7
287,4.22
2711,0.59
623,8.46
393,5.89
269,0.8
1310,8.68
2277,5.54
1722,5.26
363,4.41
721,8.7
185,6.8
1852,5.93
1173,5.07
2011,2.41
437,0.79
1474,1.29
352,2.36
2363,1.86
2436,6.89
1708,1.62
1346,2.86
725,6.7
1798,3.64
408,2.17
221,3.5
229,9.22
821,1.63
1452,0.93
757,1.3
667,4.53
2364,9.55
132,2.43
2076,1.62
2482,2.86
817,4.11
1818,5.67
2395,1.25
386,6.06
820,5.86
1437,7.03
261,5.25
2188,2.81
2391,9.89
1699,6.95
421,8.48
1152,5.03
2663,8.73
1263,1.34
2591,9.15
1786,1.43
827,8.72
273,3.0
2823,4.79
2010,8.23
264,4.53
2772,4.86
359,7.59
2608,8.96
1842,0.4
1277,1.57
2364,8.2
2212,7.94
1848,6.25
493,3.71
2964,1.1
813,6.98
1143,0.84
1220,4.82
2369,1.04
784,1.27
2211,2.38
2121,7.95
2491,3.64
2850,7.56
1237,6.42
2261,5.28
1168,7.99
971,2.33
1181,5.65
2136,7.55
1487,3.29
1340,2.46
