prefix,rate
2925,0.72
787,9.28
1039,2.11
1802,6.39
1347,2.18
2657,4.96
2194,7.41
2018,4.86
2733,7.73
285,2.98
828,2.41
555,0.37
871,2.21
2359,5.52
907,1.0
2427,7.17
976,3.91
610,5.61
1985,4.53
948,2.79
133,3.28
1145,7.81
2797,4.57
1552,6.32
1393,2.95
2180,9.02
1285,2.35
2729,6.94
2444,9.42
2296,7.36
2223,0.61
2678,1.13
2811,1.25
104,8.12
2546,8.87
2086,6.14
2022,9.15
229,7.29
2992,5.81
386,7.11
1776,3.67
532,0.15
2884,3.53
1735,6.26
2813,8.18
1299,6.45
609,1.76
208,7.5
1628,5.27
1231,8.38
563,4.07
888,2.69
1667,7.94
2389,3.97
2764,6.91
2237,0.99
1932,5.3
1048,8.36
2819,4.59
1970,2.9
1775,6.35
1768,5.09
188,8.53
1999,3.83
2523,4.83
766,7.9
1756,7.39
2922,5.63
589,1.65
168,9.73
2343,4.46
461,0.29
1546,5.18
2724,4.78
2420,4.81
1007,6.5
295,2.02
153,7.96
254,0.42
2518,0.46
2629,7.84
913,1.91
1441,7.77
2629,3.76
242,3.96
947,8.84
2007,9.49
502,1.52
1366,4.54
2122,7.85
1829,8.94
2723,4.67
579,5.88
1389,3.86
1528,8.36
2797,1.13
2963,8.96
2371,3.98
2045,8.46
1890,3.85
1057,4.05
2559,5.32
1688,1.11
584,5.41
1143,5.32
1185,0.17
1968,6.67
204,1.04
508,5.34
2774,1.19
2458,0.72
2342,6.1
1499,3.62
567,1.53
2897,5.61
2525,6.96
1796,2.57
2406,0.58
2940,8.65
1941,6.34
1480,6.85
1128,6.12
2279,3.6
1589,7.96
112,6.67
2980,2.76
381,9.53
1091,9.32
904,1.33
1791,4.1
1346,8.29
1986,7.9
2744,5.32
2838,4.56
2661,1.92
1730,2.25
838,8.63
1922,1.86
2726,6.14
562,2.52
529,8.82
1426,8.63
917,9.63
2780,4.63
1067,9.36
509,3.32
2951,1.06
1901,9.25
2816,7.97
508,5.18
2632,1.27
2317,0.81
1605,6.58
125,2.13
1246,5.89
1417,9.82
2026,1.18
180,9.83
2061,5.71
678,6.45
1891,2.68
2464,5.27
2971,1.01
998,4.67
2553,9.53
1605,5.91
1884,2.29
823,0.17
1423,3.14
2840,0.81
1127,0.87
1790,9.6
349,7.7
2530,2.57
698,4.94
1826,6.1
1761,7.37
1280,4.44
1895,7.87
393,8.1
2780,7.15
1106,8.5
1083,0.29
1778,5.96
1338,8.14
2458,3.35
2860,6.79
108,9.14
390,4.01
1993,5.34
662,0.65
932,6.99
2363,2.8
2680,9.16
828,5.88
1537,6.96
1911,5.92
1845,0.99
352,7.28
2689,1.33
1864,4.0
2495,4.54
2305,6.22
2608,5.7
2184,4.93
2096,8.48
2310,0.44
2943,2.8
2948,0.74
2695,9.08
2988,7.69
2266,1.48
1161,4.6
1194,6.28
772,3.28
686,7.89
2751,9.34
694,9.03
935,7.92
258,6.77
2922,1.85
753,3.56
1468,6.74
768,0.78
1383,4.58
2047,7.51
1828,2.44
467,5.14
1508,6.04
223,6.26
1845,1.57
2980,6.66
2625,6.88
2830,3.98
2516,6.96
2335,2.67
1243,7.22
1438,7.14
2052,4.82
533,6.26
1451,2.54
774,3.42
1970,0.16
1363,1.79
999,7.59
468,0.81
1856,1.57
2893,9.45
1391,6.03
1165,8.01
392,2.82
1888,2.54
1934,8.36
1294,3.24
474,8.1
2038,9.85
315,5.03
374,7.47
2662,3.65
2454,2.66
1375,4.48
557,2.0
355,6.01
1482,9.91
2208,8.68
709,2.91
2944,4.55
2747,2.17
101,3.81
2627,0.44
2821,9.25
2414,8.52
2773,8.87
358,2.38
2241,9.98
2865,4.5
2336,8.66
2418,9.01
1256,6.66
1187,8.42
510,3.98
113,3.38
1832,3.62
447,1.34
307,0.37
669,0.46
2824,6.98
354,5.23
1569,9.09
1444,8.63
1902,6.07
2902,5.37
1845,9.42
1183,1.69
2944,3.9
428,5.2
2357,1.12
835,1.67
1599,0.16
2601,3.86
1367,2.04
899,4.78
894,0.61
1982,6.29
1484,6.72
681,0.8
1772,8.32
570,9.18
2400,9.91
737,0.82
1458,9.27
1084,4.1
797,7.2
2926,1.9
224,1.36
2076,5.22
1179,0.81
1467,8.66
1333,3.49
2672,2.42
592,2.83
2121,3.16
2990,1.88
2263,3.65
2429,2.81
2165,5.12
785,6.61
1146,7.84
695,2.13
407,9.46
2659,2.81
610,7.2
2844,2.07
1661,5.53
2123,9.18
1266,0.35
621,7.28
2043,6.39
529,2.47
554,4.55
540,2.86
186,0.66
2825,5.14
2294,4.31
899,4.92
1268,9.79
229,8.7
2675,5.55
1394,4.97
415,6.82
2419,0.51
2723,8.73
100,0.98
374,5.29
2601,0.88
586,4.6
2749,1.96
109,5.57
645,4.14
194,1.64
2478,0.42
2406,5.69
819,4.93
959,1.79
2017,8.57
138,7.06
1064,2.31
2934,5.31
897,3.85
2105,2.42
1567,8.4
150,4.25
307,0.48
1937,0.56
525,3.06
2578,7.18
801,4.33
666,4.31
1304,8.9
2275,4.01
2470,2.71
1915,7.12
1811,8.6
1961,3.24
1364,4.22
1372,1.13
1546,6.05
915,0.43
1732,6.46
1232,9.03
822,8.34
461,6.26
2541,9.64
1665,1.46
2210,1.45
633,7.66
1847,2.19
704,1.57
299,8.08
2217,2.3
1449,2.15
245,1.0
2006,1.63
2602,3.97
276,1.54
583,0.83
329,1.13
1261,1.22
2464,7.48
817,6.29
2214,2.36
1904,0.81
827,2.75
834,7.06
1690,5.29
486,3.87
1639,0.57
1838,5.47
2039,6.47
369,9.69
1289,3.98
2747,3.07
1150,9.25
538,7.14
1600,2.9
2976,1.37
1944,7.47
2173,8.98
775,6.74
1507,4.59
1912,9.24
2209,4.27
1025,6.13
2914,5.61
1535,8.41
1371,8.41
1046,5.54
1551,1.91
2420,6.58
1233,1.75
108,7.32
2825,7.26
2250,9.21
2647,5.13
893,2.11
1204,0.3
905,5.3
1474,1.39
442,1.22
709,6.94
1182,1.04
791,3.04
2870,7.31
872,4.55
2541,0.29
1384,9.82
2812,4.71
1194,8.75
1828,9.97
1261,9.67
2948,7.32
1869,9.0
1155,4.3
258,0.93
2271,9.51
937,3.96
2158,2.27
250,1.72
525,6.9
2890,0.84
2278,7.68
1601,5.1
840,8.51
1019,8.73
1361,3.59
2768,1.69
1753,0.5
2241,3.55
324,3.93
2376,8.84
2142,4.34
191,8.04
2289,8.47
223,4.72
2364,5.7
677,3.37
1462,0.15
536,2.57
1675,4.88
2415,4.66
1272,4.57
1733,9.64
2651,8.93
2539,3.88
1720,0.95
2272,0.32
2068,8.97
2462,7.61
2765,0.56
693,6.53
1901,8.34
2136,6.09
2537,4.63
238,2.24
261,5.85
320,6.76
788,8.65
1923,1.23
565,4.24
1396,2.11
1791,5.82
1013,6.49
1394,3.25
2985,5.23
2527,8.97
2701,3.58
2483,2.63
2459,6.62
1665,1.41
783,2.41
2150,3.54
1303,3.3
1998,1.66
935,5.3
615,6.1
243,4.92
2399,0.75
2413,7.75
1672,4.65
705,6.01
890,5.86
985,7.68
1031,9.85
2414,3.05
2140,0.85
2272,2.22
936,1.16
1487,0.96
2050,2.78
1638,5.87
1983,6.86
1240,2.58
2130,7.78
2024,2.13
1931,8.77
2893,1.0
786,9.0
2108,6.84
335,1.42
2227,4.73
1887,1.15
535,1.3
1018,2.5
1311,6.73
1495,2.96
619,6.06
861,1.94
1077,1.81
1887,8.33
2532,2.32
1647,1.59
679,6.65
1112,2.85
704,7.41
442,2.55
999,5.36
2361,0.28
1995,8.22
2870,1.82
2771,7.93
2981,7.31
1686,5.91
1999,8.69
124,2.14
838,2.49
1442,3.41
457,9.75
184,0.11
141,7.85
1210,2.28
1284,9.57
1177,0.72
1364,8.83
1678,4.29
2607,7.73
1814,6.03
2737,5.6
2632,4.13
826,8.32
933,0.37
2452,8.79
127,4.05
1773,3.68
2781,8.86
2251,8.97
2248,5.36
1607,7.73
2733,6.33
2238,8.57
1025,3.2
416,4.07
1623,2.42
2458,4.43
2225,8.12
1106,2.23
828,8.37
2221,8.51
1272,8.26
2004,5.68
1817,1.48
441,7.13
1444,2.0
1385,0.77
2840,6.77
141,5.3
1645,8.91
2689,1.03
920,5.62
2659,2.84
474,7.79
888,4.39
1887,3.11
1857,0.96
994,3.67
763,6.87
1272,1.57
357,2.41
1203,4.48
898,2.18
2908,4.16
2045,8.77
1546,7.34
1745,1.84
1105,8.22
2323,8.52
1838,8.06
974,3.71
2004,0.26
457,2.92
2943,5.09
2713,1.98
2277,6.22
1341,5.28
1078,9.57
2590,1.88
1077,4.71
1500,2.91
993,7.32
2228,3.41
2648,4.83
738,2.96
1691,0.29
2967,8.32
672,1.13
1410,2.49
2794,2.15
1824,7.45
648,4.58
246,7.81
736,1.32
886,4.02
895,1.69
2329,2.96
1356,7.98
2130,4.16
567,3.1
422,1.56
2135,5.41
2970,6.52
1687,6.9
2943,6.44
273,0.26
2084,1.95
2628,4.09
123,2.68
1101,7.41
157,2.76
1236,4.4
147,7.88
1466,6.65
2955,8.08
681,0.39
2371,5.53
1194,3.42
2145,1.75
2331,8.21
610,4.22
2585,2.83
2478,1.21
1900,1.15
2835,1.78
1515,5.5
1671,4.75
2726,1.79
1434,0.31
2010,9.49
2709,7.54
484,9.7
2515,2.46
1599,4.21
1948,3.35
2521,6.51
2814,9.88
1035,3.35
174,4.35
1471,7.03
560,8.21
771,6.84
2202,6.8
516,2.44
1750,3.96
1231,4.09
2470,1.53
670,8.59
2875,5.58
1171,6.27
2592,3.61
1219,5.39
1880,9.03
700,9.12
770,1.16
2787,4.44
2725,9.35
1949,2.41
1661,5.95
455,6.72
1201,6.58
671,8.13
1158,2.64
2705,7.03
1031,1.71
1746,3.61
2405,5.65
704,6.01
1810,4.19
140,8.99
1984,0.41
717,4.75
954,3.58
2419,7.12
470,0.5
1109,7.88
1956,6.21
714,8.12
2396,1.77
1172,2.55
243,3.89
974,5.46
1616,5.17
231,0.57
843,4.3
620,5.57
2261,5.1
759,9.87
1301,4.07
1527,5.06
2728,9.96
273,5.91
2039,7.54
233,0.66
609,3.34
629,8.17
514,2.89
2438,7.09
1972,0.63
353,2.19
104,6.68
2210,1.91
1469,8.96
1238,1.47
984,6.08
801,1.75
2230,8.33
245,4.54
834,7.54
569,8.97
1757,3.54
1692,3.88
1290,1.19
1979,4.89
1196,4.38
971,7.75
2906,4.17
2478,1.49
1174,5.95
1771,2.07
2335,9.48
565,3.65
1622,8.04
2162,6.19
469,0.28
388,3.34
2654,9.42
1860,0.96
1592,2.41
2067,6.06
2390,0.26
2009,1.24
975,9.12
2703,0.89
2695,6.5
292,7.37
1922,5.36
2841,9.56
2682,1.01
2250,6.49
2524,7.59
2510,5.97
1440,3.52
2549,7.55
2373,7.3
2039,0.15
1762,7.72
661,8.79
338,8.12
2621,0.39
1338,1.93
2825,3.71
2288,6.6
982,5.74
2178,8.58
196,8.76
2455,8.61
2154,3.16
1465,8.38
417,2.61
2447,3.99
1721,7.82
1378,5.21
2410,6.18
1168,1.21
2308,3.11
191,9.12
618,3.15
589,6.25
800,5.0
1138,2.87
756,3.81
1871,9.85
2550,0.26
2382,0.3
915,5.17
1498,1.88
231,8.92
1422,9.96
737,9.02
2770,5.53
711,9.84
2087,2.74
2657,5.79
1389,6.38
2189,1.75
740,3.43
2030,2.86
2775,1.79
688,0.69
705,4.14
1722,5.99
2467,2.48
2393,9.27
973,3.22
487,8.9
2935,0.56
2962,4.75
1692,3.17
1106,4.83
1600,6.25
850,2.01
752,5.65
140,6.95
154,2.02
1655,3.22
1395,1.83
2261,0.72
1810,8.43
2526,1.63
2254,7.38
261,2.18
702,0.72
2850,8.74
518,9.59
2929,9.95
547,0.89
381,3.67
2130,5.08
401,1.47
2956,8.71
1233,6.91
2418,9.31
2828,6.78
2423,2.47
2314,0.91
637,5.71
2387,2.56
1658,0.66
1913,3.88
1854,7.99
1289,5.25
2531,7.22
2688,2.32
1968,1.29
2018,7.52
1500,3.08
684,9.29
617,5.77
1856,1.82
769,6.41
2289,6.06
2372,0.43
1005,1.02
1786,0.78
1546,6.44
779,7.83
2422,2.67
688,4.22
1157,6.61
2295,9.62
367,7.31
1317,4.45
2125,7.86
1318,5.02
2785,2.2
517,2.38
490,4.9
414,9.12
2015,3.65
500,5.64
1036,8.74
2346,3.14
1636,1.98
2654,0.67
2943,0.64
2958,7.84
1519,6.65
2084,1.75
175,3.21
580,7.93
616,0.73
2485,1.56
1326,4.85
1145,6.54
1139,5.0
359,5.17
1553,4.98
552,7.36
1007,9.55
1525,9.39
1877,6.52
1687,0.98
891,6.78
198,6.7
965,2.8
2890,1.06
1039,9.14
1166,4.15
863,3.81
1382,3.93
474,0.48
602,8.43
980,0.13
879,5.69
920,7.14
2558,1.36
482,5.51
1484,3.57
1117,9.53
657,8.86
221,7.89
1680,6.77
652,5.54
1298,9.04
1826,6.99
515,7.69
2219,3.51
1903,7.7
1132,7.1
951,5.07
2064,9.64
1825,0.74
2095,4.65
1629,2.04
2990,5.32
284,7.36
1792,0.46
2892,2.85
1497,5.89
314,3.65
191,0.45
1923,0.1
746,9.41
2389,1.6
1673,6.31
231,5.38
174,8.8
698,0.35
1982,1.3
2933,5.48
757,6.5
1776,4.99
230,7.37
464,7.14
835,9.55
2322,2.38
318,1.86
2678,8.74
823,5.27
2629,2.48
895,9.11
2319,5.59
2258,2.01
463,5.29
1256,6.04
735,1.4
2882,0.34
1984,3.23
352,9.67
2578,6.7
1984,2.74
118,5.52
1262,4.19
538,9.94
2783,3.91
2657,0.69
1462,8.77
1893,3.32
623,6.18
378,0.33
2816,2.6
1710,5.61
1080,2.95
1722,2.02
1319,5.63
2288,7.53
610,6.48
1977,8.54
1281,7.27
1592,6.96
1454,8.29
2031,3.72
1084,7.84
1889,3.65
104,3.6
2698,2.01
553,8.14
620,4.14
2982,8.3
1584,7.58
2424,2.81
878,3.21
1995,7.08
506,9.3
2516,5.82
1506,4.3
1205,6.9
1745,5.5
2723,1.72
1632,6.81
1203,4.82
118,2.27
685,5.58
1117,6.78
611,1.92
931,3.81
1468,3.49
717,1.76
1175,3.34
985,4.71
2418,4.14
2415,7.05
893,0.12
2516,4.61
1129,1.2
735,4.25
431,8.89
2700,8.98
748,5.79
2775,4.37
182,8.7
483,8.4
1260,6.03
2258,6.91
745,7.34
267,5.61
2968,4.08
1982,5.64
958,6.83
202,5.77
2389,8.51
1232,3.96
421,0.94
2326,6.19
2078,7.39
2089,3.97
2241,9.22
942,3.99
1205,0.64
1644,1.33
341,2.32
588,8.48
1909,4.5
1721,0.8
2274,3.14
1772,5.06
622,2.13
709,7.25
1688,5.5
904,0.8
2845,6.87
684,7.81
422,4.66
1277,8.46
2197,5.33
1120,0.86
1938,0.4
422,0.59
2658,7.7
2071,1.68
2202,8.38
2243,9.09
1107,6.14
2344,8.83
2158,0.36
374,4.55
2401,3.9
974,6.94
1768,3.21
918,1.22
1980,6.07
570,9.39
126,2.34
1628,8.21
1681,7.11
2133,6.41
2283,7.61
755,3.03
727,1.09
2755,7.31
2397,8.67
2955,1.77
806,5.45
2202,4.89
1584,2.35
938,7.41
1427,6.17
2202,2.31
2426,4.3
1457,3.84
2652,7.95
2824,3.83
2674,8.39
1156,0.93
540,6.91
1964,8.26
2953,8.62
2096,7.38
2549,5.19
878,1.53
1752,4.87
1094,3.09
1577,7.69
1830,3.78
986,7.7
2058,5.1
2746,2.92
858,5.92
698,4.25
1173,8.27
504,1.18
2042,8.04
1688,4.31
979,4.19
472,9.85
2165,6.07
679,3.64
2641,8.0
448,1.47
160,7.94
1482,9.22
2239,9.41
2847,4.92
863,7.3
1239,3.7
1661,5.54
2663,1.61
2351,4.61
321,1.86
384,5.59
521,4.28
748,8.21
1198,8.09
131,5.74
1439,7.5
1410,5.05
2674,0.74
403,5.63
2816,2.18
2622,5.51
175,9.55
542,8.22
2255,1.1
1193,5.28
2102,0.23
1358,3.51
2718,9.54
2476,3.46
2844,9.89
616,0.28
2798,5.61
2761,5.65
566,5.74
1764,3.31
186,2.58
221,7.83
1229,6.81
442,6.32
2046,3.26
876,6.51
2927,7.25
889,9.62
2213,5.21
1078,2.6
2289,7.05
1348,10.0
1279,6.42
2127,4.37
669,5.27
914,4.45
528,7.05
394,1.84
1419,5.46
2673,6.02
1511,7.74
2412,1.39
1167,3.07
378,5.54
1845,6.77
492,8.09
2783,3.25
231,2.38
986,8.27
2741,3.63
2208,2.92
1522,1.59
673,2.08
261,0.97
151,3.24
586,9.61
1551,3.98
475,1.06
2599,2.35
828,4.12
273,2.97
557,0.59
276,3.71
1145,0.39
2838,8.82
724,1.6
2213,9.06
867,7.59
1500,0.75
216,3.07
2587,7.08
227,6.69
560,2.64
737,0.1
781,6.51
735,8.37
545,9.92
1608,7.33
2442,0.1
1831,6.21
1280,5.31
2680,7.38
481,5.38
213,5.72
1415,0.68
2522,7.24
1877,2.8
1550,6.98
256,7.41
2718,9.09
2466,9.05
2129,2.44
2745,6.68
1943,2.8
2555,3.68
2201,8.18
2094,7.29
1601,3.69
445,5.94
2612,1.4
2344,0.42
1985,0.38
1150,8.18
614,6.53
2046,4.87
1264,7.98
1249,0.93
2467,3.94
1009,7.68
961,6.96
918,9.2
864,2.69
970,3.47
1146,7.67
2805,5.72
1410,5.2
2878,4.32
913,7.96
630,0.28
1563,2.03
2610,2.03
2772,6.22
2581,9.95
980,3.29
1514,2.69
2646,1.36
1204,0.19
1936,0.83
1930,3.28
2159,5.15
111,0.58
1930,9.59
1840,1.43
2872,7.99
2014,8.56
