prefix,rate
2695,4.61
2932,9.23
701,4.0
1095,6.04
164,2.71
1776,0.68
2068,7.06
1264,6.22
734,3.47
2019,1.23
897,9.09
1127,2.79
2514,4.5
2719,4.77
2339,6.31
2993,2.71
293,6.63
2794,8.59
1062,2.51
2338,1.58
411,2.28
2551,1.39
283,1.4
1407,3.15
1445,7.83
119,1.39
760,0.2
710,2.99
1264,5.86
2100,4.83
460,2.15
1315,9.62
1516,2.24
2545,3.03
2587,3.21
904,6.56
1544,0.8
1313,6.63
2850,0.42
2201,1.83
700,2.83
2454,3.66
928,3.56
1527,7.57
443,8.52
269,1.61
493,8.65
2981,8.14
949,4.8
1688,4.38
1343,2.18
626,1.04
2402,5.35
2851,8.58
975,3.27
2040,1.47
1663,1.96
1184,6.16
1095,7.86
1904,0.18
621,4.13
895,6.63
2020,5.26
423,4.48
1709,3.13
685,6.88
238,8.06
2643,9.13
452,0.47
569,3.92
2011,0.52
479,5.9
1861,6.11
2210,1.76
2555,7.46
141,8.65
1367,3.0
1997,2.61
1883,2.98
1013,8.13
2680,9.03
1078,6.82
967,7.79
1120,6.85
1197,1.94
1551,1.17
2963,9.23
2498,9.6
123,1.7
1855,0.99
690,0.37
646,6.85
2445,2.98
1915,2.49
1081,6.91
2113,5.92
342,8.39
2878,8.06
674,4.98
164,4.99
2772,7.4
2723,5.72
1249,2.41
1940,4.08
2328,9.44
1784,7.4
1965,9.61
1289,6.47
2510,1.83
2162,1.77
1039,6.46
2768,7.0
678,9.02
934,4.96
1033,6.78
1550,7.06
2943,0.47
716,1.28
1602,4.09
1229,6.93
1865,4.06
2764,2.6
1503,7.21
448,7.0
1601,0.69
1839,6.19
721,2.46
1753,2.49
1763,2.48
2009,1.26
279,1.11
1019,9.39
2971,6.05
1168,0.84
612,8.21
657,8.98
2738,8.64
1950,0.12
244,9.29
1331,5.56
2465,3.63
2922,5.54
781,2.6
1597,5.26
1649,4.64
186,3.06
2977,6.45
461,9.8
313,2.29
1256,2.92
1346,5.69
1727,2.45
227,4.09
2543,9.15
1732,2.36
1429,3.8
2778,5.45
683,1.15
1985,8.58
768,3.91
2319,3.39
2079,3.12
1355,4.78
2562,5.82
2560,9.2
1008,1.92
2718,9.99
2067,6.98
203,9.0
1225,2.47
2727,8.25
896,6.0
1174,3.23
2012,4.45
2135,0.77
2594,4.42
836,3.64
810,2.65
2225,8.46
2203,7.67
763,5.91
2666,1.84
1019,8.28
1511,0.78
792,8.24
1639,3.95
301,4.0
2593,3.27
1367,2.44
1394,9.88
280,7.47
1454,0.58
2157,8.66
1833,0.89
2620,1.27
636,0.44
730,9.35
2473,4.77
2020,4.68
1432,7.04
1664,8.9
2575,6.05
2525,3.61
185,2.31
1340,2.05
1077,0.54
351,1.11
1522,4.12
1161,2.53
117,5.03
666,0.18
1984,8.93
2348,4.66
1283,5.63
390,1.75
2840,2.51
1342,9.76
1950,1.7
2553,0.43
2972,4.58
980,9.26
1801,5.02
1789,2.0
798,9.52
278,1.54
887,3.97
1922,2.97
2154,3.76
1502,6.84
1563,3.1
2743,3.38
2885,1.49
442,5.47
2211,8.53
2459,4.17
1587,2.01
850,9.09
2508,9.01
1106,5.27
1846,4.31
834,9.6
370,4.37
236,0.9
2802,3.99
1924,5.29
300,5.4
1621,2.15
1449,7.64
1272,8.5
2990,8.99
2229,9.3
1176,1.09
533,2.09
2733,7.36
1241,2.67
2917,2.53
165,0.47
753,1.87
2593,4.9
1160,0.93
844,1.93
978,4.62
2438,6.88
899,7.3
2144,7.09
1440,9.26
1444,0.54
1907,7.11
2302,1.04
1047,8.17
1299,1.86
2544,4.27
2862,1.56
1617,1.23
1068,1.31
269,6.46
2691,5.0
499,4.49
2373,9.98
445,6.13
1466,4.81
869,1.61
1869,8.42
2529,3.75
2285,0.96
533,6.63
1569,4.93
1827,7.69
2098,0.92
2184,2.95
2884,5.94
1792,8.09
1487,0.21
1743,9.15
2161,5.17
2242,8.64
735,7.26
425,8.73
2260,4.43
2362,5.98
369,4.46
2035,4.03
1925,7.28
690,4.63
1965,3.73
2109,1.47
2510,1.59
2429,8.44
550,8.05
1014,4.0
570,1.27
2281,8.58
860,6.82
2474,1.41
1947,3.34
227,1.09
2979,9.63
2009,2.06
1090,1.53
595,3.79
2549,3.63
1800,5.46
1232,5.02
1714,4.6
485,1.74
1522,8.67
1453,1.47
997,8.01
1742,1.49
2400,4.57
1761,8.45
2957,8.76
1067,5.1
1954,3.88
2740,5.27
2056,2.89
112,4.51
1507,8.46
2104,1.71
630,9.48
292,4.65
2041,5.73
2134,3.08
419,7.02
182,6.31
2211,4.76
2018,9.54
123,0.75
2660,6.34
2880,6.6
1165,6.13
360,1.42
2394,2.21
2738,4.17
2286,1.18
1315,3.99
348,9.84
1500,3.47
1901,5.56
1737,5.05
710,7.79
1700,1.06
456,8.94
1329,9.33
1948,8.86
384,7.62
1625,6.42
1295,8.76
2497,7.56
603,0.49
2673,5.34
268,0.91
2705,1.09
800,8.51
605,8.6
1878,9.42
673,3.49
1756,9.02
1244,9.07
669,1.41
2788,0.34
620,4.41
2579,3.79
1617,8.98
1406,9.9
2026,6.4
1471,9.61
293,8.43
307,9.56
1213,6.22
2219,3.51
1025,7.64
546,0.93
1850,2.14
2640,1.86
2458,0.33
2235,7.78
2313,8.33
2423,7.2
401,5.91
1923,8.42
1693,4.43
1250,2.91
2242,10.0
182,7.67
1350,3.35
2323,5.7
1267,8.97
2554,2.73
221,4.67
2610,4.88
920,6.31
1705,4.51
1681,2.42
815,1.61
1783,2.19
1662,3.15
973,3.01
2845,3.58
2266,6.24
2204,4.74
2747,2.26
1923,4.41
1114,8.48
2556,5.87
260,2.56
1526,7.51
1983,0.73
394,4.67
636,2.0
2689,9.45
2884,1.14
2849,4.23
672,3.54
1018,0.4
788,0.65
1570,2.28
2395,9.78
2475,0.35
2616,5.74
1870,9.75
564,1.33
816,9.81
2351,2.7
2397,2.71
2470,1.66
154,4.63
2647,9.19
889,5.75
643,8.2
323,8.07
330,5.31
2352,9.54
1399,2.42
1172,9.78
781,0.32
2328,3.54
1208,4.81
2261,7.17
2908,0.16
961,1.91
647,8.15
480,5.12
862,3.44
2359,2.11
1292,6.21
2831,3.18
2201,1.67
880,1.28
2034,7.94
2517,9.24
581,9.07
280,1.27
131,6.13
1952,8.02
284,7.81
2883,3.98
2535,0.97
121,7.79
1312,9.29
2700,3.98
2320,9.75
2700,3.51
295,5.08
1813,8.11
2984,6.54
602,9.61
617,4.47
484,1.67
1393,5.54
1219,8.81
684,6.91
2300,4.0
2433,3.55
1143,9.84
1805,9.49
2913,7.31
1738,2.75
852,9.21
2613,1.77
1659,7.13
2139,6.58
2187,6.0
2018,3.2
2190,2.89
2653,9.83
268,6.54
1277,0.61
1589,4.48
1844,1.88
1651,3.38
1485,7.39
2309,1.0
2713,7.5
2641,5.85
511,1.18
1929,2.56
1583,6.05
1097,2.95
330,4.8
2292,2.52
2692,4.84
2470,6.34
749,2.6
524,6.19
1071,6.4
684,0.43
2889,3.29
108,3.15
1667,2.52
676,4.62
2776,8.54
1504,5.35
794,8.9
2106,2.08
1921,6.95
698,9.94
2259,6.12
2240,4.41
765,9.79
2998,4.61
2012,7.3
535,5.57
156,9.91
395,5.65
1840,6.21
2860,3.94
2831,4.99
621,6.13
2822,9.55
2194,6.51
1865,7.32
142,4.89
1448,7.21
2473,2.49
1510,5.34
2698,7.77
566,5.69
1358,9.14
2699,6.65
2649,5.67
1907,9.95
2277,0.35
2912,8.63
1581,6.67
768,0.52
820,2.7
620,4.77
1300,7.63
934,3.79
1568,6.39
1645,7.87
1119,8.19
822,3.22
2643,1.34
1047,4.21
2784,6.27
790,2.5
1009,3.75
2085,9.0
490,3.11
1382,8.79
2326,7.61
1967,9.97
2285,0.64
1903,6.01
2178,7.33
2761,3.75
1000,4.81
2993,4.84
1278,5.36
1638,5.51
1252,1.08
1291,4.78
2927,6.99
1050,6.56
280,9.51
339,7.38
670,8.94
604,4.81
1337,7.62
607,9.73
2082,7.88
2024,2.77
889,6.36
1924,0.76
232,2.96
2526,3.11
1316,3.16
1200,9.74
1607,7.49
1292,7.69
2305,3.64
1874,6.41
2360,6.3
2739,1.13
122,0.76
1419,2.19
2439,3.14
874,7.92
1546,5.45
1491,6.8
2398,4.76
872,0.72
1957,2.81
1220,5.57
1607,8.62
921,1.9
1349,5.03
577,8.73
2508,6.69
2916,1.02
2409,8.78
1681,7.11
2469,1.1
2806,1.09
2342,5.65
1742,7.32
1041,9.15
1979,1.7
2328,1.22
318,3.57
1218,0.32
393,5.42
360,6.65
491,6.91
2298,4.33
1673,5.03
1934,6.57
1603,1.98
1779,8.75
1246,5.61
2247,5.57
1013,1.93
104,9.54
878,7.47
1165,0.87
2284,3.94
1882,7.83
939,2.27
1048,0.31
1775,0.24
690,8.69
834,6.44
1868,6.93
1112,5.04
1130,5.37
892,6.91
1358,4.88
1347,8.81
2806,9.63
2324,1.58
704,3.59
1814,9.38
291,0.29
1182,6.22
1110,2.8
1422,6.11
1010,5.05
129,4.22
1148,5.48
1559,3.46
801,1.81
2664,5.98
2264,8.84
2616,2.45
2110,7.21
860,5.72
1708,1.91
794,3.62
907,1.58
1548,7.74
2041,5.86
2373,3.11
1258,3.34
1081,1.53
1917,4.31
2375,1.44
441,8.1
528,5.27
1884,9.35
1429,1.69
2179,7.41
2533,0.15
1945,2.07
2438,5.8
1498,7.43
2191,8.47
2482,8.55
1632,4.86
238,9.81
248,6.98
1142,0.35
1213,2.83
1033,4.44
2375,5.84
2573,2.71
765,1.06
1942,2.88
849,2.77
1768,5.35
2189,1.82
1691,4.71
2895,0.51
914,4.08
2178,5.29
345,9.8
1191,6.27
2745,9.55
2005,9.52
2149,8.29
1242,2.6
2563,1.75
504,8.86
1224,3.71
711,4.32
2321,3.43
440,3.78
242,5.83
2068,0.98
1338,2.52
1123,3.44
831,6.12
2127,1.05
591,0.12
2031,9.3
825,5.0
1137,9.03
2899,1.32
679,6.49
2559,0.59
691,2.35
2292,5.64
2477,5.69
1969,3.18
2877,8.34
1076,3.86
265,7.18
2072,9.51
1043,3.94
317,2.06
303,5.88
2755,0.48
2565,4.03
1400,5.54
2907,8.44
2090,8.18
143,5.62
1882,5.79
1001,8.81
2497,0.15
787,6.14
604,9.18
967,4.58
1551,9.9
1543,2.2
158,3.28
1173,9.5
274,8.4
1815,2.86
1688,7.37
626,1.85
378,2.17
2295,0.95
1176,2.99
123,2.44
798,5.15
1116,6.41
749,0.23
832,2.67
752,3.14
537,1.69
1551,1.61
934,9.13
989,7.54
1445,0.68
2360,9.12
1302,3.55
584,0.8
2271,7.93
1145,1.59
879,6.26
369,3.8
1913,3.08
1216,0.56
2034,4.7
1568,0.73
148,3.33
1077,6.76
1806,4.44
525,9.86
1594,4.46
803,7.98
2800,6.55
977,7.88
2105,4.25
2024,0.18
1471,4.69
906,5.46
649,3.26
1186,7.92
1868,1.9
1101,7.38
1274,6.21
2015,9.24
1239,3.48
236,8.49
1652,2.27
1026,3.03
1840,5.14
2704,8.74
1782,1.73
2811,8.68
2246,8.43
2749,4.41
2091,7.39
2839,3.02
201,7.15
2314,3.61
2549,5.27
1571,9.91
814,9.24
1998,1.22
1396,9.77
579,6.22
547,1.12
628,6.94
463,8.11
2759,7.86
1445,2.1
1766,1.98
2000,7.57
2563,7.9
2688,5.51
954,1.79
1730,8.04
286,6.62
2960,7.26
2378,3.76
1896,9.85
1294,0.92
2073,0.46
2742,4.1
2468,3.49
2838,2.04
690,0.69
1959,7.1
1197,2.41
2844,5.33
2525,6.74
1146,7.41
497,4.94
1775,5.46
1234,7.31
2981,9.1
1415,6.72
2368,8.53
923,8.59
2612,2.35
2094,5.08
1001,2.22
1471,0.18
981,1.51
2595,3.48
2975,6.64
778,0.59
1781,7.91
1837,2.92
2703,2.45
852,0.83
2876,2.48
2791,4.86
854,6.34
181,9.11
129,5.31
425,4.73
983,0.95
2360,4.21
1629,4.15
1635,5.92
2280,3.13
450,9.05
1250,6.21
2521,1.65
2693,4.36
567,1.13
2140,1.23
1290,9.85
142,5.69
1701,4.32
2084,9.75
252,4.59
2560,4.08
1914,4.49
1424,6.57
2073,1.48
1581,1.22
2075,4.97
487,0.66
911,8.31
283,9.19
1378,4.15
719,4.55
996,6.0
1814,3.09
588,8.57
2275,2.2
2448,1.88
1090,9.11
791,2.34
1136,9.17
1065,7.01
2941,3.3
1661,6.35
998,4.85
2913,9.78
2422,3.31
720,7.39
2578,6.1
967,0.26
2611,4.81
2552,1.58
1530,9.77
2003,0.99
2628,3.27
1360,3.83
1177,4.67
1742,8.43
2324,3.98
2761,9.11
1871,8.88
1167,5.33
149,9.34
1979,4.98
784,6.22
2279,6.73
349,2.01
1477,5.59
1859,0.93
2732,6.78
941,1.53
890,7.84
359,0.58
919,1.1
1616,7.65
2315,3.03
728,5.48
2636,7.36
1766,1.02
2874,7.44
378,0.4
2840,9.21
136,9.46
1122,1.33
2074,3.14
1789,8.71
2213,9.2
1139,7.91
1144,4.51
567,5.03
1709,5.26
2846,8.04
2407,0.57
603,6.27
106,4.31
1664,6.65
1869,1.85
2834,0.11
1487,2.6
834,4.01
292,6.85
895,2.04
2377,5.02
2883,2.99
2941,0.26
1136,0.6
2494,8.17
2908,2.88
2846,3.98
2054,9.44
1002,9.3
386,5.56
1898,7.97
2832,3.94
2547,9.67
501,5.27
1384,9.85
1544,8.29
1677,3.43
2948,9.93
2145,7.62
969,0.8
1681,0.15
2272,3.91
2696,8.83
231,6.22
1183,2.05
930,0.95
608,5.39
545,5.43
2783,8.27
1635,2.12
2863,3.76
1505,0.22
1245,7.19
299,2.71
433,1.93
2121,0.66
2677,5.35
1720,7.51
2271,1.89
636,0.53
1838,8.15
643,0.69
160,5.29
1738,7.45
2868,4.84
1837,0.38
337,7.07
2306,6.39
2507,6.6
1637,3.2
2555,8.98
1651,4.63
2135,7.08
2631,1.11
1798,7.12
2297,8.25
1180,7.91
1111,6.93
930,8.45
503,6.89
2029,9.75
2702,8.7
2049,1.47
794,9.42
1460,8.84
1359,9.7
2927,2.04
2476,4.18
1918,4.27
1848,8.68
2316,3.77
1482,9.7
436,4.15
2420,9.16
1070,1.56
195,2.5
933,8.15
1135,5.34
686,6.73
1573,1.84
2414,7.08
2687,8.57
1586,4.9
552,6.64
1703,0.47
909,1.25
2235,2.46
2436,0.49
2443,6.72
1151,4.14
2130,9.77
2915,8.43
350,9.67
1960,0.26
717,7.41
957,0.54
2045,3.02
2315,9.86
2374,8.55
2067,2.56
1243,8.3
720,0.12
2613,6.3
490,8.8
2959,0.85
1514,3.8
1008,7.83
2510,3.83
1529,7.01
463,2.69
1344,1.56
2785,3.49
2587,1.83
641,7.5
355,9.69
558,6.32
2382,2.41
1015,6.29
1175,4.31
331,2.76
416,4.97
1022,5.07
2241,3.48
1515,1.07
1025,4.33
2076,6.81
703,5.37
1126,7.02
2699,2.28
2632,9.58
2595,3.02
935,5.99
1707,6.57
1052,3.08
2290,8.96
1784,5.59
578,5.45
1507,0.74
2277,8.11
2660,3.02
1677,7.11
1290,3.0
2367,9.08
2642,5.83
1286,1.41
1800,8.45
1821,8.84
2373,2.97
1544,6.21
910,0.14
1609,1.44
2993,1.38
2111,2.04
1455,0.5
2742,8.32
2570,3.51
2319,9.35
1864,9.04
781,1.75
1968,5.71
2040,0.75
1728,1.88
1907,2.18
2190,9.01
248,1.82
1542,9.79
1251,2.37
2128,2.54
1482,6.89
2622,4.3
2692,1.84
150,7.36
531,4.53
875,2.1
984,3.48
288,3.75
2528,1.88
1575,7.94
2449,7.83
293,5.06
1597,2.26
1963,9.0
267,3.2
2633,5.76
1021,5.88
2964,2.23
666,4.15
397,8.6
350,8.75
1487,1.66
2651,6.21
703,1.63
1605,1.81
1710,9.93
2044,2.27
1398,9.35
2190,3.25
2357,9.55
2360,6.55
1653,0.12
828,9.34
2698,5.44
2904,0.84
1515,9.78
2657,5.5
1318,6.43
1843,9.08
1608,8.14
2367,3.17
1051,8.03
2794,5.79
803,3.85
732,6.46
2963,5.93
1014,4.83
1025,6.68
1507,2.82
1070,2.87
2901,3.3
1801,9.56
2331,4.39
213,5.98
1460,0.89
2411,4.9
1421,8.79
590,5.63
2844,0.61
2897,8.76
470,5.96
1831,6.03
1512,4.0
105,8.11
1029,9.68
2969,2.21
1813,5.3
2485,8.93
1737,5.66
659,1.67
1015,0.28
400,2.4
1050,8.88
779,4.62
2460,9.8
1744,8.46
2914,3.37
2735,2.66
2847,4.46
2654,1.57
1343,8.8
2419,3.48
1462,9.61
934,3.65
2895,4.81
190,4.62
1138,2.22
2998,9.2
926,4.28
2536,7.49
645,6.24
798,2.55
826,1.36
676,1.44
1001,5.24
1753,9.08
773,6.67
2372,4.51
1115,6.13
445,6.6
1728,5.86
2624,7.85
1987,3.22
1769,6.89
1938,1.36
1616,5.0
2317,1.12
797,3.44
544,1.2
664,2.18
617,0.72
2566,1.8
514,6.74
1272,5.68
2382,6.66
1689,5.79
2744,0.26
544,6.18
300,0.7
2971,2.57
2339,2.09
975,5.96
240,1.56
995,3.27
2764,1.42
2461,2.42
1280,1.68
883,5.92
1089,9.61
1032,2.48
2662,2.27
279,5.44
1277,0.71
2093,6.21
718,5.34
742,4.22
2263,5.91
2442,6.81
781,2.09
1019,2.92
339,2.02
895,7.35
1622,5.74
108,6.4
2926,0.69
473,9.57
2380,3.6
582,9.83
747,3.21
685,5.91
739,2.6
2644,6.9
1501,7.23
2164,0.61
1398,5.01
2696,3.58
657,0.49
374,6.9
1468,2.74
2816,8.67
1100,8.47
1321,0.52
976,1.06
688,9.91
1940,9.23
1869,7.71
1750,5.67
2196,3.19
2588,0.93
1120,3.24
2868,0.5
690,9.62
2250,5.37
2087,9.31
2297,5.84
1513,1.35
1652,4.51
1463,1.43
642,2.2
503,2.49
2513,5.52
2211,8.46
2665,4.6
2171,1.35
2030,8.28
1512,2.35
589,7.89
2317,8.03
1132,5.33
417,5.62
1164,3.16
1372,9.23
1028,8.55
703,8.33
315,5.49
2502,5.33
2935,4.79
747,4.71
1862,7.54
273,9.76
2749,0.24
1354,4.58
1421,5.6
1978,8.72
2771,7.35
700,4.05
449,3.53
1225,3.75
1020,6.57
791,0.47
1963,8.95
549,2.27
2881,8.73
1093,4.8
467,4.33
2355,8.86
2268,5.83
109,3.0
323,2.08
708,2.21
129,0.92
847,2.15
1704,1.68
337,0.92
563,6.18
2215,8.65
1002,2.39
1772,5.53
414,0.94
2029,5.7
2702,3.73
836,1.56
1970,9.81
1817,2.36
1238,2.49
287,2.42
1273,1.88
2622,5.63
2968,6.32
1859,9.51
2664,6.32
2709,0.33
940,4.28
2783,3.08
1798,9.51
1305,2.93
1402,6.97
826,2.93
527,1.52
1329,3.89
1904,6.26
2027,5.08
2260,8.15
2490,2.06
2249,3.28
464,9.01
1746,1.0
1393,2.17
1431,0.39
977,2.93
851,7.69
2644,9.84
1414,9.87
1175,1.71
2606,6.92
1503,1.19
841,5.52
667,0.95
2485,7.84
1696,1.48
622,2.13
1953,5.68
741,9.7
1932,2.37
1918,7.43
1042,5.71
1522,4.73
2435,6.55
415,6.18
1375,2.77
2874,0.11
1677,1.77
2051,3.0
2929,0.71
1013,6.09
2147,4.27
2282,3.32
1992,7.93
1833,2.72
2999,7.08
653,7.88
335,1.59
1107,2.41
330,6.52
2651,1.24
2959,1.78
170,6.8
207,6.87
718,7.6
234,6.94
859,2.27
389,1.2
816,3.24
2786,6.14
383,1.04
2555,0.77
912,5.94
2498,5.24
2851,7.2
131,5.79
121,7.73
1560,6.84
1776,2.15
832,3.37
1908,9.58
2080,9.42
2878,6.02
2953,8.73
2010,4.12
1833,2.39
1936,1.56
1239,8.32
2354,4.57
840,4.38
2221,0.4
2817,8.8
555,7.97
1770,6.44
1335,4.79
310,5.72
2324,8.82
1516,1.15
458,1.34
2729,9.01
2670,9.47
2300,0.56
992,3.44
359,9.96
677,5.89
564,4.75
1525,6.21
585,7.7
498,3.77
2069,4.41
2296,2.02
2144,7.43
2039,1.59
1608,7.15
186,4.62
372,1.36
1270,8.32
2907,3.43
1791,8.71
2873,2.0
2498,8.0
2373,6.25
2561,9.23
2438,9.75
2582,9.34
2086,9.87
1670,3.55
2677,9.93
2899,2.18
170,8.96
262,0.57
2031,5.0
422,4.29
2176,4.16
2193,9.9
1450,2.44
263,5.61
2349,4.83
2519,8.66
2490,8.78
1001,2.23
2912,8.41
1621,6.49
2380,9.29
141,5.31
2461,3.23
2919,6.98
2028,9.75
1608,1.92
608,7.81
2155,3.33
2699,9.61
2883,5.97
1745,3.34
2823,2.57
1574,5.52
2879,6.74
2979,1.38
2523,0.86
169,7.79
1196,0.39
1619,1.32
1030,3.98
2751,1.64
1341,5.61
132,9.83
2203,7.26
2356,3.57
1008,3.49
2689,8.06
945,6.5
1833,3.92
2292,4.11
2295,6.42
1329,2.59
803,4.33
2775,4.14
2929,3.24
1886,9.7
442,7.25
994,9.59
1204,5.9
983,4.71
999,4.97
1498,4.78
1702,0.98
2783,8.56
2542,7.0
617,5.22
399,5.89
2821,8.52
103,1.47
2010,3.6
1875,6.71
2383,6.57
450,3.6
1156,6.96
523,6.86
188,4.73
2205,2.69
854,2.37
1399,7.2
2482,9.03
1756,6.18
1348,3.85
516,4.51
1290,4.89
1140,6.51
2525,0.41
2516,3.6
2047,5.41
2526,9.87
1704,9.34
2793,3.22
2479,5.58
1879,3.78
1108,6.53
2047,5.66
2035,6.57
2132,0.91
690,2.93
2713,9.33
2268,2.11
156,1.27
2783,8.46
2608,6.27
2191,3.94
387,9.0
1161,4.36
273,1.56
1339,8.51
1919,6.77
2859,5.52
2076,9.76
1540,4.19
1117,7.78
492,6.7
1359,9.59
2760,0.84
2819,8.7
2070,4.09
117,9.81
1268,4.65
991,9.0
531,3.89
1299,0.29
2860,8.31
310,3.97
1203,7.04
1079,1.86
504,5.14
617,1.55
425,2.07
2026,5.29
1228,5.1
414,3.55
2939,8.88
2777,9.44
2657,4.64
679,9.52
1525,9.65
1264,7.91
2660,5.01
488,0.64
1498,1.23
1424,7.74
1716,6.89
2570,4.71
2553,3.22
459,0.64
622,7.52
1522,0.29
2570,1.1
2516,4.78
399,0.41
1337,2.4
2959,0.93
1756,4.03
467,2.37
197,2.99
533,9.66
1648,0.6
2940,4.33
2070,4.58
1813,6.51
1875,1.5
2013,10.0
1665,2.24
2742,5.91
2559,8.53
430,6.14
177,9.96
1202,6.28
334,6.17
983,0.91
1378,0.15
393,1.26
1974,7.85
166,5.18
719,9.57
2081,9.31
493,3.16
2984,2.62
1378,0.48
1215,6.16
2006,0.59
824,6.46
518,4.76
1259,6.47
918,5.83
1144,4.74
2995,6.64
783,9.16
1118,2.92
2143,5.24
2037,3.13
1666,9.46
2222,5.53
2568,9.19
2221,7.63
2559,0.36
1451,1.51
2255,9.74
1508,2.34
2435,9.03
1272,3.57
1604,7.65
2079,1.61
2959,7.24
1413,8.09
1382,4.1
2905,9.59
2217,2.44
1319,9.83
2608,0.61
1559,9.99
961,7.95
1060,3.91
2834,0.52
574,1.7
502,4.08
723,6.36
1368,2.02
958,4.19
268,4.21
2070,7.6
2508,1.57
2263,6.19
1189,1.65
1420,0.17
887,8.63
2597,9.4
700,9.75
2473,8.07
2970,1.1
2228,3.16
1070,8.62
2186,0.61
2462,7.69
2873,5.65
145,3.95
2001,4.59
2552,8.14
1407,5.34
194,1.44
298,3.28
767,9.25
378,7.06
2654,4.84
1809,8.17
1196,1.03
396,1.2
1872,7.95
1884,1.11
2508,3.29
2343,5.03
825,8.93
564,0.84
1179,2.44
2632,2.53
128,7.44
1147,4.81
871,9.3
902,8.8
106,2.17
241,3.29
1107,3.79
353,3.69
1574,6.81
1778,3.71
1209,6.68
1138,9.07
2744,4.83
1545,4.04
2372,7.59
1980,1.6
1209,8.55
366,7.12
2289,5.0
346,3.62
2779,1.78
757,5.58
1401,6.89
824,7.22
2014,7.0
