prefix,rate
896,7.51
2397,8.8
1892,7.07
1775,3.21
670,5.87
2244,1.2
2648,3.02
2465,7.94
872,8.59
2998,4.1
149,1.55
1057,5.88
1490,7.15
2719,2.09
835,3.81
2410,9.63
580,4.84
1590,8.24
2330,8.36
1931,3.74
1153,8.19
556,6.83
789,7.39
2634,4.34
2160,2.78
1758,1.8
2635,5.97
1699,4.05
1173,7.76
449,1.28
307,9.03
778,2.97
2165,2.23
2872,2.14
1249,5.86
273,3.1
2028,5.45
570,9.27
424,5.94
2816,2.27
891,7.88
1818,9.65
2560,8.24
1703,0.35
453,6.28
1413,0.48
2379,8.21
1424,4.82
267,1.4
2358,6.04
1541,4.81
1328,8.01
1904,2.47
990,0.56
2263,1.99
2331,9.58
1530,7.91
335,0.39
518,6.17
2598,8.94
2305,5.19
900,8.81
172,2.86
2963,6.6
903,5.05
103,0.43
1641,3.08
1153,9.63
2262,0.85
1863,8.84
773,9.26
2125,1.6
1709,7.53
2487,8.48
1732,6.01
331,7.77
392,0.59
2549,8.4
2636,8.51
1545,4.96
1181,2.01
646,2.1
751,9.59
2093,3.09
561,5.04
2374,4.75
2055,7.95
1782,9.78
2423,9.31
1125,4.25
1189,0.48
1967,9.93
2017,1.74
284,0.12
2360,2.11
1970,4.54
2459,3.14
184,4.5
2255,2.58
2768,6.68
1359,9.69
2609,5.34
2340,2.62
1569,4.59
338,4.52
1269,7.64
1617,8.96
2819,5.54
1989,9.9
1283,5.23
734,4.59
2939,3.2
664,4.18
381,7.35
1076,5.36
1772,5.11
2749,1.22
2841,9.67
2299,7.61
2740,0.32
1610,1.49
788,0.57
2492,0.81
231,8.35
2500,9.6
2652,5.29
114,6.87
973,2.28
2741,2.64
1405,4.32
1347,6.87
1560,6.49
729,0.14
1430,3.24
2997,0.94
2892,8.07
567,0.12
2067,4.79
967,1.21
696,7.06
2537,4.59
2303,7.1
2013,4.09
324,8.62
2494,7.1
1210,1.78
2527,7.97
1146,9.3
1362,3.03
2093,6.71
861,5.38
2792,3.35
1885,7.01
2825,7.42
106,7.31
1682,2.63
713,1.23
2380,9.81
208,7.05
1902,8.28
921,2.51
261,3.01
2223,7.9
2848,1.7
2549,8.16
1934,0.55
1868,0.85
1939,0.89
2910,2.0
1586,0.5
1704,7.63
531,8.12
240,4.45
570,1.04
1135,2.72
1364,6.0
407,4.53
1688,5.16
2545,2.55
2466,6.87
1797,9.48
344,5.51
2117,4.01
536,6.8
1849,0.55
2364,9.41
955,0.25
2566,3.2
264,0.6
2117,0.85
259,5.27
2537,2.31
1225,1.95
549,3.03
2509,8.06
972,4.81
1446,3.14
1803,0.99
354,6.38
421,6.86
1548,8.86
2940,7.35
351,5.68
2202,3.92
1268,1.06
2991,6.87
2101,0.75
270,8.49
2295,9.78
270,9.21
232,0.88
2427,1.64
2220,2.24
1860,3.14
428,2.88
560,8.17
2691,2.21
1167,8.63
929,5.94
2522,8.08
1052,8.27
2661,7.95
459,8.65
757,6.99
1469,9.15
113,2.51
1851,5.2
1968,1.2
2663,2.09
2385,4.91
1325,9.39
695,1.1
1201,8.22
2047,5.76
575,7.63
687,6.33
2962,9.98
663,4.09
1853,2.79
1623,8.0
934,0.5
1309,0.1
534,0.54
1649,1.82
2834,3.49
2875,5.81
1654,1.53
2239,6.37
1385,8.53
402,7.52
984,6.81
798,3.99
606,7.59
1866,8.67
2240,9.67
449,3.69
2586,1.5
1834,8.63
2948,9.64
2850,8.57
2406,0.61
951,1.36
696,1.3
2381,8.75
706,5.3
781,9.14
337,7.69
727,6.54
947,1.95
1918,5.52
2884,8.02
975,1.45
2559,3.58
1308,2.3
1398,7.37
1055,7.13
2887,6.95
1675,5.49
1763,7.67
746,8.43
556,8.95
2825,5.38
1026,5.14
327,2.09
2281,3.32
1233,8.01
1987,0.54
800,8.24
2948,9.76
1400,7.0
2602,2.44
1523,4.93
529,9.17
2834,3.42
339,2.34
1043,8.27
2935,6.28
2005,0.84
949,7.54
375,6.67
899,2.27
2661,9.61
1935,8.25
1788,8.57
2595,1.2
2382,6.08
1406,9.03
1230,4.77
2279,9.12
2773,2.14
1477,6.7
2987,6.99
2969,0.41
895,3.36
479,3.68
2326,6.94
2913,4.65
2913,7.43
1351,0.51
198,3.9
1337,6.92
865,7.35
1510,8.5
1036,3.75
210,0.24
2286,4.34
1685,0.4
1083,4.62
1859,9.07
1348,4.59
2147,4.66
569,1.33
2678,5.71
2064,1.08
2007,5.14
369,0.43
1777,5.94
1154,0.13
519,8.57
1204,9.78
1867,0.28
1859,2.26
1927,3.84
379,5.27
1591,8.38
1384,8.33
1869,6.22
1814,0.31
1704,0.82
1978,2.24
2357,4.88
2632,9.9
845,5.31
304,2.41
2495,5.99
1898,2.97
2601,5.37
318,2.06
2720,1.12
1373,4.11
891,8.23
1853,4.14
1657,4.78
2793,0.58
2696,3.44
136,3.18
405,4.24
884,4.03
1013,0.2
1618,0.55
1974,8.17
176,0.85
2298,4.83
2346,5.8
1550,8.4
1017,8.88
803,6.07
1250,0.19
2971,3.91
788,5.03
1716,3.72
1567,3.01
2146,5.52
255,7.01
2067,1.05
1392,3.18
2114,1.55
1989,6.14
2403,2.09
2098,8.88
2658,4.08
707,3.15
871,3.39
2007,4.53
1633,4.03
1560,1.89
884,2.94
189,2.05
1804,6.88
2830,4.66
1701,4.8
770,0.37
2953,1.67
1029,4.2
1838,9.33
1218,2.49
2805,7.55
768,4.13
2032,7.19
2844,9.48
713,1.3
2894,7.4
866,5.39
2846,0.67
1805,5.92
1103,0.28
840,4.54
684,9.89
804,8.18
588,0.68
965,7.05
1853,0.48
1645,8.94
1068,5.92
1885,0.78
337,3.08
223,2.4
1534,2.1
2628,0.51
696,8.58
2058,6.71
999,1.33
484,2.41
2838,3.9
270,9.88
2127,1.02
1490,4.67
141,1.75
944,5.13
1141,1.9
2712,0.66
2869,5.68
2259,4.59
1002,4.39
1065,4.81
1189,7.89
1353,0.73
1388,7.33
1721,9.86
796,4.71
1059,5.76
2840,2.9
2224,2.48
2478,1.43
348,9.61
2284,9.63
2591,5.78
1243,3.31
1279,4.31
931,6.43
1775,3.46
1968,3.92
2168,4.37
1294,4.08
1608,7.02
1972,5.51
2224,1.31
1158,0.57
1739,9.12
2011,7.7
1685,2.41
2066,0.82
2849,5.35
1206,4.09
1337,1.57
162,4.86
1730,6.2
1731,0.12
2950,9.85
2702,1.49
1735,0.55
112,7.93
1686,4.58
1918,7.21
1451,1.81
2712,2.74
1142,4.81
1968,1.35
602,3.91
1207,0.64
694,7.7
2421,8.83
922,4.24
562,6.99
377,5.73
1645,0.62
2313,2.33
1965,6.64
1801,3.79
194,8.37
894,0.25
763,7.23
313,2.27
575,0.38
473,8.85
2085,5.91
2372,3.62
208,0.28
993,7.23
2516,7.24
2520,7.77
2840,2.5
2614,4.66
1237,1.32
1622,7.87
2089,9.72
1961,7.25
2877,2.74
2093,3.55
626,7.87
720,0.29
130,3.64
1152,9.58
718,6.71
629,7.01
1808,7.45
2882,6.02
856,0.26
2601,6.66
1453,5.95
1694,3.37
1798,2.31
2627,5.11
1534,4.5
2569,9.29
1076,8.48
2950,9.93
758,0.42
1358,0.84
2382,8.93
166,6.75
748,6.28
1429,8.03
1182,3.26
441,7.26
1498,5.88
1372,4.09
168,4.01
339,2.65
950,8.66
1004,1.54
1981,1.46
1452,8.3
2711,2.96
1685,2.62
1973,2.08
2983,8.54
2864,1.67
2592,9.88
2808,3.94
2955,5.13
2316,7.36
754,9.83
2960,0.29
1963,9.22
1550,4.14
1055,0.52
2740,2.08
1647,8.66
2296,1.8
283,1.85
894,9.84
2873,0.92
223,6.2
296,6.39
939,9.01
1007,5.09
2806,1.18
2478,6.56
1689,2.05
586,2.02
679,0.39
2591,0.54
575,2.2
2323,9.42
1881,2.39
2684,6.66
654,5.25
1293,2.7
256,0.73
1170,3.48
2613,2.16
619,4.11
818,4.81
2529,5.3
814,4.97
2763,6.41
2989,5.19
224,3.91
1029,1.09
2710,5.85
2180,0.81
1794,0.42
2971,7.65
2679,8.69
1796,7.93
436,2.2
1768,1.38
2245,8.74
885,1.56
1634,0.45
1977,4.44
1625,4.83
2546,6.34
627,8.63
2423,1.33
215,0.98
1097,1.16
2093,8.95
1252,8.6
585,2.7
1698,7.79
2478,9.35
2922,3.68
612,3.46
2699,3.02
935,9.79
103,9.35
2761,7.8
2123,8.64
1367,3.62
2410,3.66
598,3.1
630,2.12
2346,7.51
2121,6.29
505,0.24
2558,1.54
2558,2.46
173,8.31
2754,4.44
2471,0.58
1879,2.2
422,8.32
924,0.42
967,9.02
1340,1.96
2570,8.55
2895,6.33
785,9.99
100,5.28
2098,4.83
2469,4.87
886,1.25
2813,0.79
775,6.76
2930,4.37
1554,8.78
2868,2.45
2404,6.99
401,6.35
2454,5.78
2484,1.34
1757,0.94
777,7.05
783,9.22
1239,9.45
1957,9.48
931,3.71
2709,9.06
489,6.63
2422,9.18
553,8.33
422,3.83
1137,3.77
2301,8.45
140,6.05
1804,8.01
1794,0.46
1877,3.2
985,4.13
1360,6.24
260,1.75
311,5.2
2273,2.3
2799,6.12
2460,2.27
2762,4.63
2958,5.88
746,1.19
128,3.86
1083,3.9
707,5.44
2281,6.5
1060,4.93
243,9.59
555,2.19
319,2.67
2565,3.69
282,4.49
2541,1.51
556,5.61
291,8.39
2429,3.42
1234,0.57
1684,0.93
1589,6.81
2652,7.25
2761,6.46
1254,5.27
163,4.17
1095,0.66
857,3.44
2803,7.54
1088,6.57
2318,4.73
231,3.99
893,8.54
2852,9.67
526,7.49
1425,4.43
2887,4.8
2144,6.12
1060,9.41
2347,7.02
171,2.73
2638,2.56
1279,5.59
258,9.18
1058,7.25
2965,5.25
1561,9.45
1171,5.12
1802,2.82
1279,6.81
2824,9.83
1617,9.61
1093,2.2
2089,2.14
2442,5.35
956,3.08
878,6.1
1870,4.58
2424,0.97
838,1.15
1969,2.68
2077,2.06
1047,8.27
2549,1.32
607,4.04
164,5.2
1725,2.4
2989,3.69
352,4.89
457,7.54
1515,3.34
2542,9.52
793,1.42
1414,4.56
1027,5.73
2596,5.03
2800,8.44
1493,5.58
533,7.41
1892,8.6
960,1.59
2750,1.49
2082,7.25
228,2.31
2594,1.44
2108,8.9
1762,2.89
2582,3.89
1389,6.39
2002,7.95
2430,9.35
2145,0.47
1605,9.93
2569,7.19
387,5.28
649,4.65
323,1.39
733,5.37
2247,7.69
1336,2.11
1257,5.41
1081,9.08
1807,1.36
244,0.88
572,8.86
1769,1.19
2262,4.14
1637,8.72
1703,5.6
855,6.98
1010,3.76
1391,7.23
1401,1.71
2497,9.84
633,9.64
2256,0.36
1595,5.29
2692,6.97
2190,2.71
572,4.58
2448,1.13
509,0.41
1156,7.85
1007,6.6
2938,0.32
2994,8.88
2371,5.22
2172,1.39
2662,3.83
830,6.23
1109,1.79
2272,7.46
1310,1.17
1080,9.43
2887,5.43
1782,3.33
547,9.14
773,0.51
1544,4.24
2006,9.93
470,0.97
1821,5.38
610,9.14
2754,8.56
2557,5.28
1048,8.78
688,1.26
1757,8.37
1067,0.16
2295,6.21
2005,9.45
2285,4.89
505,4.04
1379,7.16
825,5.76
977,4.45
112,2.92
176,9.37
2835,0.36
579,2.41
1741,2.17
2336,2.06
2935,6.59
2438,5.06
1592,0.76
1363,7.79
2333,0.61
1758,2.48
1323,9.75
2857,1.66
854,5.31
2654,2.4
2717,3.72
374,3.57
588,9.2
2622,8.69
2872,6.32
220,3.26
789,0.43
2148,9.55
1505,6.89
1550,9.82
1168,0.69
305,4.86
146,9.25
692,6.05
695,1.24
221,4.96
1290,4.7
1283,4.21
1509,8.7
2559,3.68
982,6.64
2643,4.18
2992,8.87
2253,9.48
1458,1.96
696,7.01
2812,4.58
1576,5.28
2175,9.09
2116,6.02
2900,1.29
1678,4.1
1282,8.75
1623,4.85
665,0.5
1603,9.22
2078,7.85
310,4.86
2797,4.54
446,8.69
1128,2.05
2950,6.05
299,9.96
1066,4.83
1593,6.28
2803,0.65
2124,9.63
2945,5.6
808,6.23
2638,7.67
2507,6.6
2589,3.24
145,6.56
1301,6.6
1888,4.02
2418,5.86
1090,2.94
2181,5.74
2979,9.2
1816,4.38
2541,5.33
939,1.0
2186,4.98
1799,3.38
1144,5.4
563,1.95
979,6.32
432,2.78
675,6.14
1876,5.55
2683,4.96
1037,8.51
423,1.45
1032,4.71
2924,2.48
1414,6.02
1108,6.76
252,4.01
379,3.08
146,4.61
1212,1.17
2927,8.07
173,8.84
1568,4.7
411,6.25
545,7.89
2804,0.92
1565,4.5
1711,9.43
1675,4.22
2228,9.59
734,4.13
2012,2.53
845,7.25
539,6.75
1490,1.37
1910,2.95
868,2.67
157,0.26
2048,6.64
878,6.75
1067,1.88
2268,9.3
2784,3.89
1388,6.48
1556,0.52
762,2.74
2439,3.39
1883,7.72
525,5.82
166,6.29
1392,4.72
2801,6.83
1799,8.78
2059,4.58
1341,4.15
138,4.72
126,3.38
1538,5.73
1725,8.58
1492,2.12
2837,3.51
1572,2.83
982,9.3
1102,7.24
2573,2.84
1449,3.36
2732,3.36
1122,8.12
2126,0.57
379,6.23
546,3.32
573,0.77
2836,6.75
1469,4.34
1086,4.93
522,9.24
873,4.84
413,8.76
133,3.68
2053,9.2
1929,1.07
1306,7.95
511,5.63
2827,9.95
2002,8.47
118,3.98
1267,4.06
2686,1.89
1122,2.23
2498,1.42
1593,9.22
1951,3.44
1751,6.24
1111,1.56
2291,5.44
1405,7.97
1176,9.36
1401,8.45
2942,5.43
984,1.22
2212,3.63
2580,4.74
2817,5.65
2992,4.43
882,4.21
280,2.43
2206,2.4
1941,4.07
1897,2.62
1769,8.19
1368,2.1
592,5.15
1886,8.93
1736,1.62
353,8.77
1697,0.44
2749,7.51
1324,6.13
2142,0.26
2315,5.13
229,0.94
139,2.15
541,1.92
2046,8.53
1858,5.35
1699,2.37
395,7.37
964,5.08
1225,1.43
2842,3.94
2681,8.25
1909,8.92
2178,3.7
167,0.77
1435,8.61
1158,0.79
1784,2.52
1129,9.97
2218,6.69
2307,5.2
1949,9.08
2436,3.72
2318,0.6
2273,9.57
2021,3.47
2091,1.71
2036,4.54
1252,0.1
959,8.33
2330,3.18
735,1.01
2659,9.85
2374,1.71
1839,1.26
2175,3.22
2246,1.96
2993,8.79
2348,7.75
1882,0.23
421,9.06
1596,6.58
2756,9.74
2714,9.52
1360,2.48
2006,8.98
1867,8.56
2543,0.62
1156,4.0
151,8.39
1296,3.47
1088,4.75
2339,0.49
1197,0.68
543,9.8
379,3.2
2345,5.8
1282,5.77
1575,9.42
2886,7.08
2860,2.39
1049,7.26
762,6.13
1415,9.7
2178,5.71
1395,6.3
2449,7.47
890,0.29
206,8.99
2161,4.01
1370,9.23
826,4.65
464,0.81
2296,5.23
1870,2.67
2387,0.83
2917,6.02
2029,8.01
405,9.61
1388,9.85
1657,1.63
1702,0.91
2631,0.5
2810,4.88
1346,8.36
2954,5.85
2197,0.95
2699,9.93
1289,2.64
839,6.18
1864,3.0
550,1.06
1739,7.81
560,8.7
1528,2.74
1952,4.77
1398,7.66
2777,3.76
2438,5.4
2697,1.96
1306,8.55
2311,9.09
2451,4.14
2231,1.78
2159,7.6
2248,0.16
2598,7.28
1978,4.23
1714,8.67
225,7.81
2670,8.52
310,4.17
684,5.02
2596,8.27
245,0.61
2741,4.12
2441,7.18
1691,0.37
2897,5.68
2530,6.24
1416,3.36
841,3.52
409,2.89
2569,6.11
2246,6.8
726,6.0
980,5.25
1075,4.36
1724,6.55
1165,9.98
2886,7.42
562,1.29
633,0.91
2988,2.46
894,6.52
1539,5.02
1234,2.76
2751,1.61
2598,6.03
1285,4.9
1256,3.01
2423,1.69
789,5.26
675,3.43
479,9.86
1570,5.79
1259,9.25
1128,6.88
2652,2.8
1712,4.31
1762,7.62
1642,2.3
2038,6.66
549,1.64
922,7.63
2539,1.64
2678,6.5
1044,0.72
2788,7.8
842,3.85
913,8.61
1978,2.18
1233,1.4
1615,3.55
1907,8.71
422,6.88
660,9.96
2584,2.72
1943,3.49
2307,2.55
2433,2.17
2805,8.73
1582,0.25
1890,4.38
2887,5.82
2581,5.93
1783,5.75
2622,2.58
642,1.44
2995,5.96
1766,6.48
2455,3.73
318,3.12
615,9.37
1104,4.97
2503,8.47
245,1.21
1402,1.69
1060,9.7
2767,6.95
144,6.98
517,0.14
510,2.85
2911,8.45
280,2.05
620,4.42
2487,6.54
817,5.96
1316,6.45
2075,1.59
1531,7.53
1822,2.42
380,2.52
876,6.99
2701,5.18
796,8.07
658,5.15
639,4.77
1372,2.5
100,8.68
676,2.73
357,2.97
2065,4.02
1466,0.94
2039,0.65
1968,8.01
1313,6.13
2373,2.21
2127,7.23
1554,7.04
327,2.4
696,3.69
605,0.97
1747,3.75
410,4.2
744,2.28
557,4.99
1076,3.75
2246,8.7
897,5.25
1850,5.64
2254,4.46
1849,1.01
351,5.4
2117,0.97
2089,8.98
1693,3.16
2585,0.93
2999,5.9
427,3.85
1460,5.26
1917,8.2
815,5.15
1052,9.98
1891,1.4
380,4.79
1226,2.92
1082,4.38
1289,4.36
546,6.52
2249,2.13
1568,0.11
1850,3.46
688,2.57
2822,2.96
1313,3.91
211,4.15
505,3.54
563,5.66
1923,9.09
456,2.57
1220,8.02
285,3.13
1946,5.47
895,4.53
995,9.42
681,2.72
1178,3.24
2178,0.36
229,7.41
231,1.38
2636,3.83
1711,9.68
1671,5.12
854,9.82
2518,7.04
164,1.02
1854,3.42
2756,4.99
2989,6.69
2004,3.04
470,8.75
2182,0.29
299,7.74
819,2.36
2412,0.84
2257,1.54
1147,0.27
1324,3.9
2456,5.75
197,3.89
831,7.65
2483,5.14
579,4.41
171,0.32
2518,5.88
2009,7.02
1122,9.04
2513,2.99
2544,5.32
1630,1.89
2189,4.34
2619,8.86
2444,0.76
2623,1.25
2608,7.56
2456,7.37
2714,8.11
188,8.97
1461,3.34
2206,9.44
742,1.66
1443,9.15
607,2.56
2798,9.66
1320,3.82
1391,0.1
2907,2.36
2167,5.53
808,0.65
2891,0.11
458,9.16
2984,9.76
1048,8.67
2561,3.36
1749,5.44
893,1.55
1554,4.73
2945,8.57
518,3.89
529,7.85
1004,6.43
1486,7.79
1442,4.75
841,8.37
703,4.13
499,0.47
342,7.16
481,3.06
634,8.14
820,3.89
171,5.56
1829,3.78
1342,0.64
831,4.53
2602,1.65
2392,3.22
2818,1.06
412,4.42
2534,5.14
965,1.74
1229,6.81
2041,2.1
339,3.07
2041,1.29
1702,8.94
2950,0.54
1857,5.33
1307,7.88
1824,4.4
2134,8.15
1554,5.8
1350,3.14
1162,9.07
2904,1.71
2945,9.44
1845,4.52
2999,6.06
125,7.1
1071,1.88
2214,1.43
1875,1.9
663,3.21
219,1.85
1681,5.0
1570,4.28
1369,7.26
509,3.93
1256,9.43
756,6.6
1632,8.99
1716,5.36
2138,0.53
2572,4.9
1545,8.39
604,0.32
2456,2.39
2237,2.57
1874,6.75
1868,1.59
950,3.55
1272,0.86
2309,8.52
2576,1.38
2328,7.47
661,0.51
1833,3.03
1715,9.41
2609,3.15
923,9.5
502,4.43
2753,4.73
962,0.27
2522,5.24
443,5.9
1069,9.08
2282,7.44
2275,2.0
1562,1.86
656,4.07
2606,4.57
135,1.47
1115,6.73
726,5.75
833,1.25
927,10.0
1943,5.33
2180,3.62
2607,8.88
187,0.25
2621,9.28
2768,2.95
2022,5.68
767,5.12
567,1.09
1067,0.4
2881,7.02
972,7.49
1272,4.98
2483,8.94
2267,2.53
2208,9.81
1090,9.99
1788,5.68
1799,1.74
460,8.12
735,5.27
2890,5.72
318,4.83
2763,5.62
2183,8.85
2584,9.95
2472,9.17
569,0.45
706,6.51
2531,4.85
2797,8.02
2831,7.68
467,8.03
269,6.24
2154,8.11
599,8.79
2167,1.83
1177,5.43
130,5.37
2113,5.57
2261,1.4
728,7.56
1086,2.97
2663,6.61
2445,7.5
1419,9.04
974,4.82
1502,0.74
658,8.55
2155,6.6
496,1.28
209,2.8
434,0.19
1493,2.49
2017,1.22
2697,8.13
1653,0.21
1094,0.84
351,4.85
890,7.34
2462,8.06
1793,4.82
1490,7.94
1794,3.79
293,5.09
2587,0.92
1849,9.3
2629,2.82
281,3.81
2259,6.9
2140,5.36
2850,2.75
1951,1.7
2198,6.21
1001,8.69
2441,1.44
2402,0.25
1113,4.26
984,8.51
1187,5.42
538,9.33
2125,1.01
880,2.63
491,4.68
2587,9.7
555,2.74
208,6.28
506,9.74
1215,9.72
1235,1.97
826,5.82
2978,6.68
507,5.76
2187,4.07
2868,1.38
1821,0.11
2837,9.51
2413,4.43
1697,1.4
2975,1.92
1347,2.21
255,7.08
2292,9.65
1356,4.87
1906,9.99
2472,1.5
889,8.57
577,8.08
2940,4.2
1923,4.92
