prefix,rate
163,4.33
1561,1.19
2072,5.2
2469,0.1
2349,2.58
2049,2.11
1678,5.43
1085,8.55
1939,5.86
1851,3.1
2159,3.94
1315,3.12
2197,0.87
1391,9.62
124,5.55
1784,7.47
2979,3.99
1596,9.26
2710,9.53
1536,3.02
681,7.14
620,2.07
342,4.31
796,3.17
2313,4.49
793,5.51
2626,1.75
2904,2.09
1478,3.21
292,5.88
2679,9.22
296,8.81
1267,9.63
2644,4.5
623,2.3
311,5.62
2467,6.75
1727,2.85
761,1.26
638,8.73
2945,5.95
2593,8.4
367,8.24
1839,9.05
1686,1.67
2590,7.04
2437,7.61
2326,4.93
2912,8.0
2040,8.22
1889,1.45
1857,9.51
2118,8.63
629,0.35
2061,0.55
2674,6.45
119,2.8
395,9.14
1165,1.48
1039,9.3
251,3.85
1761,9.64
1752,7.31
2258,5.34
1771,7.44
290,3.03
358,4.26
1753,7.41
2755,1.48
787,0.26
170,5.37
2108,9.82
2281,1.67
901,0.59
1709,8.1
850,4.75
2427,2.05
1050,1.8
2357,3.4
2028,4.11
424,1.94
1959,2.93
1514,2.98
1513,0.15
306,5.61
943,3.67
1877,8.92
2437,4.69
881,9.11
2153,6.32
2887,6.21
2915,9.52
341,5.59
1268,0.42
925,9.36
2447,1.66
2223,0.97
609,8.89
454,5.36
836,7.04
448,5.28
2838,4.49
1599,5.1
1922,5.18
1686,9.55
1197,0.78
1279,3.31
796,6.52
2056,2.61
746,5.82
926,5.17
1106,8.96
1512,0.78
2235,1.71
227,3.16
2848,2.23
1246,8.36
551,6.79
2743,5.95
552,4.14
2411,5.61
1851,0.69
128,6.32
1005,2.01
2936,3.59
1447,7.93
1205,5.05
204,9.75
1904,0.16
865,5.81
2966,9.54
1675,5.33
2921,3.95
1363,9.72
874,5.44
1199,2.32
2344,7.44
952,3.21
817,4.59
1144,3.27
1924,6.7
2941,8.02
490,8.65
2383,2.47
2461,0.22
1232,7.31
200,8.82
1959,8.02
2902,8.55
418,7.13
1942,4.63
905,9.16
2339,5.75
435,4.45
2500,6.67
1955,6.75
831,0.54
1272,3.54
1845,0.16
1632,2.18
957,6.29
508,2.98
558,4.61
659,5.71
2500,6.0
2601,0.25
116,9.85
108,1.5
1693,3.09
2867,6.51
2671,2.27
1694,6.98
352,2.76
543,3.55
1198,6.62
2319,9.83
1438,9.56
2490,9.37
2854,9.47
623,4.33
2822,0.81
1532,3.22
1366,4.35
2832,6.02
1742,8.79
2400,3.56
1732,2.1
2653,5.71
592,1.35
1301,6.74
2048,8.58
1258,7.91
2308,8.9
636,3.29
921,9.14
2765,3.54
1035,0.18
2261,7.03
1659,7.58
665,7.52
1824,7.63
674,5.9
2002,7.57
329,6.98
2385,0.76
2687,1.06
2021,2.45
879,3.3
2335,6.64
2471,5.61
532,5.21
607,2.15
1655,6.06
934,9.54
1410,9.02
1569,0.87
1904,7.27
2225,4.75
593,1.33
2160,6.09
740,8.28
2761,6.56
859,9.1
1756,6.11
462,1.37
2495,3.36
506,1.53
2371,9.19
1434,3.39
1513,7.29
1506,1.52
1263,5.84
2212,6.85
2275,3.67
2627,4.32
1389,3.27
2254,4.08
121,0.18
2566,1.23
1464,3.45
2355,1.39
1764,5.08
2515,5.27
831,5.63
1918,0.55
1535,3.07
1151,5.51
236,5.71
762,8.43
1384,8.36
1986,0.16
1063,4.68
1722,3.93
897,7.9
2273,7.21
1885,7.98
1231,7.4
2321,7.31
1490,1.29
503,7.04
1163,4.33
1497,0.38
854,0.77
773,3.76
2307,3.65
2073,8.82
504,8.71
211,5.39
2467,4.49
1323,9.41
1004,2.09
1300,2.93
177,9.87
830,6.84
839,4.81
620,5.78
644,4.81
1954,0.46
1065,7.39
2395,0.86
1405,7.64
1743,6.04
2054,6.29
1700,1.47
301,6.63
1997,4.56
839,2.39
871,1.92
655,4.22
2816,4.09
1386,2.85
2264,4.47
859,0.13
137,9.85
1320,3.22
1768,4.2
2755,7.13
1656,1.44
498,5.82
466,7.99
1073,7.23
372,9.26
2756,7.92
1066,9.37
1898,1.64
810,7.28
1369,2.85
1299,4.02
2960,3.67
1266,3.91
1677,5.12
1429,7.85
2868,0.19
805,1.47
488,1.54
2962,6.21
2110,3.31
798,9.28
2577,7.19
855,5.67
2803,9.0
1804,7.91
277,5.63
293,6.89
1346,4.67
1152,0.92
932,2.26
2778,7.81
987,3.84
2263,4.44
1861,8.28
1371,7.5
699,4.78
1396,9.72
1521,4.14
1846,1.5
2135,5.98
2691,8.13
1553,8.08
560,4.26
2625,6.47
2749,3.66
2604,9.39
294,9.19
571,7.52
1794,7.07
459,2.19
2942,2.06
140,3.16
1004,6.91
846,8.02
1280,1.56
2234,4.11
1860,4.21
1284,0.56
1234,7.65
2322,9.26
1537,1.67
978,9.43
1730,1.76
1303,6.28
862,8.49
1919,2.57
204,6.96
1014,0.14
1566,1.34
2914,3.62
1865,9.28
1972,4.13
2646,9.28
2138,6.35
400,5.45
160,9.95
1947,5.06
2173,7.84
622,3.39
910,0.63
2702,1.43
1702,2.46
1680,7.52
1831,1.49
702,7.64
1232,3.94
2067,3.71
2427,5.94
593,0.97
1126,1.38
2754,2.16
1392,3.99
441,5.94
479,7.33
622,9.56
1973,5.63
2564,7.41
1310,9.64
2234,9.52
2153,6.23
481,5.52
2867,7.98
2776,7.76
1375,4.87
1615,5.99
2581,7.31
2309,1.58
2042,5.71
2939,0.13
408,8.99
1922,1.31
1574,3.9
359,0.25
531,1.11
663,2.98
2032,2.58
1172,3.47
730,8.39
1442,2.32
1172,6.4
1696,6.89
1425,8.28
374,3.18
634,9.16
274,8.22
2208,6.88
2586,7.67
535,9.68
2060,8.46
246,1.0
1680,8.83
1297,9.93
363,0.25
1533,0.81
840,6.5
1800,4.17
1900,7.77
1118,7.87
2423,3.14
429,4.89
2757,4.79
1619,4.17
889,3.36
2033,6.18
2011,7.02
1007,6.32
219,5.2
506,6.64
1005,0.54
1325,7.43
1667,6.4
902,3.7
1438,4.74
229,9.06
177,0.69
720,1.99
713,8.22
2508,9.64
2783,0.21
2571,4.89
1668,6.77
942,5.03
2124,2.3
451,6.42
506,1.51
1886,0.71
2581,6.19
1236,6.87
391,3.45
1698,5.69
577,9.62
2301,7.33
1457,4.85
1320,7.56
1526,0.74
787,8.01
586,8.71
2949,9.96
1763,2.88
127,7.79
1061,3.76
1573,7.36
350,4.82
1529,6.93
1249,5.28
2121,1.56
643,0.61
978,0.91
665,9.59
709,2.67
2860,5.25
2118,0.2
843,3.18
2059,2.1
1758,4.3
404,9.02
2478,0.6
586,7.55
429,5.77
285,7.77
2912,7.43
2634,6.16
450,7.23
1020,2.85
1674,8.62
871,7.0
1628,5.97
2156,8.99
914,2.91
361,2.1
1611,3.68
849,0.24
2390,5.83
1709,1.91
1906,8.49
2576,8.32
2974,6.86
390,9.82
2526,3.2
680,7.15
815,9.46
1897,0.64
2788,8.27
2587,1.81
1693,5.77
1220,7.21
306,7.4
2741,2.46
2698,9.2
898,6.7
1470,1.09
416,9.04
2880,0.65
1002,0.22
1190,8.49
2180,9.66
1246,6.2
2530,9.05
1052,2.69
2986,6.25
2472,2.28
1353,9.32
952,0.91
2114,0.35
468,3.87
2125,0.21
1169,4.72
2204,0.74
210,8.44
2668,2.08
2256,5.9
1751,2.99
482,1.1
390,1.49
2992,5.45
1339,4.55
2228,8.87
699,7.64
968,6.25
1522,2.35
2330,3.18
953,5.23
620,4.77
670,5.37
1206,3.09
1978,4.29
2827,5.02
1897,8.31
693,0.6
124,4.54
1226,6.58
2843,7.8
1383,9.36
801,0.19
887,8.31
2792,7.67
578,6.46
936,5.75
2999,8.46
867,5.66
1812,1.08
403,7.08
1735,4.29
1819,9.44
465,8.97
2963,2.95
1034,4.62
1319,6.89
727,3.96
1160,4.12
101,6.2
2673,7.11
1613,9.85
752,7.07
1144,2.8
498,0.93
2322,8.97
2003,7.75
1528,9.31
2179,1.23
2225,3.38
1589,7.87
396,5.29
441,5.8
2888,7.04
992,8.59
1976,6.79
1254,1.73
1203,7.1
2827,5.33
1337,4.75
572,6.06
1263,6.9
2010,7.03
307,5.46
1943,7.53
817,5.85
1971,3.66
1325,6.29
2412,2.03
885,0.42
2807,6.84
2586,0.59
2127,3.85
2619,3.24
1944,3.15
436,4.88
2950,6.25
2113,7.03
2298,3.03
2673,1.85
1092,3.11
2385,6.91
2578,2.17
2175,9.23
1098,5.52
1380,6.37
1181,7.59
1620,2.06
2882,0.2
164,1.0
2089,4.53
1203,1.03
1663,6.6
1945,9.03
2706,9.88
2286,1.95
2698,3.1
2964,7.18
2769,8.77
2455,6.45
1499,8.32
2423,4.92
854,2.8
1226,6.0
107,9.53
640,9.2
441,1.04
1315,4.53
106,2.77
1228,1.3
1848,9.96
505,2.76
1108,5.54
2596,8.44
604,2.13
729,0.28
543,5.86
1929,9.32
2208,9.61
192,7.9
1452,6.7
662,8.89
664,6.37
981,6.38
2025,3.18
819,6.69
795,3.69
1769,6.94
1964,0.2
1377,1.9
1849,3.92
1174,5.4
2252,2.21
1581,0.13
2898,8.06
104,7.5
1559,6.32
2056,0.68
833,1.38
2948,5.88
1108,4.58
949,1.37
704,4.27
902,1.84
226,8.91
392,8.9
1750,7.62
1744,5.47
1311,1.25
1342,4.04
2600,7.01
277,7.79
945,7.68
2504,7.22
2712,5.83
2501,0.6
1276,5.44
1551,0.75
1446,9.0
1604,3.96
1593,4.65
2304,1.17
1105,3.58
1541,8.68
2892,3.18
1279,8.85
2151,4.91
2785,3.03
1909,7.28
2430,2.58
1447,9.15
1981,9.7
2721,5.41
1076,8.93
1617,8.68
2570,2.78
1367,7.2
1178,6.32
892,0.28
414,6.36
228,4.02
2348,2.59
129,5.5
1969,5.36
1201,6.14
640,8.41
1773,9.06
1267,5.55
2287,0.25
186,0.22
1472,2.05
2138,3.84
1923,9.89
2827,9.69
306,1.47
489,2.4
605,9.07
860,3.98
2096,4.72
2907,1.58
1138,9.62
1246,6.4
2129,5.27
1130,6.37
239,9.93
788,1.37
2144,0.78
1404,1.55
152,9.4
690,1.6
859,0.78
2069,9.33
1031,1.18
1626,2.1
1036,9.97
2905,8.23
1010,2.21
2150,6.18
1998,8.65
151,0.12
1112,7.09
523,9.53
1431,2.51
2568,3.32
1183,5.95
1467,5.32
1007,7.07
1502,1.67
201,8.13
2227,0.73
464,5.77
384,8.62
2390,5.8
2032,5.54
1891,1.55
2634,3.52
2057,0.53
1828,5.72
2203,3.06
2792,8.76
1243,3.99
2519,8.03
1817,3.43
1150,5.01
2527,8.99
1932,6.3
1076,9.67
1326,2.32
212,5.81
1078,5.15
2693,8.68
307,8.04
1937,3.35
2399,8.92
348,0.35
1552,9.72
399,6.48
543,8.49
2966,3.45
2201,5.68
209,0.97
1079,5.1
2021,7.99
107,8.39
2602,6.15
2725,5.79
2866,2.61
2184,8.75
605,5.28
1094,4.85
1704,9.91
2649,1.58
1408,6.47
1125,6.83
1466,0.36
129,4.78
616,2.48
800,4.23
2032,1.41
561,9.94
2703,5.34
1944,1.02
2077,6.2
2576,9.17
1409,3.51
2757,8.11
629,1.73
419,8.19
523,3.49
2029,9.23
2472,8.93
2563,4.01
1808,7.45
828,2.29
1996,6.93
622,9.19
2718,2.65
1988,7.85
2822,1.58
1813,7.72
440,5.89
1837,5.01
428,3.15
1712,6.27
2859,7.42
251,3.41
1069,6.66
1047,3.07
320,6.37
1902,2.58
980,8.69
2915,6.18
909,7.14
1253,1.03
502,4.54
2294,2.58
1212,9.1
296,0.6
513,7.36
1784,1.11
581,6.08
218,7.73
719,8.67
837,6.69
2928,3.89
2125,3.8
1383,8.18
2617,4.89
1636,9.24
1939,1.28
2599,0.91
664,4.31
1069,7.6
1743,4.67
767,2.39
616,2.29
808,8.16
1663,5.23
2919,1.3
1501,3.7
1552,7.23
445,5.99
2423,1.48
957,3.89
1758,8.1
2070,1.2
1971,8.88
2657,2.15
2876,7.33
1192,9.93
1345,8.22
2693,5.15
2634,9.15
476,0.28
1980,1.82
986,9.19
1531,0.94
486,0.69
1908,5.91
568,3.32
1910,6.24
1707,4.41
443,0.64
2972,9.42
1946,2.5
1177,3.1
918,5.71
2017,5.01
2487,8.17
2571,6.04
1801,0.67
1616,1.93
1727,2.88
374,2.39
1252,6.42
1543,1.52
548,2.16
2425,2.35
1623,6.91
604,5.93
397,2.73
2142,2.51
2963,0.9
1237,4.32
505,4.64
1313,5.1
1662,6.19
127,8.06
2588,6.53
596,1.64
1489,0.27
2349,1.98
1454,9.24
1677,5.26
2464,1.82
891,7.53
373,2.99
391,6.4
767,2.04
1773,7.96
2694,4.02
2545,7.21
2117,5.07
2045,8.26
1192,7.08
2670,1.55
741,4.46
381,0.39
958,3.28
689,5.31
1489,3.04
344,8.03
2621,7.01
2283,8.6
1659,7.78
132,3.91
2177,9.05
441,4.99
2625,2.63
2404,9.92
893,9.4
184,2.66
2377,5.82
1546,4.72
2391,0.43
2098,4.03
2138,3.05
225,4.67
2360,4.6
2945,7.09
450,2.33
1017,9.32
101,7.52
420,6.95
529,2.82
1423,7.68
1443,6.59
1176,2.72
942,6.44
783,0.84
928,9.98
1978,2.58
2299,2.86
1878,4.5
1871,9.22
1680,3.78
2295,8.15
2204,0.98
182,2.34
2382,1.83
2543,1.63
2700,1.16
637,0.11
1117,2.19
885,8.87
446,4.89
578,3.81
2669,1.88
1194,0.88
1281,6.55
1670,5.09
1919,2.49
2370,6.94
1062,1.3
1154,2.36
1804,2.84
390,7.28
1222,1.35
1719,6.17
1017,1.82
2317,5.87
2056,7.75
1717,4.03
1539,3.59
2777,9.35
422,9.19
2090,8.83
1376,0.53
861,5.25
441,6.44
1713,1.26
2581,9.13
2336,4.94
378,0.82
872,0.59
1188,6.97
1345,1.41
128,0.75
2043,8.5
501,6.04
1150,4.56
2929,0.74
1579,0.22
456,0.13
2597,3.08
1266,0.91
1197,8.55
511,2.9
1472,6.18
507,2.86
1270,8.53
374,4.38
2006,5.94
1712,1.25
602,7.8
1368,6.94
2386,8.58
541,9.99
2814,1.06
477,1.43
1712,5.36
2765,2.8
2191,0.78
455,3.59
2275,4.34
1878,1.95
346,1.03
2802,3.22
1091,1.18
1871,7.17
1460,4.71
1467,5.76
730,2.26
1507,5.15
1123,3.03
2265,2.23
1756,4.59
347,5.08
545,4.12
322,0.79
1834,2.75
2722,5.16
932,7.93
1202,9.23
2885,3.52
2012,6.17
275,0.25
790,8.57
1569,2.3
206,1.41
175,7.93
2030,7.84
835,3.81
2621,2.39
553,2.87
589,8.47
510,4.88
721,2.38
663,3.91
320,6.99
1323,8.37
950,2.49
1121,9.27
1250,3.71
836,1.74
1715,7.3
1239,6.9
1042,6.69
711,1.03
2163,7.91
2951,1.22
1948,6.14
832,0.16
432,9.29
2658,6.3
2414,6.26
2025,4.47
2981,5.8
1313,7.22
1708,3.18
389,6.89
1067,1.21
2997,8.54
1426,2.32
1543,9.56
451,7.37
575,0.23
589,8.41
1038,2.1
1200,2.86
2995,6.65
445,0.21
1519,0.21
2136,8.78
700,0.56
1544,8.91
2130,0.13
623,4.52
1571,7.77
467,3.96
639,2.49
1315,8.61
463,4.0
2914,8.7
797,8.52
1318,0.37
1784,5.14
2993,8.87
2085,8.37
2902,4.29
1484,0.76
1582,4.29
384,4.21
867,5.18
1437,6.88
1915,7.26
1987,6.8
482,5.65
1545,2.76
2559,5.81
1674,2.06
2251,7.51
2083,2.14
1790,7.51
221,3.91
1776,9.43
2719,1.59
269,9.0
1764,9.28
830,7.37
2113,5.98
2741,2.13
445,5.19
2019,5.08
1517,8.67
1483,3.67
1578,7.25
925,4.41
2716,7.99
1510,5.13
2972,8.04
2474,5.4
1389,3.9
2847,4.13
2785,1.13
833,5.76
2732,6.95
2136,5.57
2216,0.17
1829,2.41
1049,6.35
2272,6.82
2631,0.56
1081,0.55
519,1.75
2639,9.54
1000,0.24
2186,4.59
265,3.0
505,9.88
2985,9.29
827,4.14
2696,5.15
1705,2.87
735,5.56
1113,8.91
526,5.15
100,0.91
470,0.9
682,8.15
1428,3.98
2637,8.94
2637,1.89
995,5.89
1235,2.64
2626,4.05
1184,6.59
2992,9.7
1802,4.61
1596,5.18
1109,4.64
2527,2.9
165,8.4
937,0.66
1987,7.3
1064,7.72
1655,4.86
1853,4.8
2094,8.87
1453,6.95
1406,2.8
2681,7.7
114,1.02
810,2.16
2649,7.99
2498,7.89
1260,6.12
2318,3.28
2209,1.29
2538,0.53
750,2.24
767,3.36
1998,5.65
1293,1.86
2095,1.68
1850,3.26
201,5.38
2851,5.86
162,9.47
2841,0.58
2388,6.65
444,3.32
1453,1.91
155,4.34
462,7.76
857,8.52
2293,5.1
1229,9.95
696,6.37
1446,1.93
2979,9.77
1274,7.45
649,9.3
1463,6.24
1489,5.83
170,9.67
2585,3.81
600,0.51
694,9.98
2980,4.54
2077,8.96
1217,9.4
2150,8.6
1293,2.47
816,7.59
1408,4.95
1760,7.26
2021,4.81
108,9.73
680,1.46
307,7.86
1789,5.3
1696,7.41
2819,0.14
2755,5.49
1946,8.27
2055,2.24
2962,3.0
2995,9.51
926,1.42
2031,7.16
2109,4.77
2487,0.32
1591,2.34
2682,1.18
2400,6.7
2765,0.89
555,0.57
2713,0.14
1343,0.23
566,4.79
2077,7.28
1150,6.73
1789,2.17
1956,5.31
2674,1.51
2779,8.19
1168,3.36
417,0.24
1419,7.22
707,7.79
717,9.32
2167,4.04
2200,2.17
1601,7.98
2674,0.44
2399,7.13
1844,3.22
2554,7.54
2248,1.34
1860,0.95
2056,8.26
126,3.0
706,6.07
2046,2.44
1504,3.08
1208,6.54
807,5.2
2091,0.89
904,5.23
2956,7.6
262,9.15
2150,9.02
2336,3.23
2959,5.04
1022,9.44
986,9.33
2193,3.92
1718,1.3
2494,0.99
639,2.28
1204,4.88
1645,6.0
2282,1.57
1331,1.33
1561,8.52
1835,4.26
898,5.14
1666,2.23
1134,9.21
118,7.79
1662,0.81
1997,8.12
1173,0.53
602,8.71
651,3.0
2480,3.57
2693,2.03
1759,8.57
1345,9.7
2313,1.95
791,2.24
2365,6.64
2290,6.07
112,1.28
414,5.91
2342,7.15
1908,7.75
1645,7.36
1247,3.62
2182,3.16
2740,2.5
1130,7.21
955,8.19
2761,6.16
1406,3.33
2382,2.71
667,5.54
124,4.4
1059,3.65
2451,1.56
1545,8.3
456,5.76
2438,0.52
2977,9.61
1653,4.99
2871,5.88
1708,5.68
2510,4.85
1550,7.13
450,5.16
1587,1.83
1002,0.39
900,0.99
799,4.04
2506,5.12
537,7.44
679,5.41
853,7.45
2102,6.94
598,3.38
2428,3.81
2207,7.18
2955,5.45
2651,8.17
1959,2.13
501,1.5
1558,1.21
508,7.62
2294,9.02
527,1.94
2213,2.98
2448,1.74
962,4.98
1766,5.89
2824,4.76
2384,4.8
2651,3.86
1714,8.79
172,5.5
775,1.87
470,2.36
319,8.86
2326,0.6
835,3.17
392,4.92
344,3.87
256,8.96
1483,1.93
516,6.04
513,1.88
2834,9.59
257,3.42
2502,2.23
2329,7.94
995,2.55
337,5.92
1985,9.46
108,4.3
852,2.54
1048,8.69
258,0.72
794,0.35
1984,4.23
712,4.41
513,0.36
177,6.96
2647,9.53
2501,3.48
2902,7.44
2912,7.34
2385,0.95
102,0.85
1895,7.67
594,9.22
263,6.31
478,0.67
2722,6.61
587,9.78
154,7.63
1550,3.4
1804,9.62
1765,9.3
179,1.82
1459,2.63
2798,7.44
2212,2.81
1492,6.32
908,3.24
1069,0.18
1763,3.88
2613,6.93
2749,8.41
184,2.78
2267,1.51
2418,8.2
871,3.14
576,9.19
2625,1.29
684,4.35
706,4.75
2268,6.31
1592,9.67
187,2.4
863,3.14
247,1.37
1119,0.32
2363,6.36
1463,9.41
878,4.91
1579,3.39
1798,8.42
2436,7.35
210,6.59
1829,6.3
2049,8.58
2152,1.78
313,4.88
289,0.54
2092,2.28
1148,6.56
2893,8.28
2476,3.04
2896,1.93
2923,7.52
249,1.41
2448,3.49
428,5.63
2785,9.94
1598,5.16
1120,9.4
851,0.65
1284,1.17
1119,5.33
1224,1.89
2900,2.13
2101,9.75
2303,2.56
405,5.86
1069,7.59
2381,4.53
1384,0.44
1958,6.29
2237,6.94
967,8.71
308,5.26
2965,5.84
2631,2.29
1628,6.3
1293,2.59
1499,8.53
2493,8.36
1377,3.22
2473,8.44
1900,3.29
1346,0.37
2193,2.6
1474,3.25
848,9.31
932,7.62
1006,0.79
2485,3.09
1164,5.85
1546,4.08
1035,5.54
1921,2.0
336,2.78
528,4.05
2681,2.48
721,7.66
937,5.51
1618,7.17
581,9.23
610,3.88
735,3.71
1354,5.53
941,5.14
2485,3.71
535,7.54
192,7.16
1716,1.31
1607,8.5
2129,0.94
303,1.77
2150,2.27
510,1.91
296,6.35
1217,3.76
455,4.78
2038,0.45
1478,6.25
552,4.76
1211,2.26
1791,5.14
1547,7.33
1874,1.63
2973,9.11
1086,7.2
2976,0.5
160,4.6
777,6.92
2133,7.48
1359,1.34
171,6.28
1441,3.96
1991,3.38
2490,6.43
1851,4.63
1800,7.6
575,1.12
2394,0.14
1877,5.99
614,2.06
1153,5.09
1222,0.99
