prefix,rate
686,5.07
2237,5.74
2382,7.17
580,3.98
527,4.25
676,4.27
2475,5.55
2282,1.84
2063,4.61
1544,4.6
2353,9.12
2406,3.26
1700,3.57
687,5.03
1971,6.75
1975,5.32
2998,3.81
256,2.3
695,9.45
505,5.15
767,6.6
2824,4.83
350,7.31
2367,0.66
1880,4.48
565,1.53
349,0.62
2931,9.64
1162,8.25
2617,1.87
160,2.8
2805,7.65
2627,0.47
1820,1.62
1387,0.48
591,6.55
411,0.37
2275,5.4
2046,8.51
675,1.76
2824,8.05
2235,3.03
1749,4.26
2730,7.31
2003,6.06
1280,3.26
1880,4.22
1112,5.99
1450,0.6
2101,7.91
1148,6.99
643,4.49
389,1.95
1641,9.79
2356,5.2
2030,6.13
1592,3.83
2392,8.56
2710,8.76
2098,9.7
484,4.82
748,3.77
2525,9.42
1825,8.35
2960,2.97
447,2.22
1107,9.45
801,8.61
796,8.42
2165,8.26
1038,7.21
925,6.02
2752,8.96
1758,3.52
1313,1.89
2548,4.58
2105,4.0
1806,0.63
1577,7.11
1749,0.43
1612,9.98
2840,2.06
2989,8.5
2450,2.96
1921,2.95
2746,1.79
2740,8.31
1378,7.33
2647,5.03
993,5.37
475,3.33
2180,7.75
449,3.75
1827,5.81
2207,6.78
1822,7.11
915,4.51
2188,9.54
1410,7.26
1909,5.1
1865,2.32
556,8.82
2172,6.18
2200,1.7
739,6.35
2677,0.14
1944,3.82
2812,4.1
2215,8.68
2095,7.09
1872,3.73
2015,7.31
1906,1.77
1653,4.26
1335,3.44
1675,7.58
2631,7.31
1331,2.78
1613,8.57
1286,2.24
2272,1.07
1920,1.01
577,7.11
358,3.18
2926,1.22
1751,9.71
2952,7.28
2645,5.33
1353,2.76
2397,4.43
405,6.73
1745,9.47
287,8.86
2980,8.76
2843,2.13
1214,4.63
188,4.47
2308,9.16
2933,8.13
121,2.12
1439,1.47
2354,7.2
1847,1.52
2310,6.05
341,9.37
2041,6.68
2237,6.12
2426,5.48
1736,4.43
2858,2.73
1599,6.74
1666,5.69
533,9.36
2692,3.3
388,6.69
307,0.54
223,0.47
913,6.32
828,0.99
2468,5.38
1699,3.07
1962,5.62
1676,8.3
1115,3.75
159,2.19
1663,8.86
1614,8.52
1359,8.26
2465,3.88
955,0.11
534,9.97
2503,5.71
2020,7.72
1515,4.56
1715,2.34
1448,8.1
524,3.01
2512,7.43
589,4.64
653,0.16
169,2.03
1192,6.27
2206,6.86
2627,4.33
282,4.71
891,9.22
2011,4.05
2153,2.43
2025,9.12
2290,7.07
2002,1.58
2687,8.03
2171,1.8
2732,0.52
2274,5.76
2681,4.71
1558,4.91
952,2.95
892,8.19
791,1.43
521,7.29
499,0.88
1072,8.87
137,5.04
1189,0.8
607,8.85
1697,8.23
2789,2.39
897,5.83
2627,4.81
1731,8.83
2119,4.1
1860,5.62
341,2.63
2406,7.37
1816,4.22
993,7.77
2922,9.53
776,9.77
2376,0.36
2058,1.31
1531,0.82
1304,2.21
990,8.91
1673,3.49
189,3.43
1722,0.18
2577,1.39
2937,7.76
1153,6.84
1803,2.11
2257,5.32
417,6.95
111,5.43
1814,1.23
2170,4.25
1099,1.15
2184,9.75
990,6.74
124,5.09
1385,7.72
221,2.81
917,1.62
1132,9.65
395,7.6
1911,9.99
1677,9.32
1555,9.43
1030,0.72
640,5.0
861,5.95
1449,2.48
758,3.35
694,9.23
1381,4.65
1733,4.59
2486,9.99
2693,2.27
2738,5.63
832,8.04
618,9.99
716,1.5
765,9.54
2664,0.16
879,9.79
519,2.24
197,9.16
2736,6.95
733,1.02
1529,8.29
2663,8.6
1103,2.34
1519,2.59
855,3.97
979,5.31
1187,7.38
662,3.9
2542,9.68
933,9.48
1383,7.85
2290,2.47
355,7.63
2608,8.78
389,7.27
2790,2.92
1641,3.01
2011,5.15
2936,1.06
1898,0.77
144,5.19
2304,7.54
2328,3.26
1445,7.16
444,9.52
2421,6.93
1280,6.06
125,3.17
700,3.49
1352,3.97
1162,6.35
1313,5.29
2596,5.26
944,9.72
2448,3.48
1037,1.16
622,4.5
2627,6.18
810,4.18
2749,6.35
194,5.92
1299,0.47
489,7.87
809,1.57
1808,4.26
807,3.16
2644,6.76
2718,0.7
2795,3.74
710,8.76
1960,5.59
673,2.72
341,7.45
1134,1.87
1568,7.36
2726,9.52
430,9.72
2140,4.3
2669,0.96
1171,1.16
1527,8.93
1046,9.35
733,4.06
2545,6.9
2983,9.51
2338,9.94
2141,4.23
1351,8.55
1270,6.02
2297,4.08
1800,0.78
2647,2.02
311,1.76
2056,8.17
1202,0.88
174,2.92
595,3.28
2939,3.81
413,2.58
2578,8.58
2588,1.12
176,4.74
1873,9.83
2589,9.31
1414,8.17
863,8.63
1053,1.68
1176,4.47
2853,8.68
2860,0.44
342,5.45
1025,0.97
1184,5.51
2882,1.92
2520,2.8
666,2.77
1851,5.63
1736,2.23
905,7.07
2951,5.65
864,9.19
2196,4.39
1876,0.46
1248,9.98
661,1.08
666,8.44
1389,7.3
2408,7.42
1417,5.53
2354,0.38
2993,4.98
1480,5.22
1770,9.9
1634,8.13
2810,5.76
984,6.06
773,6.96
2255,3.05
1805,7.51
1838,4.5
1354,3.23
2734,8.99
1027,8.17
1800,9.03
433,9.58
608,0.29
277,8.41
572,0.69
614,1.45
502,4.64
2358,1.04
1714,1.0
196,4.88
2737,1.03
633,2.46
672,0.2
1664,9.84
2687,6.74
2009,0.29
698,8.19
1388,6.52
2349,9.53
175,8.05
1956,7.75
873,0.38
2561,7.78
946,4.15
561,7.18
2069,9.57
2684,6.92
1683,9.21
1066,0.21
1982,3.59
583,2.15
1307,3.32
333,4.34
558,8.98
2399,5.97
202,8.22
2152,2.79
2343,6.29
1594,5.05
2399,4.04
1558,8.85
2366,8.39
1665,3.51
1537,0.79
1068,8.07
679,8.36
1838,2.42
1818,4.19
2462,6.97
924,3.36
1634,2.53
994,1.17
1406,8.94
1619,3.92
2560,6.19
395,2.46
259,0.9
787,3.16
434,2.27
1744,9.7
1945,0.41
253,4.41
2010,9.74
1928,0.55
583,1.28
1198,8.17
2167,1.94
1869,6.13
2193,4.64
1868,7.27
1829,8.28
551,5.23
2261,9.72
2446,8.98
1273,4.84
168,1.2
2501,6.12
321,3.24
462,6.01
2952,2.02
1522,0.55
174,6.08
213,6.06
1880,1.13
1062,2.94
743,2.48
1698,8.23
1776,8.29
2988,1.21
355,0.89
367,8.31
2621,3.17
412,8.14
2161,1.84
2655,8.49
1140,6.41
2115,6.99
2690,1.37
1748,2.77
1067,0.97
2247,7.37
970,4.34
544,0.94
757,2.46
1296,9.91
2362,4.19
2978,3.87
791,9.63
447,7.76
916,2.23
1443,5.89
1009,4.66
1515,6.53
698,5.59
2802,4.6
1961,6.16
2577,3.91
1468,6.99
1630,3.77
2926,2.87
266,7.42
1508,7.81
2278,4.91
938,5.32
875,8.67
2169,9.54
2761,8.21
2188,2.97
2086,9.5
1619,1.85
2470,7.81
1597,0.63
2553,6.57
373,1.59
997,3.75
1563,5.59
117,1.13
2934,5.66
2405,0.31
813,1.78
240,2.74
1661,5.96
2119,1.31
380,9.67
229,9.72
1094,6.4
766,7.82
153,1.35
2108,4.61
2013,9.06
882,2.08
639,2.85
985,9.79
1698,3.76
2605,0.51
1915,5.14
2373,9.31
1758,4.38
658,3.18
224,1.04
1432,4.87
2760,2.47
1291,0.7
1112,2.74
595,8.91
520,4.74
1270,5.72
824,2.98
316,5.74
1818,9.07
391,4.23
1583,6.74
820,0.27
432,4.76
406,9.99
2865,7.5
2145,5.04
2902,9.94
2523,2.01
2966,1.02
1084,8.64
628,6.82
2698,7.58
2884,2.1
300,9.62
1924,0.61
1034,3.89
1969,8.66
1113,6.76
1571,8.89
1589,0.42
2092,5.51
1780,0.38
513,4.75
629,2.37
1495,9.94
914,1.56
392,6.79
2052,2.49
609,4.24
1454,1.52
2129,0.44
1178,6.92
1533,2.28
1196,4.12
397,3.07
1649,4.18
830,9.28
720,2.79
600,5.79
2880,4.75
1355,9.9
1797,3.72
1458,6.27
2807,6.06
1249,2.84
2968,4.81
1815,9.71
1680,5.57
2089,7.07
1329,8.08
2813,4.27
2603,3.63
750,3.31
995,2.15
2319,5.29
1706,5.57
176,2.61
1862,5.05
368,1.53
825,8.85
1280,0.88
563,1.74
320,3.96
2041,4.86
2566,2.31
962,8.53
1887,7.58
2738,1.98
1377,5.21
1519,3.86
2279,7.13
1263,5.26
1257,5.51
2339,2.28
1048,3.53
2003,2.28
2778,4.2
2793,4.38
1244,1.98
694,2.8
2911,9.18
1988,5.46
772,6.34
1029,8.12
106,6.08
850,7.79
2864,8.38
1785,5.1
2314,7.36
843,0.54
2858,1.89
1000,9.34
1875,2.88
2021,7.24
1362,0.2
817,3.77
1648,7.86
1698,0.81
424,5.75
875,4.54
2694,1.25
1546,5.02
838,5.2
1237,1.31
2969,10.0
1201,3.38
2716,1.17
1821,3.59
1854,7.93
1791,9.85
1457,3.4
1310,2.01
2661,1.25
1653,7.38
808,4.74
1530,4.03
201,9.05
2108,5.57
1907,8.06
2595,2.51
751,0.26
1833,1.36
648,8.97
1400,9.85
229,9.66
183,0.78
1030,2.97
1381,8.51
2507,2.2
922,1.87
1600,7.5
255,4.7
2947,0.77
477,1.12
1908,7.22
275,8.28
485,2.9
2503,7.21
218,5.49
2368,0.15
2145,4.52
968,3.75
670,0.33
1120,3.32
2447,5.29
2140,0.41
741,6.03
2611,1.55
1254,7.61
1607,0.85
1736,5.84
1804,9.96
816,8.42
978,3.92
2313,1.46
998,0.71
2072,9.91
2720,7.8
532,6.4
2068,3.82
1979,6.79
146,1.47
1717,1.77
2971,9.06
2626,9.52
2497,6.37
1352,2.49
2819,7.74
187,8.78
1993,3.12
1175,8.59
2697,4.96
2516,0.82
897,6.21
1669,1.6
2871,4.96
226,3.35
2675,9.41
428,6.06
2193,9.89
2360,5.21
2877,2.75
1491,8.36
1647,7.87
1497,6.17
2240,6.46
2501,1.14
1381,9.03
2986,6.39
1187,5.06
2252,0.16
781,5.21
2138,8.33
2638,8.98
2401,3.18
2955,3.69
487,6.5
330,9.76
380,0.45
1136,3.07
2728,4.62
2955,3.67
1084,7.47
2732,6.84
2333,4.58
1576,0.71
426,3.7
2914,0.5
1410,9.87
2936,2.42
1231,7.28
1482,4.83
896,0.34
1738,2.82
743,8.63
1271,4.97
261,5.97
2912,7.93
1002,2.0
1022,1.16
1666,8.18
964,1.71
1861,9.57
2213,3.26
1225,3.5
2469,5.11
2175,2.78
1161,7.83
2639,3.77
2265,0.93
2449,2.3
1537,3.57
561,7.81
2671,6.92
2899,5.13
1517,3.41
1649,7.37
1468,5.17
2286,9.02
881,9.05
2724,8.42
955,3.74
338,6.86
2970,6.92
2106,7.03
1296,9.19
655,9.6
2146,8.43
1554,3.16
721,5.95
296,0.9
1980,0.66
1829,5.27
1249,7.06
1734,9.66
132,3.36
2780,6.39
1847,3.38
206,7.35
1200,1.56
294,3.85
133,7.11
234,8.32
2145,6.55
1888,9.96
2836,7.62
1402,5.97
763,6.18
1540,5.17
643,0.47
2636,3.28
2550,7.7
1713,9.31
2567,2.62
220,6.62
2799,8.9
2248,9.9
1241,6.67
2683,2.55
1273,4.38
1367,9.57
1126,2.59
1826,9.11
1087,1.27
543,5.12
618,6.66
348,1.62
1719,3.39
747,6.86
2607,1.84
2073,9.4
906,4.45
2451,4.61
2707,7.12
349,3.8
1795,4.67
1110,8.5
1761,5.72
730,7.71
1021,9.58
908,3.48
1748,5.43
1629,8.26
318,0.79
695,3.81
2825,6.39
747,5.18
1572,2.51
2350,8.19
1760,0.71
1460,8.57
930,4.41
2549,5.35
347,6.8
2578,4.4
1027,1.92
776,0.19
955,0.47
196,0.28
2941,7.29
1974,5.43
556,5.44
648,2.67
1549,3.64
442,5.88
2345,9.87
1987,7.59
1967,1.58
2165,0.53
2085,6.14
1242,1.37
222,6.74
1169,1.37
607,4.08
2034,4.99
2409,1.48
592,1.98
969,7.87
1283,0.73
470,6.97
2475,2.62
878,3.2
850,5.71
1665,9.94
2549,2.11
1155,7.58
2081,4.25
1215,2.97
2836,9.86
2193,9.04
2830,9.86
111,2.92
282,1.78
2670,3.01
284,8.7
1815,4.49
1439,3.96
1005,8.1
1091,7.51
1625,3.21
562,2.57
2459,4.35
2635,0.18
1490,8.97
2390,1.56
500,6.53
2815,4.68
2726,5.52
2397,1.32
2605,4.71
2488,0.96
1660,7.34
1836,5.39
1022,8.89
1982,3.86
680,3.28
449,8.56
2624,3.15
2109,5.56
204,3.71
1031,9.99
2632,8.03
1459,6.29
477,1.74
2713,1.41
736,2.33
1202,2.34
2530,4.09
349,2.87
2969,8.08
620,9.22
1784,3.8
823,5.71
789,0.32
1696,0.82
1964,8.46
1280,7.89
422,2.2
216,6.57
329,1.31
845,0.18
2842,3.25
630,4.12
1965,2.56
1163,2.66
641,0.19
1600,8.51
999,6.06
1825,1.18
760,4.17
2515,3.47
1189,3.02
1445,0.87
2846,9.53
2119,4.67
412,3.45
1001,9.28
922,2.18
1105,3.83
1469,3.5
2383,3.29
1228,9.42
2506,6.97
1398,6.59
2715,2.09
1945,0.47
2807,9.52
2151,5.3
2201,5.34
139,0.11
884,0.94
2759,4.79
1672,7.68
445,9.46
2411,8.59
1483,3.9
1836,4.0
1228,7.13
330,0.55
178,0.54
1947,1.7
2268,2.08
999,8.28
1925,8.22
701,6.03
634,4.78
768,1.49
2164,9.82
2687,9.02
607,5.32
2093,1.92
2001,1.63
2479,6.18
2140,3.53
1309,0.85
120,2.06
920,8.42
430,8.8
1417,4.12
520,4.92
487,7.33
2928,0.62
2326,2.13
2553,0.2
208,5.54
2347,4.14
528,5.98
109,3.9
1274,6.4
1869,5.28
1842,0.15
1162,4.86
838,0.13
797,4.94
110,4.11
1281,4.86
1040,4.04
1666,1.9
1508,3.99
248,3.09
592,9.42
563,1.96
1457,6.27
2179,0.98
561,7.92
2566,4.9
1662,8.56
2822,2.74
1561,3.47
1268,5.13
2583,7.24
864,3.65
1327,9.04
1461,8.18
1506,5.56
2394,2.68
2390,0.41
906,9.23
1913,1.49
1319,8.95
377,6.48
1249,7.39
918,0.45
524,3.55
2161,3.02
1982,5.43
1266,3.91
2370,1.84
989,7.76
775,2.77
235,5.64
2253,8.66
448,4.19
433,1.66
347,9.15
199,2.59
1850,5.92
2830,2.56
1376,8.78
1400,3.91
1024,0.42
1720,5.21
1074,9.98
1608,5.54
1139,4.64
629,9.15
1193,4.74
615,7.45
1007,0.41
2734,4.94
862,0.85
2173,0.28
1980,1.06
730,4.96
1271,7.43
1378,2.24
135,8.27
1925,7.19
2666,9.96
1622,2.56
1827,4.49
157,3.53
869,0.98
1499,6.8
1751,7.39
249,4.28
1049,3.97
1077,7.39
2355,0.73
2854,2.38
2691,3.02
578,7.13
1407,8.34
2829,8.49
2911,8.91
1602,9.86
1767,9.61
1754,5.33
1265,9.54
2562,6.87
2172,2.06
2796,3.4
650,8.8
1545,4.77
1338,5.18
1304,1.1
1867,8.66
920,0.87
265,4.75
1116,4.23
1344,0.6
2070,2.28
601,3.6
2117,1.62
2249,6.62
865,6.6
986,2.47
161,8.86
1907,6.73
116,5.06
2026,7.41
2882,6.48
1154,1.63
714,2.99
1151,9.66
875,0.14
1463,9.37
613,9.27
1480,2.4
2994,2.31
933,6.59
2071,9.58
543,8.36
2762,7.41
643,8.77
1078,2.42
438,7.76
2722,0.93
1747,10.0
1765,9.28
866,2.25
2363,1.13
110,6.09
2616,3.07
1875,8.82
2782,6.17
136,6.6
1515,6.4
1562,9.94
2714,1.9
2852,6.33
1301,7.67
1528,0.25
2594,1.33
1798,6.44
244,0.84
921,5.68
476,9.8
2579,6.34
1929,0.49
926,0.62
1162,8.21
1508,1.48
1961,8.86
410,0.65
467,2.18
2856,8.58
1073,4.99
2089,6.59
2590,2.33
1758,0.87
172,7.95
417,1.99
1670,7.3
1870,1.09
206,3.06
2907,7.31
1598,0.77
2384,4.7
2728,2.29
2639,5.68
182,0.63
813,7.4
1526,7.76
2036,3.37
2634,2.45
627,2.89
1406,2.12
2162,1.56
1069,3.99
2622,5.95
2216,6.34
2461,0.46
1162,0.74
1383,2.15
137,0.37
2506,2.25
764,8.59
504,6.49
2275,2.49
1877,3.6
1718,0.86
2262,4.48
876,4.93
2683,6.68
560,5.79
507,6.04
1799,8.54
1720,7.17
353,1.02
689,9.91
1497,9.47
342,7.28
2904,1.94
2176,6.58
691,2.3
1664,8.64
2189,3.5
2530,4.2
2653,5.21
1595,7.91
2044,7.06
2327,5.38
2450,9.08
1703,0.22
511,4.7
1082,3.32
2758,8.07
2967,5.66
2715,4.64
1905,5.43
2195,0.62
324,2.08
197,0.71
2235,3.02
1759,2.21
1039,0.79
1269,0.95
954,2.93
2808,3.47
739,5.78
396,0.47
1011,8.66
677,8.98
816,2.29
2047,7.36
1165,4.9
1919,8.04
171,4.21
1322,2.64
305,9.41
1330,6.67
1286,6.96
1187,7.62
2201,9.49
1544,4.83
340,9.7
2646,2.69
884,3.35
2585,8.51
2513,0.47
968,0.99
2949,6.62
1890,9.53
450,6.13
1371,2.42
228,1.87
1437,2.63
2664,6.62
259,7.14
800,0.47
2466,5.25
408,1.5
590,4.11
1968,2.02
458,9.49
2562,7.97
2732,1.46
489,6.98
883,5.35
491,5.87
2690,4.97
2974,5.66
1603,6.82
2134,6.19
789,0.39
2813,8.71
2255,6.14
2355,5.89
1440,5.13
2204,1.32
2681,4.49
2881,6.76
2321,8.87
2001,7.51
1826,6.56
1783,5.25
208,4.07
477,4.28
2284,9.67
1900,8.09
2238,8.37
109,1.7
1490,8.21
2429,1.43
2850,5.93
1056,8.22
1065,9.59
1774,7.82
2744,6.87
2584,6.13
1940,9.66
2877,2.21
1824,8.05
568,3.24
1476,1.28
2046,1.75
1108,2.45
1393,7.9
2151,5.0
445,6.87
1949,1.22
2689,3.19
2124,4.32
2260,7.51
2492,2.49
2010,6.32
2911,9.85
1255,8.72
1143,1.64
2114,0.67
2508,2.42
2914,7.68
1862,6.3
431,3.54
2589,2.86
959,8.26
1122,8.69
123,6.64
2617,7.44
1627,0.33
175,6.94
1953,8.59
1407,7.65
1828,9.2
2745,1.17
2481,3.53
2465,9.93
1022,9.58
2123,8.67
2725,4.04
1478,6.88
2861,0.69
154,1.55
387,8.28
1822,7.1
1758,4.01
1920,4.34
1858,9.04
721,9.11
727,5.91
1086,8.28
1932,7.9
1877,2.64
1500,3.9
711,2.34
1717,7.72
1833,9.22
2278,8.34
2054,5.47
220,2.58
1186,7.01
996,8.45
2225,1.61
1022,0.15
2916,6.76
181,1.62
2204,4.64
1048,4.58
925,2.24
676,9.65
972,1.96
2873,7.33
111,7.05
1624,1.04
773,6.95
339,7.47
1955,9.21
1393,2.78
2690,8.74
1426,3.65
1866,5.03
747,4.03
832,6.42
851,6.88
2193,6.54
553,3.8
1574,2.67
2523,0.18
123,1.92
2855,0.59
2260,6.8
1328,0.24
973,8.59
2357,5.55
2895,9.2
2143,2.37
1591,5.64
1648,0.62
1506,4.47
2457,1.13
1672,9.99
150,5.46
1017,4.46
2264,7.82
519,8.15
2686,3.57
2750,1.82
423,6.06
2772,6.58
1089,7.43
2253,4.42
2297,7.82
1474,0.28
2675,5.52
1789,1.51
1791,8.43
1671,9.27
2911,1.63
851,1.54
368,6.06
1163,5.47
2511,4.99
924,6.54
2402,2.42
2677,2.43
2504,2.87
2695,6.3
2038,8.59
2429,3.66
336,7.41
362,9.07
1615,5.18
368,3.32
2264,3.43
2475,5.36
2133,0.93
1520,4.59
214,6.1
2869,1.51
263,0.78
2899,9.93
2739,8.91
629,4.74
1969,2.84
2292,5.05
2288,2.86
1499,0.51
751,8.44
1902,6.54
1617,7.46
2384,5.22
2949,2.3
2649,6.07
2909,8.51
2425,5.6
2113,5.42
1087,9.34
2367,2.04
1698,5.65
2499,4.6
1408,9.34
2921,4.75
1333,1.5
2122,4.74
2891,6.29
308,3.28
1206,0.68
804,3.67
2904,7.6
956,3.6
322,4.75
2419,1.17
1806,5.29
1082,8.07
2884,0.59
1341,4.51
2676,9.92
2568,5.94
1530,4.09
389,8.51
2735,8.55
611,6.55
2501,3.38
2619,4.83
525,9.18
246,1.69
2100,8.12
338,3.12
1684,7.26
1105,1.36
2744,6.8
2453,0.42
2457,8.82
1439,1.73
2891,4.16
2002,2.15
2966,0.31
2424,5.76
1657,9.98
2880,5.09
982,6.75
1275,3.36
1095,2.56
1826,7.98
2268,7.95
2893,6.59
1797,0.48
1005,8.45
2014,2.57
1936,5.89
1221,1.52
646,8.75
202,2.0
1657,1.08
2953,2.24
2061,0.36
1158,3.76
2870,6.63
1646,4.04
515,1.33
232,3.72
1299,3.92
132,6.66
817,1.82
319,2.06
1671,8.65
521,7.26
2337,2.34
2514,1.01
2317,1.01
2432,9.49
1420,7.55
131,6.05
612,1.39
565,3.18
1882,4.92
108,2.12
783,1.1
2093,7.65
2469,1.72
2838,4.56
1559,7.17
2547,9.11
1485,9.77
1045,3.14
2051,1.94
1706,9.07
132,7.49
1001,5.32
345,0.48
100,3.94
991,6.61
130,4.95
1163,4.54
1612,3.67
700,1.6
434,9.05
1761,5.27
526,9.22
2989,9.59
1637,6.54
1051,3.39
1108,2.53
161,8.91
1288,6.05
1027,4.26
1058,9.95
385,6.63
540,3.36
2263,7.71
529,1.4
2081,7.25
1575,8.54
2296,2.32
341,5.65
173,4.47
988,8.88
342,6.45
1660,3.06
1584,0.11
2288,6.35
706,8.87
1050,0.7
628,4.09
2225,3.48
870,4.91
1118,7.47
2383,3.0
562,9.26
1682,2.21
1716,5.67
1530,2.37
1601,6.68
1113,1.5
2205,9.75
1886,7.15
2119,2.21
2336,3.85
1243,1.64
2495,2.15
2666,2.58
1046,9.23
1932,6.73
2343,3.1
1459,5.52
211,9.45
430,3.11
2548,8.09
2507,6.31
2365,4.52
1898,9.28
314,7.55
2451,9.15
1983,4.94
2347,0.75
2810,5.96
343,1.73
2184,9.06
1533,2.19
2800,4.02
939,3.93
1732,3.32
2515,1.1
1083,7.71
2969,7.11
329,7.94
2159,8.11
2359,9.67
1603,4.06
2052,6.7
2376,3.26
211,3.34
1185,7.86
2091,8.4
615,0.93
2928,6.6
2718,4.91
1768,9.27
1222,9.03
1626,1.67
2441,4.54
2797,8.14
791,8.29
1202,1.45
1564,1.27
1168,2.01
2682,4.9
2726,6.23
2366,5.14
2164,3.67
2799,7.67
618,5.5
2476,1.19
711,1.9
1727,9.98
2120,3.04
1999,8.28
265,4.07
2021,1.05
1066,6.43
2695,5.86
1200,9.93
1720,5.25
1923,1.7
2070,1.46
914,7.99
2324,5.66
2717,3.56
1682,6.16
2166,1.23
174,7.43
1665,3.85
1836,6.06
1054,0.19
543,0.69
514,2.69
2534,7.58
457,4.82
583,8.63
2813,3.82
511,0.71
2146,6.87
2215,0.73
2368,6.93
1855,2.96
913,3.26
2215,1.79
2541,9.05
224,4.33
1853,6.09
2131,6.34
2372,2.17
1255,6.6
214,3.16
1635,3.49
1885,8.7
1277,7.99
1330,2.76
1421,3.88
2481,8.5
593,1.92
1163,3.59
629,0.12
2781,7.46
2526,5.72
2321,1.27
2054,4.89
1862,7.78
2178,3.91
601,7.34
2529,2.74
1768,7.31
1227,7.27
1906,3.59
1100,7.76
2011,4.54
1018,4.32
1524,0.27
1287,3.18
486,0.92
1358,1.82
1699,9.17
2331,7.03
1835,0.76
2593,6.85
2243,5.17
944,6.73
2230,6.91
1685,3.95
1925,3.79
2923,7.19
2876,2.37
607,7.16
1955,3.95
1585,4.87
538,5.52
1809,6.82
137,2.8
2135,9.12
1743,6.16
908,9.59
2982,1.99
549,3.89
1782,6.56
722,6.14
2997,4.61
1368,5.04
1414,9.34
220,3.14
1281,5.14
1668,5.48
1563,6.49
826,3.49
1112,2.69
2278,9.2
2302,9.65
2617,3.29
2674,2.79
2037,8.56
1184,6.54
1093,4.46
2593,0.46
2209,1.24
1666,6.73
652,4.2
1402,8.02
2697,9.4
2401,8.91
1502,2.98
2045,9.24
2270,0.9
2554,8.3
1388,1.12
1755,2.29
715,7.4
156,6.8
2317,5.42
299,5.0
2270,3.63
1142,6.48
1279,6.08
2231,4.35
327,5.84
818,0.36
2392,3.78
1129,7.4
243,0.52
1488,7.53
2315,6.65
2836,2.15
2189,3.32
2822,1.27
1268,5.0
2068,1.74
2761,5.57
2818,8.01
331,6.85
1288,1.3
895,4.91
592,8.8
282,9.7
1531,1.3
2108,1.21
1959,8.13
1460,2.55
2160,2.84
2885,7.77
1333,4.82
1363,6.87
1725,8.91
954,7.89
865,2.87
1627,2.65
2085,5.6
2868,1.62
2479,1.36
2266,4.82
1254,9.35
277,5.7
1913,1.42
2930,6.46
2980,8.77
1857,5.02
463,9.08
2346,2.01
1860,2.22
2598,0.3
2526,8.91
2629,0.18
2661,4.09
1300,8.54
2567,2.22
2343,8.51
2708,7.75
1970,2.23
2017,2.46
2258,0.86
2934,9.59
1167,6.72
1247,6.07
854,0.49
2073,4.01
581,2.62
2226,5.43
210,7.44
2767,6.37
947,4.51
1147,4.27
1251,3.49
1068,3.19
895,8.47
1981,2.96
989,1.26
1489,8.28
2871,9.6
1850,6.89
2935,0.47
672,3.95
1116,1.44
138,5.56
2501,8.11
763,3.97
1470,3.01
1030,7.56
982,9.99
683,4.08
1148,5.71
1828,1.03
580,3.17
2354,6.58
1089,7.14
517,1.13
1571,6.39
1768,8.64
2890,3.88
1205,4.62
1286,7.3
491,7.37
801,5.14
2524,5.83
1827,8.85
2615,1.77
300,3.75
2393,5.2
282,6.91
568,7.07
959,9.83
1427,5.96
2925,1.8
2689,0.33
635,9.39
2622,3.27
1652,9.6
2693,2.89
1420,2.63
1947,5.9
2461,6.59
381,7.73
2447,4.15
813,0.94
