prefix,rate
1047,4.77
389,3.0
2419,9.89
1446,9.2
992,2.03
1057,1.56
2248,3.08
219,5.1
103,6.44
1609,9.4
1945,4.62
1823,9.27
2313,3.05
923,2.93
1486,0.38
822,2.14
936,2.21
1591,4.52
2368,3.16
1087,5.18
448,9.83
1817,4.61
2137,5.24
2887,7.57
1687,9.7
2643,0.66
1204,7.08
2904,1.47
1522,6.98
2074,2.81
2823,4.79
2451,6.43
1134,0.78
899,2.57
2648,2.0
2769,6.7
1629,1.8
1353,6.09
1955,2.89
2047,4.23
1623,7.62
2828,7.78
2630,4.51
1136,7.01
1877,6.13
727,0.21
2908,7.84
2316,3.31
1123,7.73
598,1.43
2176,5.13
1708,3.03
2967,1.43
628,0.48
1824,8.16
2115,9.05
1426,3.07
2907,0.62
860,5.91
2881,8.04
1310,7.56
2061,9.7
2781,2.72
644,8.27
1408,6.75
199,6.71
655,8.9
433,3.11
649,1.56
629,4.35
608,0.6
2482,8.89
685,6.21
1704,2.49
169,0.34
512,0.92
940,9.71
1732,9.02
1140,4.7
172,0.99
2155,7.85
1012,6.77
388,0.62
1346,8.88
279,0.17
132,0.68
753,3.79
2987,8.46
1575,0.36
778,8.44
1782,6.62
2872,9.48
163,3.17
1291,8.96
1769,9.79
2003,4.69
2693,1.53
2137,5.0
2520,5.02
936,2.17
2716,4.87
2442,9.0
791,9.8
257,7.09
955,0.8
1490,0.61
745,6.94
2505,8.92
1257,3.8
2511,3.99
1491,3.87
267,3.9
104,0.74
2066,4.42
2026,3.28
288,2.8
1469,0.65
269,0.54
1842,5.15
1751,1.59
2321,6.1
2752,6.42
1682,8.65
2837,8.75
912,9.99
597,2.27
1968,0.89
1424,9.86
1660,9.98
463,5.59
2766,7.88
2446,4.6
800,5.26
538,1.79
486,8.88
995,3.92
2254,0.3
2097,9.13
2871,4.93
2783,0.93
1747,0.8
1072,2.11
1673,5.95
2301,4.04
1468,3.61
1146,2.21
2049,2.91
862,0.4
861,4.99
2687,4.25
1841,8.58
726,5.16
1634,1.06
939,9.17
1853,5.15
1503,1.16
2191,3.58
2517,2.9
2728,6.43
733,10.0
1275,8.5
2027,9.95
2358,5.77
2028,9.51
2914,9.44
2929,6.5
1586,2.95
2871,4.62
244,1.02
1987,3.64
1604,1.47
122,2.56
524,6.38
2926,2.67
1078,2.22
186,8.98
1953,2.06
1721,4.24
937,9.4
2468,0.3
723,7.16
757,5.23
1243,1.29
2896,6.24
2414,6.34
2208,5.13
1080,9.89
2413,7.36
567,5.58
306,1.4
468,8.42
891,0.4
224,3.73
459,6.17
1950,6.49
1971,4.68
2308,6.0
1962,8.87
1826,4.71
1641,9.69
230,0.22
1569,3.19
1898,6.34
2464,3.93
1390,1.98
2915,1.04
738,4.14
2182,1.36
2331,0.38
1175,7.97
1607,8.7
1651,0.8
1740,1.56
829,5.53
347,4.99
1137,5.01
2086,4.6
2145,0.43
1793,7.94
2904,1.65
1809,8.62
1704,5.53
301,6.14
2136,0.37
314,6.94
1310,3.19
1844,2.37
1543,0.85
2151,6.84
651,0.9
2874,5.97
2049,0.39
215,8.72
799,9.94
393,7.03
2888,6.99
2357,0.61
632,2.95
2342,0.6
2608,5.67
1791,9.97
2378,2.39
1621,6.04
1780,5.98
2740,2.59
490,5.18
1435,1.82
2349,7.66
1059,8.87
1297,2.14
214,5.13
2235,2.97
1480,3.75
1177,6.68
2985,1.51
2979,8.45
1907,0.92
519,3.7
753,9.2
649,3.41
1536,6.41
186,2.0
262,4.42
2247,4.85
2347,3.5
2480,7.87
1006,7.43
400,1.37
382,8.15
2164,0.91
1973,6.93
2063,7.56
355,4.5
1444,9.99
2111,3.35
136,4.42
839,1.39
833,0.35
1209,5.93
1299,5.31
1659,7.27
476,3.59
1545,7.62
2316,4.3
1361,2.24
2047,0.13
1982,2.51
161,2.39
1690,8.39
829,4.59
1049,3.99
707,4.35
2302,9.91
977,6.27
530,6.35
2466,7.46
2209,5.48
2283,1.53
2094,3.84
1859,8.53
1086,8.45
2735,4.09
2797,0.43
2444,3.04
576,8.01
1641,6.27
1738,4.85
2246,7.87
2901,7.14
2242,8.55
1054,5.46
1935,4.27
2137,7.97
120,5.13
183,4.74
2950,5.2
533,7.02
1760,0.28
1439,6.84
759,1.79
263,2.56
1234,7.72
141,2.36
1243,7.69
1095,4.37
277,8.38
1257,8.58
2286,7.14
139,7.71
1751,8.98
1280,4.12
2313,4.06
1201,9.57
178,4.56
814,7.02
2814,8.61
2114,4.26
1156,4.05
2636,7.1
406,1.26
753,5.59
2961,1.99
198,9.38
1642,9.53
2429,4.63
967,2.84
1499,7.91
2242,1.23
1112,5.53
2686,4.48
2452,2.21
775,7.22
2103,0.82
2673,4.47
252,6.32
184,8.96
2546,5.81
2516,2.51
2776,1.69
294,4.0
218,1.79
477,4.49
2919,0.9
1796,9.31
512,1.52
2227,2.07
1188,8.05
2592,1.29
2436,8.33
1347,8.39
2777,7.97
964,4.59
2539,3.5
1289,2.13
1010,7.32
681,0.59
520,5.14
2540,7.21
1012,2.91
633,9.57
702,6.35
2786,5.08
1647,4.32
2897,6.51
416,8.41
2897,1.67
2792,4.72
2571,3.12
192,8.59
1922,6.67
1568,0.26
2128,1.99
925,9.96
770,5.1
404,1.76
1966,8.21
2921,7.45
948,2.72
431,6.53
2303,6.77
257,6.51
2795,0.46
1643,5.17
653,9.27
1343,9.25
2668,5.69
2892,2.81
485,6.27
2481,7.23
1053,1.32
2651,3.03
1551,0.56
785,9.69
1902,0.43
1792,4.59
598,8.58
2875,7.73
838,1.14
1005,3.15
949,6.34
1817,1.02
1168,5.51
800,3.67
1183,0.21
1564,3.19
2597,3.44
2240,7.7
2315,4.53
1090,4.82
407,8.33
2911,4.72
2291,3.68
1879,9.47
2170,6.5
2537,8.69
2049,2.48
233,3.01
1930,1.12
2984,8.12
505,9.03
2821,1.68
2240,4.1
1210,9.05
2324,2.03
2555,6.15
1028,5.41
185,5.42
2683,0.88
1792,2.17
2916,3.03
2953,3.22
580,1.15
2451,2.51
2453,0.48
2440,9.33
789,1.74
1342,4.33
150,1.73
126,6.47
1661,4.96
2889,1.06
2444,4.05
1466,7.9
2148,7.85
2848,1.66
2987,2.33
242,0.52
106,8.67
999,8.44
2338,8.75
1598,9.72
910,7.15
2574,3.77
330,3.46
1363,4.3
392,6.22
2533,2.72
848,2.06
534,0.61
346,0.6
250,4.24
1698,4.42
523,1.46
2975,5.6
1384,6.2
2570,7.43
834,6.57
2103,4.12
2626,1.67
2047,9.58
2534,5.65
2660,3.66
490,5.72
1312,4.81
2639,3.78
188,9.81
1532,0.49
1129,5.74
309,6.58
1425,9.15
1842,4.15
2609,6.6
1608,6.39
1756,0.45
2824,1.37
2231,4.04
1125,6.84
389,0.52
2879,6.33
2731,0.15
1917,1.1
1521,3.55
1131,6.12
176,4.59
1048,3.02
1512,5.12
2544,8.45
555,8.38
1499,3.53
2515,0.82
1730,1.42
1265,8.92
1620,8.6
1954,6.28
1313,0.13
1367,0.6
1079,2.13
880,1.5
2241,4.43
541,7.55
2417,7.2
2463,8.39
929,3.43
2557,1.37
410,4.52
212,7.22
2584,8.16
212,1.91
340,0.17
2663,3.66
2056,0.15
844,2.52
2570,3.52
2976,8.63
1207,9.11
827,5.96
2455,8.76
441,9.09
131,9.08
2205,8.14
2124,7.52
173,6.69
281,0.17
1473,7.93
722,5.69
357,2.7
1461,2.18
2023,9.51
1261,6.41
1623,0.33
1163,8.67
1495,7.43
1933,1.87
1550,3.3
116,9.1
2974,1.46
376,3.33
2325,5.32
911,4.42
245,2.67
2671,0.2
2905,5.01
1485,9.82
788,3.17
2313,2.75
1965,8.59
1763,4.73
1705,5.46
1704,0.97
2213,8.69
2711,9.18
1386,1.07
1653,7.57
223,4.86
2089,0.23
2896,3.58
590,1.23
113,0.79
1533,4.26
2113,3.26
820,8.47
1753,0.34
1424,7.55
508,1.89
605,2.26
693,5.14
1134,1.47
206,7.08
1122,4.9
1634,9.02
1975,2.93
517,5.36
2404,2.77
1512,0.42
418,2.18
2125,5.82
1191,4.05
1403,9.64
2379,4.81
1382,0.44
2710,8.93
703,9.94
1512,4.41
687,5.37
401,1.25
1943,2.61
2857,5.6
2173,6.6
1201,1.24
2905,9.67
2934,7.55
442,6.95
2485,7.79
224,9.49
1443,7.83
1802,2.83
2522,7.51
950,7.85
662,4.22
1549,3.14
1405,6.04
2375,1.61
179,5.37
848,7.73
603,7.43
1807,2.04
2690,0.15
1215,3.61
2285,8.08
348,7.5
1263,5.16
2772,8.35
2957,8.13
2278,6.87
2434,2.92
1383,9.0
1216,1.5
427,8.27
1281,3.68
275,5.44
1711,6.58
1955,1.07
360,2.21
1574,9.72
1851,2.29
1182,9.25
426,4.03
2064,9.73
885,6.05
1593,9.99
542,5.34
2826,2.68
2822,6.95
192,3.5
2759,7.07
2517,4.87
2240,2.04
1348,8.93
552,8.76
2825,9.99
499,2.86
2746,4.41
1749,8.29
2385,5.53
2737,4.17
2653,6.7
1511,2.26
650,1.64
2751,1.6
2043,4.0
1213,2.7
1563,9.04
1159,6.23
1274,9.87
2276,4.06
418,9.79
1375,3.05
1844,4.09
858,0.18
1844,5.78
1307,7.04
758,9.87
2577,4.24
1787,6.22
2762,1.06
1266,2.79
2598,7.79
2455,1.3
2394,4.75
2668,5.19
2858,5.6
1773,3.7
1109,3.25
1217,2.03
2288,4.97
1357,8.29
233,9.83
1707,9.81
1598,7.99
169,3.87
2879,0.84
2431,9.5
1015,4.87
1938,7.76
1930,4.97
1145,6.79
2296,4.61
573,5.95
2059,6.75
2147,4.19
1034,5.99
775,2.0
1408,5.04
2832,4.82
2197,7.78
2728,5.81
2846,1.74
2479,1.59
730,3.44
1937,1.3
367,2.9
1111,8.09
2214,5.95
450,2.56
171,2.72
569,6.33
817,9.19
1950,7.46
124,6.53
2449,8.11
344,8.06
2521,8.57
531,1.51
2088,2.36
141,6.72
2913,2.88
1157,2.48
2928,6.59
1550,5.86
276,4.68
1035,3.63
1722,1.29
2566,4.73
866,7.11
1395,9.45
1943,2.26
1515,7.54
266,6.46
643,5.38
1930,5.71
2634,3.13
750,5.8
834,8.91
2213,9.65
2624,8.84
113,9.93
795,9.31
2964,2.81
2912,5.47
1831,1.71
1951,4.46
2991,1.32
1034,9.5
2404,5.95
1066,1.49
1234,5.34
1372,5.11
2321,8.23
2466,0.33
448,2.58
1107,7.1
779,0.32
217,3.96
412,2.46
2491,3.04
1100,3.32
634,6.8
532,5.22
772,3.84
2782,2.96
187,8.75
1213,4.11
2486,9.88
2441,9.46
2026,8.33
366,1.95
286,8.99
2733,6.81
2048,4.91
1455,9.25
2405,2.85
2513,1.6
100,4.56
543,4.43
1429,1.5
2999,3.98
2980,1.72
2765,8.91
643,8.87
778,2.01
2934,9.64
1949,8.81
1869,9.35
727,2.25
1824,6.47
2043,0.92
553,9.93
874,8.42
1531,2.76
604,3.21
2156,8.76
1253,0.13
586,3.1
245,4.94
2061,2.4
2277,4.76
1945,8.93
1498,2.54
2978,5.42
2502,0.71
890,1.6
2662,9.62
2402,6.15
2348,6.86
2802,4.55
2598,7.15
301,4.62
1371,7.31
2838,1.28
889,9.3
1406,0.87
2453,4.1
2219,1.37
1002,2.68
488,4.81
1828,9.61
1806,7.51
1277,1.23
2261,8.98
1823,0.58
2738,9.81
880,7.51
2789,7.07
1687,0.96
330,9.29
2993,6.61
2625,6.12
2821,7.59
720,4.48
2230,2.32
2580,2.4
2481,1.47
2883,6.31
1399,3.98
1074,8.05
1837,3.55
1908,4.63
2757,7.49
2738,5.36
1453,7.77
1930,7.17
835,8.64
1236,2.5
619,5.6
1246,2.12
1766,7.6
304,4.56
149,9.05
2953,9.7
518,2.15
2194,5.88
2186,5.82
1403,9.42
2921,8.21
764,9.39
1367,1.57
875,9.96
573,2.06
204,2.91
1195,3.34
1847,6.76
2801,3.87
2618,0.7
1897,1.79
2207,3.25
180,1.46
1455,3.78
263,4.87
2391,1.66
929,7.02
2514,4.47
864,3.19
1002,2.11
425,7.17
2424,1.94
1836,1.67
2578,1.06
1043,5.4
1052,8.29
463,5.43
1142,0.39
2420,5.01
1277,1.36
2534,5.73
111,0.86
2558,7.04
428,7.05
2455,1.19
891,1.24
975,1.2
2374,2.23
1844,1.92
1628,6.95
1417,2.91
2337,5.12
1266,8.86
1665,6.8
673,8.37
623,8.12
2934,4.07
2401,9.99
1112,7.66
1520,7.51
533,3.63
973,5.56
657,0.59
1289,4.33
335,4.63
126,3.26
701,6.06
2957,6.51
345,2.74
1844,3.77
2665,6.79
1806,4.78
1024,9.3
656,7.7
2864,1.57
868,7.02
104,9.31
900,6.72
2764,6.67
1095,6.81
1024,8.39
1257,1.84
831,1.07
1955,9.72
894,2.96
2567,3.73
576,4.47
751,4.05
130,2.73
1620,0.42
1173,0.91
2696,7.0
1690,5.31
2822,2.62
1258,8.74
782,7.83
1019,3.06
269,5.14
602,5.35
1610,8.74
1372,3.68
2986,2.52
617,7.19
2340,2.24
1384,0.36
647,8.85
2205,5.4
874,6.86
1881,8.11
2596,5.45
2904,6.65
527,0.57
664,2.4
1903,9.44
2667,6.48
212,5.09
2353,1.55
1052,8.37
851,4.85
1676,7.29
2329,0.62
1938,7.47
2573,5.25
1871,6.95
1519,2.26
1441,6.87
2502,5.03
1916,8.3
1570,5.31
2346,4.54
2060,5.88
567,1.31
2175,1.55
930,2.81
2462,7.51
1804,6.88
2297,4.28
835,6.6
1223,2.48
624,9.09
2335,9.66
2558,9.45
1247,5.91
1086,1.08
1401,8.97
2307,2.47
2652,6.05
2229,2.77
1835,2.96
542,5.02
1849,0.86
843,5.79
1744,0.73
2018,4.92
425,4.19
357,7.27
737,9.16
2151,8.57
2789,6.48
532,8.51
875,9.95
2793,3.27
2253,3.41
2070,2.26
1124,4.34
933,9.3
2716,6.77
1003,9.5
1776,1.97
795,4.14
1059,7.22
1414,1.5
2891,5.94
2305,5.74
1765,3.75
2080,6.43
496,0.54
2451,4.95
207,3.94
755,5.78
2533,9.55
1484,8.09
1516,8.19
2530,9.18
2532,5.77
1652,9.07
1191,6.72
2124,5.42
2744,4.99
2418,0.96
1804,7.57
399,8.44
1482,0.64
1966,7.13
1745,8.7
935,8.0
123,1.34
1637,6.43
503,6.78
2971,8.77
419,3.04
1739,5.0
804,7.26
1166,3.92
268,8.91
2031,9.48
1517,6.3
2961,6.63
2368,1.91
2290,3.8
611,8.45
366,1.1
1677,3.07
177,8.59
1641,8.5
2055,1.34
741,2.97
2118,2.43
1108,2.88
104,4.22
145,6.7
1016,3.89
1077,4.36
2449,9.74
2660,5.2
1743,6.98
1036,7.61
955,9.38
1171,5.94
652,5.36
1373,3.89
260,1.87
1455,5.31
584,4.77
2208,1.03
2370,7.94
573,3.89
675,9.97
2168,6.34
2421,0.94
255,8.99
2554,5.9
1353,6.9
2082,7.44
2644,8.47
2746,2.1
710,0.13
1745,3.96
1489,8.8
402,0.24
374,4.8
199,7.61
2253,0.28
214,4.39
537,7.12
296,0.79
1730,8.7
1701,7.91
1502,9.02
1070,1.66
2340,9.54
2982,3.33
1748,7.35
1908,9.25
617,9.62
2826,6.74
2763,0.29
2260,9.77
382,7.1
1193,9.0
283,3.09
612,2.89
1447,5.15
2384,9.47
1870,0.33
2266,9.45
2385,2.43
220,6.13
1645,6.16
1078,6.44
2947,6.25
1183,5.77
2033,3.29
809,2.73
1740,6.1
1215,4.63
2679,0.86
2626,1.11
1197,4.42
1913,8.49
2376,7.34
2683,3.3
2775,0.74
1015,2.04
2218,9.7
2454,9.36
624,0.25
1571,1.62
1890,7.37
2888,1.05
2060,9.19
1076,3.95
2463,1.85
1186,8.04
820,0.43
2047,3.75
2101,5.74
768,5.63
2637,8.98
2448,1.28
2380,0.47
2697,8.73
2110,8.5
2233,0.45
228,7.93
2156,9.12
1972,4.97
1930,8.51
1273,9.87
977,6.6
2291,5.12
2402,5.37
173,6.97
2066,4.42
1936,9.36
1756,1.74
247,9.32
1176,5.28
1856,4.79
2127,9.27
113,7.36
2682,5.2
532,4.81
1535,0.85
1916,5.08
1525,0.73
1634,9.11
650,1.93
144,9.27
1139,2.67
1191,1.47
595,4.44
1267,2.21
1488,3.36
2943,8.8
1763,9.4
2737,2.45
2532,5.57
2774,9.65
478,5.24
327,8.78
756,9.32
161,9.38
2169,2.4
1590,2.84
2484,9.83
730,8.63
1948,0.84
1209,1.36
242,3.0
2883,9.24
1714,2.97
2367,8.06
2523,4.66
2152,9.9
2933,5.9
292,1.53
1417,0.24
148,1.82
1281,6.39
2315,6.09
1596,1.18
2345,9.82
1672,9.09
2032,6.72
957,9.06
1880,2.24
1737,8.6
2724,8.98
891,2.84
2285,6.4
1647,6.77
344,1.94
2030,5.63
686,0.45
274,1.47
1940,2.67
2101,5.89
118,3.96
501,3.54
1164,1.25
2911,7.25
1438,2.21
356,4.92
1517,4.73
2015,2.05
2895,0.38
1999,7.45
2985,4.15
2262,9.16
1715,1.49
2210,7.38
233,5.73
531,8.98
2278,8.68
2625,8.14
1431,3.4
1890,1.92
2691,6.04
1289,1.37
1894,6.5
136,6.0
2146,4.49
976,6.89
233,1.59
1313,1.51
1251,4.42
379,6.5
2816,4.5
575,8.57
295,2.29
1450,1.1
1390,1.05
2945,5.23
1285,0.94
2434,6.39
1424,6.3
2464,8.43
1412,0.88
806,6.19
1409,2.06
289,6.57
2640,2.86
795,2.35
2418,5.85
2655,3.08
2974,0.87
953,4.71
2369,1.73
1995,4.54
116,7.62
1086,9.21
2336,8.59
843,6.76
2754,0.81
2125,9.66
199,5.56
1155,6.17
345,2.53
2074,4.95
990,6.44
610,4.51
2407,7.37
609,5.07
1444,5.41
276,7.28
988,1.53
2363,2.37
270,6.86
1029,9.67
1459,3.24
1334,1.93
1446,9.6
467,0.85
1574,2.89
497,5.25
2958,6.46
1900,2.46
670,1.34
1659,3.41
172,1.41
2152,5.09
1516,7.88
2812,9.7
2804,2.77
290,7.82
1465,0.91
1105,8.16
238,5.69
332,3.34
1291,9.29
2478,6.67
1899,7.5
2009,5.5
2074,2.56
2889,6.69
1860,0.31
1711,4.02
1891,4.11
2681,6.97
2174,7.24
1915,2.69
194,7.93
2077,3.32
1114,9.09
1388,4.58
1173,4.5
616,2.9
1259,3.08
1446,1.63
597,4.55
2591,1.29
2718,1.08
949,4.16
1494,3.67
1904,7.62
1274,6.66
2109,7.53
633,3.44
1851,6.33
2429,5.68
1890,8.3
1691,1.01
1546,4.67
1248,9.08
768,3.02
516,1.76
973,1.4
2413,8.78
2098,8.61
2938,9.3
1791,3.55
1130,9.48
2702,8.01
1057,1.4
1526,4.83
2110,1.51
347,7.29
772,6.1
189,5.19
933,2.63
1952,1.93
2077,8.87
2702,9.51
766,0.13
2250,2.13
2981,7.71
2477,3.75
460,6.43
1835,2.78
1649,3.36
2989,2.55
1308,9.37
2643,2.84
2666,6.65
494,8.4
1545,6.08
501,3.4
929,8.65
2373,6.38
2639,7.57
1727,7.54
1273,2.39
2030,9.87
493,4.32
1692,7.52
2996,6.1
1336,6.71
2849,3.58
383,8.14
284,1.61
1220,9.0
1050,1.67
1136,3.84
2868,3.86
803,6.63
2261,9.92
2625,7.37
156,5.14
129,7.79
1284,1.61
414,8.57
876,9.21
938,8.75
703,9.08
2467,6.16
338,2.58
880,0.88
1673,2.57
1593,3.03
1518,2.27
1806,7.72
2650,7.31
522,1.74
2438,9.5
1483,0.55
2831,4.87
1643,0.86
1060,5.59
2119,5.33
2544,5.5
158,7.62
1630,6.77
1443,2.34
1557,5.37
2824,4.15
1533,3.86
417,6.0
1037,5.93
747,2.6
196,6.95
1621,3.26
302,0.32
2570,3.31
2954,5.3
1981,0.16
1539,3.29
662,6.9
948,3.83
912,4.41
1628,4.0
2889,9.22
230,5.37
1571,2.24
850,9.51
2534,9.21
2841,0.27
1868,8.5
753,3.46
1307,3.53
554,0.52
1066,5.87
1637,9.62
688,6.28
210,1.25
349,3.46
383,4.53
1533,6.69
1979,9.74
2730,6.21
2990,3.01
1979,9.34
654,1.72
854,2.44
442,2.88
929,6.13
2529,3.28
1227,5.7
1235,2.55
1133,7.46
592,2.54
491,5.58
2817,1.59
1825,2.79
2771,0.19
2640,7.12
1165,9.1
166,6.1
2830,9.31
557,4.99
2652,0.8
2829,1.88
1516,2.12
2101,7.87
1848,2.39
2103,0.33
1521,4.59
817,9.62
231,8.6
1010,8.49
1724,8.7
2703,4.29
126,8.83
1792,1.88
1309,5.89
315,5.47
1223,7.82
195,0.42
1635,2.05
173,6.06
2703,2.89
2745,2.54
740,2.49
2115,3.25
556,7.37
2274,4.11
705,6.08
1936,5.71
269,9.81
1995,8.65
646,7.57
1662,6.73
453,2.53
2938,9.08
1685,6.25
584,3.52
2187,0.46
1417,0.63
2235,0.96
1500,9.59
1096,2.17
2038,1.87
2759,7.38
2687,9.26
2658,3.03
1387,8.85
504,0.87
786,4.88
1105,4.31
2442,8.44
232,4.59
1372,8.55
1903,8.44
2446,4.5
385,1.01
2572,2.89
1744,7.13
2238,8.38
1893,9.04
2254,7.82
955,5.1
1001,2.5
1087,4.67
687,3.68
1926,5.4
2602,6.67
1501,6.37
1762,3.75
495,3.53
1054,8.77
2647,5.66
484,4.95
2359,9.73
2936,6.83
1106,6.68
1408,6.53
2333,9.14
1304,6.95
2692,7.66
905,9.24
2467,0.77
2430,1.06
2130,2.05
1294,9.01
150,9.99
644,0.23
1524,7.83
1957,7.35
1192,3.45
260,9.15
1304,6.38
935,3.57
136,6.5
1393,7.22
1121,1.48
1148,3.64
2645,6.95
1141,0.96
2768,2.9
2759,1.78
1653,3.03
1862,0.16
256,2.79
229,9.08
2561,5.61
1160,0.97
2982,2.18
845,5.71
617,4.79
1658,7.28
2621,7.5
208,2.73
316,2.3
552,4.28
2803,9.84
2097,0.23
1083,3.98
1948,7.31
1188,2.91
1653,2.79
1144,0.84
2000,2.17
1513,3.54
2817,6.67
615,6.75
2284,4.14
1432,0.7
1188,5.05
230,0.97
517,6.22
1867,4.02
2119,0.3
2221,6.32
419,8.93
1070,7.42
1531,5.38
988,3.85
834,1.58
585,4.68
2732,1.5
166,5.03
403,8.25
2003,9.66
2246,3.11
2661,2.26
1148,3.5
718,1.73
2790,7.42
537,3.51
1957,9.75
398,8.32
838,3.03
1168,5.1
2225,0.9
1334,5.88
362,6.28
1591,6.36
1220,2.14
2813,6.53
2529,2.68
2622,5.14
1269,8.17
2119,9.23
547,3.35
2884,4.65
2485,1.93
1031,4.19
2843,1.84
975,5.44
241,2.8
1788,2.24
405,3.51
2951,1.33
703,0.6
2871,4.49
511,3.55
2323,6.55
552,4.96
2531,1.17
735,0.64
2343,3.14
1642,4.31
2805,0.84
2544,9.58
873,1.26
2527,0.76
555,0.83
964,3.94
2362,6.62
533,9.34
2030,7.01
2484,2.85
2325,9.69
1623,6.85
1024,1.08
1291,9.65
439,1.83
1945,7.6
2911,6.94
2807,8.19
864,8.27
2732,6.46
592,3.07
159,4.0
2775,3.65
2863,7.2
2111,1.16
1686,3.49
549,8.5
456,0.82
1161,3.25
1927,7.69
2198,0.59
2846,3.94
1116,9.72
1879,0.85
104,7.54
2321,8.43
2275,7.23
812,3.3
2269,9.7
1926,5.46
2542,5.63
977,2.88
2336,9.57
1794,3.52
1065,6.21
2264,7.28
177,6.43
1342,3.87
1780,1.72
1441,6.81
2787,8.82
1179,2.01
2865,7.15
226,3.44
1008,3.68
2526,6.96
629,1.17
958,3.13
1684,9.22
2504,6.96
1816,2.22
2901,9.45
303,2.67
2173,7.18
2421,9.99
2049,5.86
966,3.93
1473,4.01
1229,2.81
1609,7.29
910,7.03
2220,9.68
2829,1.67
1563,9.26
724,4.56
1878,7.18
955,6.43
1291,6.63
2568,6.45
2100,5.78
776,9.51
2170,4.35
964,7.65
2123,9.26
1818,2.59
1445,2.47
2181,6.25
1674,7.0
2067,0.81
1386,7.84
1597,6.09
578,8.76
836,3.26
2577,3.51
2980,1.61
951,3.34
1956,6.73
896,0.47
566,5.74
196,2.9
401,3.71
2306,4.65
1999,4.07
440,1.28
213,8.92
2020,9.39
493,1.55
1042,8.85
406,0.49
132,7.23
613,3.84
2014,8.2
2466,9.24
1016,8.57
2206,2.47
1263,9.76
2112,6.26
2347,7.83
1204,3.41
2553,9.16
278,6.61
2986,9.57
668,9.99
2322,3.9
2351,1.84
265,6.14
2934,9.28
2746,4.5
2052,9.75
835,1.73
1770,7.2
655,2.47
2416,8.52
2559,0.32
2616,4.47
2858,4.59
1468,5.06
2809,4.71
2476,6.8
2717,8.71
1408,3.13
2375,6.6
2190,3.66
2195,7.39
1768,0.71
2988,1.18
1885,0.44
2773,3.57
1691,7.58
2283,3.76
1423,5.98
2260,0.15
911,4.95
787,1.63
2331,9.95
2768,3.84
533,7.16
2661,3.86
1285,6.08
258,7.64
2934,7.22
1474,3.51
778,3.75
2487,4.99
2904,7.34
958,5.6
2558,6.42
