prefix,rate
829,6.32
1051,1.95
2404,4.35
2885,9.58
2687,5.63
130,5.33
550,2.41
1794,9.56
2078,7.18
662,3.72
593,3.34
418,2.28
818,8.37
1458,9.37
1946,0.93
2053,5.79
1603,3.72
1534,9.71
2571,4.67
1862,3.1
641,6.22
1412,4.73
1305,1.1
2152,5.76
2509,6.01
2824,7.9
1193,6.26
2635,8.05
1894,9.23
2564,2.16
2742,4.46
2077,8.31
2379,1.2
2992,8.07
542,9.16
2396,0.97
898,5.27
2593,3.52
895,0.33
604,1.76
986,4.77
1923,4.54
1264,8.88
1338,2.7
511,2.48
493,7.71
1983,6.45
2050,4.89
1517,7.67
2160,5.12
330,8.83
2346,6.45
1488,3.54
1515,4.13
565,5.91
1715,5.2
421,3.85
2930,5.53
1116,2.86
509,3.58
1432,8.28
1889,2.56
1227,9.98
2582,1.68
1747,3.72
1942,6.27
2070,5.52
2434,1.2
358,0.29
1352,6.39
2312,3.32
971,8.57
2445,5.1
1961,5.52
1830,7.99
607,3.0
2567,3.55
2506,6.15
1988,8.06
184,2.31
1182,0.59
2344,6.62
1236,4.11
2309,2.3
956,5.59
1632,9.68
855,6.17
1927,0.88
2467,9.99
738,5.04
1266,4.61
917,9.69
2822,4.78
1720,9.91
2458,1.5
2960,5.19
1804,2.48
1630,2.52
109,1.18
2957,2.19
1384,1.0
2440,4.89
1706,6.14
1312,5.11
2545,8.1
2386,4.62
1217,5.51
2093,5.94
915,6.95
592,1.81
2172,4.62
516,9.64
2740,4.13
2660,6.81
2170,1.4
119,7.27
670,7.3
1236,6.25
2246,0.35
2126,2.51
1169,9.21
1032,2.95
894,6.21
2596,6.76
1249,2.34
2816,5.58
1126,9.55
2116,6.99
1835,3.35
1454,6.76
152,7.76
2752,8.57
182,1.17
2862,5.94
1354,1.55
795,0.38
2954,9.59
1844,7.98
522,1.55
1187,4.05
1076,2.72
2345,5.27
2088,5.57
718,7.57
1562,5.13
761,3.21
1272,7.97
2785,7.46
2883,8.89
2786,9.23
974,5.98
1510,1.45
752,1.19
357,5.52
855,1.87
2448,6.25
1031,3.51
1063,1.06
981,4.83
460,5.32
1022,8.73
1908,8.3
1446,6.4
600,5.68
2965,0.24
1741,9.3
1788,0.3
833,1.75
2290,4.58
240,3.36
2944,3.09
1097,2.99
2748,0.25
674,2.64
288,3.58
383,9.99
2073,1.3
783,8.26
2423,4.93
2735,5.26
216,3.17
2759,6.32
2089,4.13
2317,1.4
2059,6.07
941,6.69
108,5.79
1286,0.16
1270,7.48
712,7.28
1359,8.5
2486,6.31
1012,7.98
2555,4.66
1893,9.49
931,7.51
1067,1.77
518,7.57
2707,3.16
1372,3.31
352,2.39
964,3.1
2776,5.02
1020,6.55
2274,4.16
461,2.75
161,1.13
883,6.37
902,3.18
449,1.91
2237,6.89
2609,6.31
1087,4.01
641,4.34
1758,9.35
1213,2.6
2186,8.67
2498,5.81
1422,6.24
2281,9.94
1400,5.19
572,2.29
2998,5.59
1092,8.02
2002,3.28
1304,5.4
927,1.7
1223,5.05
2108,5.49
2279,0.99
388,4.26
1314,8.08
2024,2.13
185,2.87
925,0.91
1330,5.46
1435,7.63
1121,7.24
1811,6.42
900,2.3
2888,4.55
1949,5.8
884,6.35
611,1.5
2509,5.19
345,1.81
870,4.87
1864,2.65
181,3.17
1014,4.96
1302,6.6
2087,5.43
2884,0.31
1551,2.78
1634,9.57
749,4.09
2855,6.91
1125,6.26
2173,7.0
176,7.15
228,2.24
2582,5.2
2258,3.63
125,2.71
776,6.45
2653,8.37
1160,7.27
1029,5.65
1940,4.16
2549,8.56
2068,4.79
788,9.09
1099,3.26
2842,6.15
553,9.19
2068,6.47
2839,5.43
1220,3.59
1457,6.8
976,0.15
1815,8.07
2145,5.34
1434,1.98
1818,6.9
119,6.3
2326,6.08
2625,0.12
1765,2.1
1330,7.41
1145,4.5
391,5.05
930,2.31
954,9.5
1117,3.16
201,5.51
2516,3.98
2783,5.33
1222,1.94
403,9.77
2094,4.65
2402,2.13
804,0.95
2087,9.29
2714,9.93
178,7.95
1354,6.48
2327,9.68
1800,5.5
2869,8.46
2459,3.63
1062,6.82
432,5.91
1262,2.94
848,5.14
1338,0.86
1696,9.95
1468,2.08
2922,2.91
1923,8.27
1657,0.38
456,8.43
1682,2.29
1534,6.22
1428,9.34
1347,9.28
2560,5.0
2274,6.78
946,2.7
1705,9.74
1281,0.23
2898,4.59
1351,1.07
1431,2.95
2354,2.33
1862,5.94
111,1.02
1458,5.72
2553,9.23
1973,9.0
966,0.33
1234,9.16
1773,6.32
510,5.33
2581,7.61
1479,1.08
2893,7.86
853,1.61
327,9.65
1698,6.66
1563,4.58
2751,8.92
654,4.02
1433,9.4
2637,9.01
244,7.57
1090,8.97
1201,3.11
1441,4.04
904,3.68
903,6.08
1533,5.48
2150,6.81
519,8.99
104,5.23
851,5.0
202,8.58
1857,3.45
707,1.78
1370,7.1
2481,5.32
947,8.55
2598,3.65
1750,6.29
2199,3.99
197,9.44
2874,8.67
2694,3.45
647,7.1
500,3.04
2561,9.67
222,8.88
775,3.74
539,3.36
278,7.52
2214,8.7
2335,1.5
1532,6.46
1099,6.27
594,6.29
2790,9.95
417,4.91
1603,8.89
1043,2.86
2778,5.38
2432,6.3
2744,8.38
2333,9.54
628,4.54
612,4.47
2423,7.98
2473,8.31
2151,5.71
857,5.12
1566,1.77
966,2.74
2341,8.13
2004,1.41
2013,5.02
2767,9.15
2153,2.85
1707,6.19
1401,7.88
1735,4.36
1743,3.23
2689,5.56
1935,8.55
380,9.27
180,0.19
1907,4.55
2943,0.17
2918,6.73
785,1.36
270,4.65
1110,5.11
371,3.68
725,2.96
806,5.85
1658,8.13
2304,2.06
2805,1.44
659,5.06
2018,6.89
2469,0.21
815,0.28
2638,5.13
751,6.83
799,9.16
699,2.7
1408,3.37
423,8.51
1405,3.66
548,0.19
1996,4.63
2221,3.3
813,9.1
1164,5.99
2147,5.19
1251,8.32
2261,1.39
828,9.38
925,8.62
1810,2.6
844,0.62
2032,7.78
2790,3.5
371,0.47
678,1.08
1555,0.12
1268,6.17
361,1.39
1793,9.8
2603,0.86
842,5.47
1292,9.78
1240,2.72
177,2.75
830,3.54
728,3.41
2078,8.2
181,2.96
491,1.65
1876,7.08
530,9.89
276,7.82
1801,6.28
259,7.72
1005,1.96
2312,8.62
1638,5.32
765,8.26
2358,0.51
1036,7.07
2500,8.23
999,4.49
1449,1.6
1767,0.79
2340,6.56
1929,9.54
2976,2.64
2063,5.58
210,6.76
611,1.36
1121,8.0
824,2.29
1383,3.34
987,8.49
2857,0.72
1360,0.76
1758,3.81
2926,8.63
587,3.78
2414,7.52
517,9.85
2970,3.19
2494,0.86
952,7.49
1137,9.56
2791,7.11
1125,7.72
533,5.98
2186,2.88
653,3.53
1257,2.08
1215,6.21
1353,0.83
1635,6.73
1998,2.82
1620,0.63
1147,3.19
1137,0.5
2570,3.66
2152,6.33
111,3.3
2884,8.96
2965,6.71
1238,4.12
1460,8.38
111,9.18
114,2.41
301,1.58
1333,6.14
1448,8.47
539,2.0
2298,0.89
2965,5.86
796,4.83
939,8.4
2220,1.34
619,1.97
2623,1.77
1625,7.61
778,0.43
1466,4.65
2285,0.79
2486,8.98
1576,0.44
1114,7.75
1145,3.49
556,2.35
1257,0.49
1113,8.36
800,3.2
1303,2.2
1771,6.33
2241,3.88
798,6.32
2351,9.36
407,2.46
2117,1.87
1995,0.36
1194,5.86
2373,6.53
2254,4.48
2701,4.55
847,7.19
2171,5.9
311,8.66
1782,9.9
228,8.8
567,0.73
2737,2.15
754,1.81
2260,6.98
2650,8.31
1702,0.83
2918,1.62
713,1.5
2196,1.02
1418,2.66
1964,5.49
1469,7.78
1320,0.77
1653,6.9
1835,5.52
2743,2.6
1659,4.59
1786,9.1
503,9.8
1185,3.66
2174,1.18
2378,7.19
623,5.56
1522,5.33
525,5.98
695,2.55
520,7.68
1867,9.44
2834,8.11
1352,8.3
2884,4.24
1716,6.58
704,1.61
2109,0.43
2630,6.69
2016,9.63
357,6.89
913,3.69
2961,3.2
1621,9.35
2526,4.41
2957,2.48
2800,4.59
936,4.59
837,6.0
2169,9.03
1286,5.31
1568,0.62
2944,3.19
1650,6.72
791,7.43
699,2.35
280,4.3
438,5.71
1363,9.43
1442,8.26
2192,4.26
2138,3.31
494,0.22
2765,7.65
1460,5.95
2668,0.58
989,7.91
2188,6.34
987,5.74
2379,7.2
244,7.48
1252,1.14
2120,3.87
2761,6.08
211,5.17
691,3.87
2615,7.53
767,9.95
1722,9.78
992,1.54
1991,4.58
2077,6.03
378,5.93
1324,1.69
992,9.25
1382,9.43
753,0.17
831,9.5
2227,6.91
550,4.88
662,5.7
2135,7.09
872,0.93
1281,1.24
1873,4.56
632,0.93
546,4.67
860,0.94
1306,3.01
1218,1.6
778,8.83
895,6.94
874,3.56
1803,6.97
887,8.29
622,8.45
2545,1.13
1852,0.91
680,3.17
999,0.81
2636,3.04
1194,4.44
2790,4.76
966,2.85
2823,2.68
1892,9.78
1758,2.35
597,7.85
1679,5.34
938,7.59
767,5.89
1579,3.32
2325,7.93
2168,6.84
1546,9.55
922,2.26
1592,5.91
2945,2.59
2656,6.92
1322,9.02
701,7.71
1666,6.92
1928,2.19
1840,8.93
718,3.88
1252,2.79
731,9.55
2938,3.73
945,4.13
1828,8.16
2057,5.35
2949,5.62
868,2.79
1777,6.17
985,2.63
830,7.54
1740,8.83
922,1.02
1236,1.12
280,3.07
1855,9.36
351,1.58
1678,1.28
2380,4.8
2724,6.41
786,3.89
1248,1.39
1175,0.65
2308,2.27
1949,7.25
1085,5.23
2127,1.59
1221,4.15
287,7.21
1220,4.18
2441,7.19
419,2.65
2487,4.29
2427,2.07
2160,5.88
450,5.87
378,5.66
2680,7.23
2343,2.87
400,3.91
1899,4.27
1788,5.75
1821,4.07
807,1.8
137,3.11
1370,5.87
2637,4.19
812,0.72
2836,8.5
1722,6.87
1485,2.01
283,6.73
2686,5.54
1827,2.59
227,6.56
1071,5.7
545,2.04
2654,8.11
207,9.38
639,1.44
2631,8.93
1817,1.34
514,2.23
982,9.45
2899,0.17
1603,9.21
2173,3.31
517,7.62
2398,9.03
434,1.63
1159,7.51
734,2.05
1865,8.4
2207,9.08
1325,2.9
1793,5.3
799,7.75
185,6.09
1029,5.21
2138,8.55
1816,2.96
2057,7.71
1825,5.13
2447,3.43
2866,0.46
2743,8.11
219,4.79
646,4.98
703,4.61
200,3.28
2070,3.59
1867,9.52
1729,4.77
2701,2.57
1490,4.93
1817,8.83
1979,4.74
2820,8.1
2126,2.5
1744,8.82
1909,0.86
1002,4.24
1037,8.23
1263,2.14
2367,2.18
2068,1.23
695,3.56
1381,4.82
789,1.83
2125,0.38
102,2.46
2210,8.11
2174,8.47
710,8.4
427,5.19
512,9.94
2994,7.64
617,4.04
2555,2.32
2181,1.32
2966,7.77
729,6.69
2062,7.74
1033,1.76
692,5.47
1758,3.24
734,2.15
1695,5.37
842,3.69
1083,5.1
834,7.98
2458,1.41
247,7.43
1665,8.12
151,5.51
999,1.77
2976,4.74
1546,8.99
532,4.14
2326,8.03
2755,6.02
2926,1.02
1008,9.15
1142,3.56
192,4.85
1994,5.49
715,3.12
2178,4.51
1042,2.4
2062,3.24
1666,3.42
2346,6.58
1171,4.63
745,2.34
1802,9.63
2885,6.9
1026,2.88
1422,6.45
2040,4.22
524,6.11
1990,9.51
1246,0.88
1111,1.17
2167,2.5
2075,5.71
579,3.4
2142,3.63
1490,8.37
2552,3.21
2526,4.76
861,7.56
1393,1.45
2543,9.68
2608,0.62
1390,7.19
2746,6.94
2122,2.96
1986,5.75
1837,1.89
2002,8.91
2392,3.62
1269,0.84
171,9.46
1484,8.22
972,3.88
1566,6.93
1296,8.43
500,6.12
220,3.17
1722,9.45
1423,4.51
1862,2.62
1278,9.64
1930,9.39
2714,7.74
2158,8.07
731,0.86
975,7.27
1361,5.97
2026,8.01
503,8.53
2402,2.95
1469,7.56
1546,1.37
1535,8.28
1269,9.54
1171,6.05
1187,0.38
360,4.78
1666,7.05
2364,8.23
765,1.63
2994,7.74
100,0.83
2021,9.55
440,3.42
2766,9.82
981,6.28
1517,1.97
2021,3.38
1063,3.68
1234,0.51
1736,6.04
1778,0.43
1675,6.68
421,9.77
2659,0.74
2088,3.36
2933,9.42
1561,5.48
479,8.73
1396,7.6
2108,2.23
1749,6.92
1470,7.84
1707,0.87
2778,1.08
1843,1.1
518,5.57
323,9.67
1883,8.58
1589,1.51
1242,0.2
2772,0.54
1507,0.5
1664,6.3
360,7.77
1551,8.65
424,1.88
875,2.19
940,0.27
1212,2.76
2552,3.58
747,5.36
2762,6.25
1034,3.57
1139,5.72
1122,4.69
2707,6.49
2383,9.01
1806,1.33
2390,2.63
2395,2.08
516,1.02
1479,2.05
1828,9.14
2830,2.1
2579,4.51
1328,7.03
1410,5.56
2495,4.32
450,4.81
204,7.11
1689,1.47
2518,5.4
1690,2.21
1380,7.67
1928,6.58
2636,9.76
1843,8.68
458,7.85
935,3.32
1772,0.23
1072,5.48
531,4.74
1174,1.36
1581,8.46
334,6.74
1147,0.52
420,3.04
2141,2.81
2279,7.28
2382,4.32
1966,0.48
2526,0.26
2324,8.42
694,2.84
2721,0.94
1166,4.98
1727,4.2
1607,2.4
252,7.46
2955,9.59
900,8.56
1742,6.31
2395,2.93
1861,4.71
2841,6.47
2796,7.09
584,1.22
702,5.87
2543,0.46
1061,8.26
1968,2.58
2278,0.62
1690,1.55
799,5.13
2427,7.26
428,3.28
1536,6.44
2644,7.9
308,0.41
544,6.74
1851,2.96
2433,8.57
2841,1.13
546,7.42
1492,8.6
1734,5.32
976,8.38
1755,5.61
2156,3.63
328,4.76
2910,8.09
435,1.78
1458,5.37
302,6.84
496,0.61
1877,7.86
2546,3.62
1494,9.53
1209,0.33
1259,7.3
1081,2.25
687,4.95
256,1.41
1011,5.62
926,2.97
1737,6.82
2538,1.05
2442,3.66
863,8.73
2189,3.68
2324,3.11
1770,2.92
1024,8.17
272,9.1
617,6.12
1065,0.48
536,8.95
1443,4.82
2484,7.07
2742,7.7
860,4.36
2943,9.63
1810,5.8
2699,2.51
2525,3.49
2549,2.66
2930,4.96
2182,5.73
1491,4.43
2981,8.02
790,6.98
691,3.05
1006,6.11
1252,0.12
2833,5.15
980,1.72
455,0.8
2484,3.53
2175,2.88
1868,8.83
1058,2.86
452,5.95
578,1.87
520,3.95
921,1.01
2574,6.26
131,8.58
479,5.83
1829,3.16
1340,0.57
682,4.66
790,0.23
2157,8.64
281,3.52
2535,0.16
2818,6.39
290,1.26
852,2.47
2558,1.05
2465,6.67
1151,7.73
2786,1.3
1009,5.93
744,0.69
1014,1.15
115,9.12
2977,6.45
1776,8.72
241,2.83
2772,8.16
1847,2.8
339,7.17
2466,4.37
1846,9.49
1018,7.18
1941,5.6
1392,5.18
966,9.4
508,1.49
574,7.76
139,6.38
312,4.18
1855,1.22
1722,9.16
709,8.79
1393,0.51
921,0.49
846,1.93
260,1.29
529,1.18
252,4.39
2212,0.39
487,0.79
1162,2.41
387,8.22
270,2.34
2662,2.43
2357,6.22
2394,4.34
888,2.01
141,2.03
2549,7.62
1673,2.04
292,1.12
1965,1.95
1028,9.69
541,5.33
2491,8.66
782,1.75
544,1.57
397,4.8
1556,7.33
1477,0.81
1156,2.45
2307,3.05
1603,4.39
738,6.3
2660,6.64
1955,2.04
1023,7.55
1145,0.56
781,7.3
2323,8.93
1060,7.61
366,9.8
821,9.47
2045,3.13
413,9.28
988,1.15
2974,9.49
1959,5.74
1491,0.86
2613,3.17
1788,4.04
423,2.51
1273,1.02
1400,3.04
444,1.85
642,8.49
2736,8.1
1787,5.26
319,8.74
2027,2.85
1222,8.84
1540,0.68
868,7.24
226,0.53
2963,2.16
2238,2.66
2832,5.33
932,5.75
591,4.07
2339,1.62
482,5.52
1329,7.57
1599,2.62
1187,6.94
1336,4.82
902,1.76
766,8.31
2891,6.59
2416,2.31
337,3.2
783,6.45
567,8.76
386,9.78
1758,5.03
2924,9.52
1655,8.24
1049,3.66
739,2.08
2817,7.07
1909,3.74
2191,1.13
1768,4.68
2304,6.15
1245,8.8
1921,5.49
723,9.88
2142,4.12
2466,4.23
326,3.22
1684,1.32
2412,8.24
478,2.11
671,2.08
904,3.41
1029,7.03
354,1.07
2481,1.48
1935,1.67
1085,3.42
1845,6.15
1002,9.28
2318,6.88
1814,3.6
2089,7.76
1977,7.62
2362,4.36
1592,9.0
2747,2.96
2839,1.29
2963,3.31
2219,3.66
1035,1.95
1289,6.81
2984,3.76
755,3.42
1634,3.42
1839,7.55
2885,3.26
1335,7.53
2302,5.58
2020,9.03
2258,4.49
170,4.63
2774,6.82
2959,3.76
1914,2.3
1267,8.57
1464,3.21
921,0.22
422,2.98
1001,2.35
2640,9.71
1065,6.17
1139,8.16
2066,9.78
278,2.11
2597,4.32
1026,9.67
211,1.52
1017,8.16
377,1.44
1098,8.32
1898,4.68
2630,9.78
1266,8.58
1670,4.18
2496,5.98
1159,2.67
2372,5.79
791,6.12
1610,1.37
1254,6.68
527,8.88
2554,6.62
210,6.06
198,6.97
1321,5.43
1704,8.95
2596,7.94
2897,0.27
800,5.83
2101,3.73
808,2.77
2656,4.68
2044,9.75
140,5.93
2041,6.78
768,6.22
1394,2.32
1218,4.7
2345,9.49
2275,7.61
2748,5.77
676,4.06
1225,8.15
215,2.68
2089,4.94
2996,8.15
1188,1.61
1785,5.97
1257,7.9
1267,8.99
399,4.66
388,4.1
1685,8.99
1579,6.76
1830,6.33
1407,6.88
1921,1.89
2850,3.31
1173,7.79
1713,6.7
326,5.48
890,1.74
317,1.1
1525,8.91
2773,0.7
2635,1.6
2416,8.69
1272,9.83
2969,0.99
2648,5.82
1898,6.39
528,9.88
123,5.22
1937,9.14
455,6.1
1702,4.94
1639,9.53
1814,7.75
646,7.61
1297,2.86
987,0.79
742,7.26
2902,1.48
2473,9.03
2922,6.49
309,5.95
956,8.71
750,2.84
1320,0.94
301,6.25
1044,1.53
2776,6.5
1731,3.19
325,7.01
1767,9.14
1361,7.39
362,0.31
2021,2.09
2403,1.95
2973,7.59
760,2.38
1296,9.8
721,3.44
2390,4.82
2949,4.48
2890,1.86
2329,9.54
1373,3.44
2017,9.25
876,7.49
2375,8.03
2416,3.31
658,5.72
1393,8.87
804,8.8
1673,3.61
2188,3.74
173,0.61
2468,3.41
822,6.34
2632,9.8
2620,6.8
1816,6.4
2972,7.78
1344,1.61
580,8.46
2895,7.1
2214,6.42
952,9.86
441,5.12
1924,8.4
2884,7.71
2889,5.99
2916,9.18
1807,6.34
2794,6.24
2491,3.75
2006,2.86
589,8.53
839,8.89
900,4.05
1770,3.84
2712,8.78
1083,4.21
2947,4.68
2337,1.95
2822,3.15
448,7.08
1820,9.54
614,0.46
2576,4.41
1528,4.28
998,3.39
1343,1.62
1102,2.36
1182,7.06
379,4.66
2817,2.56
2649,0.29
1770,7.53
937,2.94
426,8.88
1524,8.05
2682,7.44
1312,0.12
2078,7.68
2210,9.92
2747,9.16
1241,6.7
958,8.43
700,8.84
2372,3.25
918,1.89
472,8.17
2810,0.17
586,1.15
856,0.45
2710,1.41
1650,8.78
607,5.98
2561,0.54
1368,8.6
1444,4.08
1008,9.24
1427,7.9
277,7.33
2681,8.1
2538,5.76
1036,5.76
175,3.71
453,4.28
1471,1.14
1988,8.55
981,8.72
1740,2.37
1305,0.76
2180,5.59
1498,4.72
556,5.52
2071,8.48
2988,2.93
702,8.34
997,7.95
1454,5.1
2343,2.67
368,8.65
2995,3.35
2184,0.44
556,1.58
618,9.73
748,0.35
1201,4.91
1421,9.75
1770,1.59
1617,5.1
906,4.76
1680,5.31
2257,1.52
482,5.92
118,0.55
1024,0.98
1575,2.95
456,9.08
1577,5.48
2842,2.47
2122,1.27
494,4.03
1307,8.01
1307,6.02
2760,8.08
2454,8.36
1216,2.55
1547,9.71
2247,4.15
2676,4.03
463,2.5
1920,0.63
1811,7.16
1631,1.73
2529,8.49
1110,9.72
822,4.85
931,8.91
1949,7.17
882,7.65
1635,5.82
1743,9.0
2895,2.18
692,6.7
2905,8.11
621,5.62
1577,1.73
2932,6.93
1133,4.91
525,0.51
647,7.17
1622,9.64
449,6.48
2014,3.41
172,3.57
1432,5.76
1989,2.85
2813,6.3
2307,7.65
2285,6.75
1845,3.2
1863,8.63
934,0.16
318,1.62
1798,9.08
1041,2.11
2147,6.61
2000,4.07
313,7.32
2621,2.18
